mean,var,scale
-7.438935626679207824e-02,1.977778449072439479e-02,1.406335112650053676e-01
3.042105259126367308e-03,1.653205913407408342e-02,1.285770552395491817e-01
1.369691772984827499e-02,1.205863664319347002e-02,1.098118237859360413e-01
8.931310538163644841e-02,6.569023854046625310e-02,2.563010701118242363e-01
5.738371622588321619e-02,6.639354703381609123e-03,8.148223550800265391e-02
-1.913754907712562903e-02,1.614458358236799465e-02,1.270613378741464183e-01
2.278715121438335545e-01,2.353135329721394581e-02,1.533993262606258845e-01
-6.897355121319434512e-03,1.840937061317718740e-02,1.356811358044189841e-01
3.462973340511988490e-02,1.119029406543016990e-02,1.057841862729499427e-01
6.546849876420655912e-02,1.890571554901507301e-02,1.374980565281381517e-01
1.035123881203675739e-01,1.273169301272597358e-02,1.128348040842273720e-01
-9.946352588916372583e-02,1.632827003830001830e-02,1.277821193997815130e-01
-2.244339615621532627e-02,1.273536509871011323e-02,1.128510748673228758e-01
9.879030568998359296e-02,2.203556333566371664e-02,1.484438053125280155e-01
1.153759355498571587e-01,1.588867548890936926e-02,1.260502895233064080e-01
5.404919527398086010e-02,1.150875697509961236e-02,1.072788747848317653e-01
8.670572115210019304e-02,1.218463249334313277e-02,1.103840228173585541e-01
-9.246960318164426651e-02,1.109144092040752205e-02,1.053159101010266302e-01
1.457166431504791941e-03,8.241297962093514307e-04,2.870766093239488295e-02
-7.122414121120776431e-02,1.184972830811524026e-02,1.088564573560762139e-01
-2.931592342265417969e-02,1.382986807957394676e-02,1.176004595211002784e-01
2.076700641268710429e-02,1.510913721332544750e-02,1.229192304455468399e-01
-2.816701450484595387e-02,4.100522123826360514e-04,2.024974598316324828e-02
1.290296907082936484e-01,4.323947053373519006e-02,2.079410265766118426e-01
-1.458714154109485295e-01,1.348341922372628399e-02,1.161181261635162859e-01
-1.877243534663887159e-01,1.209558922313228729e-02,1.099799491868053564e-01
-4.121554881044232725e-03,3.478079903981656784e-02,1.864961099857489479e-01
1.163440405679541934e-01,3.310119446495470409e-04,1.819373366435672254e-02
-1.648553300798968335e-01,1.018998727133552974e-02,1.009454668191471088e-01
-1.169780511630420516e-01,1.593573273484283348e-02,1.262368121224662076e-01
1.079548787097960316e-01,2.987317954571845277e-02,1.728385939126977910e-01
-2.153556269866472583e-01,1.375532292437522952e-02,1.172830888251807091e-01
-1.649799871403649365e-01,1.047106515947051480e-02,1.023282226928158567e-01
-1.192222126326075021e-01,1.429182769675560460e-02,1.195484324311933549e-01
9.510795434529890902e-02,1.376319456697333923e-02,1.173166423273924869e-01
-1.093268069592868985e-01,1.148174161358746573e-02,1.071528889651952726e-01
1.905549309006859121e-02,1.220658146808014863e-02,1.104833990610360889e-01
-1.069695638775564756e-01,1.012971959466688054e-02,1.006465081096551556e-01
-3.004600928689387662e-01,9.413522092898826341e-03,9.702330695713698439e-02
1.811433193831658850e-01,1.461612767730087296e-02,1.208971781196768597e-01
1.351050010249179867e-01,2.068300359081012840e-02,1.438158669647063848e-01
1.055384743655312339e-02,1.171791661652729459e-02,1.082493261712390298e-01
2.378166112005138111e-02,1.712354769955088882e-02,1.308569742105895051e-01
-6.719602882668514188e-02,1.198010376642244697e-02,1.094536603610059555e-01
-1.083596862800554061e-01,1.517099586559620197e-02,1.231705965951135628e-01
-8.916975368741750230e-02,1.625148812088131681e-02,1.274813245965122355e-01
-1.654878358481686740e-01,3.864633793143516099e-02,1.965867186038648962e-01
-1.118681628536092182e-01,2.168203439167683960e-02,1.472482067519901572e-01
8.395500405839678021e-03,9.657844547472503594e-03,9.827433310622109286e-02
-1.536468246229381884e-01,2.163032514480889290e-02,1.470725166195536726e-01
6.456913914557761702e-02,9.790025343058313470e-03,9.894455691476067294e-02
4.048350916949096379e-02,1.130539455576659753e-02,1.063268289556619783e-01
-1.174780826147716201e-01,1.403026886076622071e-02,1.184494358820092491e-01
-2.818549761096214926e-02,4.790010059024549065e-03,6.920989856244949556e-02
4.182960001748646517e-02,1.463526565202672054e-02,1.209763020265817168e-01
5.768245097436133090e-02,4.576566142554948542e-03,6.765032256061273563e-02
5.294485877408283865e-03,2.343485851393121988e-02,1.530844816234853412e-01
-6.906240645735656214e-02,2.507981288404980552e-02,1.583660723894161904e-01
-4.295431210814655565e-02,1.095517396580183989e-02,1.046669669274974263e-01
7.744619122779574164e-03,9.755570765483440390e-03,9.877029293002749510e-02
-1.568637650429656472e-01,1.839281811640223335e-02,1.356201243046260829e-01
-6.922988264496109101e-02,1.073699546248870797e-02,1.036194743399555529e-01
-1.774184269798771418e-01,1.899333815502090433e-02,1.378163203507512813e-01
-8.810674906848757482e-02,2.167271309726682971e-02,1.472165517096050980e-01
-2.889519934730139239e-01,3.273345499904716654e-02,1.809238928363171295e-01
1.182965640724161632e-01,1.258672193934876407e-02,1.121905608299948037e-01
1.090855335294108053e-01,1.279605896825680017e-02,1.131196665848021310e-01
-1.239968123824727311e-03,2.018495158059796729e-04,1.420737540174045292e-02
7.413373583003762812e-02,1.240919135118086561e-02,1.113965499967609629e-01
1.402987878943179334e-01,2.304085642816664642e-02,1.517921487698446481e-01
-6.961046634470130501e-02,9.872159256394457891e-03,9.935874021138985102e-02
1.514212138624565192e-03,1.503954762559292155e-02,1.226358333668953471e-01
2.174660054815968080e-01,2.316702866911744818e-02,1.522071899389692007e-01
2.759495562124399809e-02,1.214700821428902483e-02,1.102134665741397734e-01
2.419438406498160277e-01,3.758636463000365052e-02,1.938720315827005825e-01
8.925105417395223437e-03,1.466272002952750085e-02,1.210897189257927886e-01
-1.869871458565681988e-01,1.175991732932668045e-02,1.084431525239223232e-01
-2.112383216548268661e-01,2.643567515582674957e-02,1.625905137325875660e-01
2.213325415934700169e-01,2.506212129398798297e-02,1.583102059059616762e-01
-1.399824513278384586e-01,2.424847948878709053e-02,1.557192328801650927e-01
-4.759085538591843745e-02,1.446531680798974519e-02,1.202718454501706946e-01
2.103164287558730028e-01,1.705412598760724929e-02,1.305914468393977457e-01
2.733262853482053625e-02,1.884711988892592491e-02,1.372848130308881864e-01
-3.880818985026078527e-02,1.552458359197369554e-02,1.245976869447169844e-01
4.723781055146097224e-02,7.348386083489821981e-03,8.572272792841943712e-02
-1.093966642293419658e-03,4.000893614315283696e-03,6.325261745031017513e-02
-8.221672109470617995e-02,1.982579767756757413e-02,1.408041110108919081e-01
-1.025346470803051163e-01,1.740802785149789256e-02,1.319394855662924526e-01
-2.567511562740089626e-01,5.435400212047310220e-03,7.372516674818246907e-02
-1.534511037613063289e-01,4.504457795974362022e-02,2.122370796061414377e-01
-2.304038165584658751e-02,1.427002510982366794e-02,1.194572103718468253e-01
6.651681743257301625e-03,9.477844811522376451e-04,3.078610857435927495e-02
-9.539110065344229977e-03,2.804368379961386104e-02,1.674624847528957960e-01
1.125148814181963219e-01,1.987867176087685858e-02,1.409917435911651473e-01
-7.434149883784246793e-02,6.978007967266433229e-03,8.353447173033677620e-02
1.025031318234119471e-01,7.635995410593585629e-03,8.738418283988004520e-02
9.091767294023954393e-02,3.333552075385717850e-02,1.825801762345988510e-01
1.496550286291838637e-02,1.462644713661510713e-02,1.209398492500098482e-01
7.416925304722013501e-02,1.878311684750133895e-02,1.370515116571186798e-01
2.246422843256417889e-01,2.259244657435233866e-02,1.503078393642605093e-01
-2.013963957100780855e-01,2.436064458994199530e-02,1.560789690827755205e-01
-7.486438643525279713e-03,2.048813371263984509e-02,1.431367657614207867e-01
-2.448611202924113814e-02,2.526345990116789231e-02,1.589448328860296467e-01
-1.631446642800944147e-01,7.651888034510191498e-03,8.747507093172426917e-02
-1.978144661262197790e-01,2.544553193737515359e-02,1.595165569380656845e-01
-1.039870544863013002e-01,8.032978316103374025e-03,8.962688389151646229e-02
-1.821095404776990143e-04,8.483222333650078384e-03,9.210440995766748518e-02
-9.614275024310354328e-03,3.118538263046487929e-02,1.765938351994907063e-01
-1.141146919837743301e-01,1.421951282968516965e-02,1.192455987853856536e-01
-1.539318965121166671e-01,1.626434240806798673e-02,1.275317309851473346e-01
3.650241551586172473e-02,2.038484448510815422e-02,1.427755037991747245e-01
-5.624481861873082550e-02,1.505258892664176895e-02,1.226889926873709763e-01
-2.573652523216729548e-01,1.246372602326359207e-02,1.116410588594697606e-01
1.943880315787312185e-01,2.446658906946186027e-02,1.564179947111644098e-01
-7.321599552717199949e-03,2.589524961708770598e-02,1.609200099959222086e-01
-7.912464492665451099e-02,5.407632558873916653e-03,7.353660693065676435e-02
6.750424486740715102e-02,1.270567753530481639e-02,1.127194638707300495e-01
-1.445463535332849603e-01,1.610676125497206498e-02,1.269124156848811524e-01
1.681143456530169722e-01,3.165154147077459124e-02,1.779088009930216707e-01
-7.918124328995608877e-03,1.804571241459558897e-02,1.343343307371410167e-01
4.906575397717573978e-02,1.026924345078267589e-02,1.013372757221284032e-01
-6.392404294286127553e-02,1.923271819972673449e-02,1.386820759857838870e-01
-1.218601892265032682e-01,1.272926412443504615e-02,1.128240405429403459e-01
3.194290762576971199e-01,9.819394910881271837e-03,9.909286003987004265e-02
-1.356053775826011887e-01,2.519673911931392257e-02,1.587348075228427191e-01
2.477617643314647122e-01,2.928201940405862971e-02,1.711198977444137737e-01
-2.170389575911583491e-01,2.021608490679251829e-02,1.421832792799227752e-01
-1.873391905151984005e-01,2.638925831125573523e-02,1.624477094675567668e-01
-2.813262823491121667e-01,2.157207374624752622e-02,1.468743467942837388e-01
-3.093519489579015236e-01,3.210785898003219035e-02,1.791866596039788651e-01
5.275538393720738406e-02,1.141652558136544218e-02,1.068481426201009915e-01
5.688096239390393744e-02,4.329375698007781326e-02,2.080715189065476534e-01
-2.801414474503951396e-02,2.864220584578792061e-04,1.692400834488919786e-02
-3.350903224608264147e-02,1.423484052913336594e-02,1.193098509308152949e-01
7.509953685762058018e-02,8.110951539931791909e-03,9.006082133720406946e-02
-1.036985604158535829e-01,1.298478255768261216e-02,1.139507900704624932e-01
-2.523702877090233110e-01,2.146432235226596041e-02,1.465070727039003984e-01
1.538173809398904746e-01,7.902251213977081606e-03,8.889460733912424306e-02
-1.031265808537583789e-01,2.387009715260991066e-02,1.544995053474602920e-01
1.534716796518200976e-01,1.413955068510945254e-02,1.189098426754886112e-01
1.574456189296899178e-01,2.185221375283940767e-02,1.478249429319673514e-01
-2.491908838316578001e-01,2.183800896362187924e-02,1.477768891390730255e-01
-4.527543135770707369e-03,3.942850958764130415e-02,1.985661340401260466e-01
-9.860970252876921638e-02,1.245105731811809065e-02,1.115843058772966051e-01
-4.018149636015671405e-02,4.004702870389042482e-04,2.001175372222295523e-02
-1.273642170479451219e-01,5.673568887182560416e-02,2.381925457939975121e-01
-1.032334055932581096e-01,1.223166870230118358e-02,1.105968747402076569e-01
-2.024391667046344934e-01,1.261615427527990052e-02,1.123216554155070379e-01
1.742875286208043217e-01,1.562460663004298228e-02,1.249984265102684483e-01
-2.021699632262453361e-01,1.311531627398387391e-02,1.145221213302647228e-01
2.771972719946132549e-02,7.081787162586040962e-03,8.415335502869769613e-02
1.393575284351001491e-03,1.236498479292450457e-02,1.111979531867583609e-01
1.016875794799278754e-01,1.484360386760874215e-02,1.218343295939561671e-01
-6.138186141194663242e-02,9.008815986838236006e-03,9.491478276242450163e-02
7.942018194874442272e-02,8.155071378771814108e-03,9.030543382749353643e-02
1.160960888269887414e-01,2.957326343310143039e-03,5.438130509016993880e-02
9.195673467493685818e-03,1.474152642464022188e-02,1.214146878455824308e-01
-2.911428023829699951e-02,2.334957542510501805e-02,1.528056786415512014e-01
-1.261599818285257246e-01,2.835429744457249393e-02,1.683873434809531333e-01
2.478932543665942623e-01,1.149331854601960863e-02,1.072068959816466632e-01
1.186901185030927314e-01,1.245277613066592994e-02,1.115920074676763352e-01
-2.527281023051652364e-01,7.181343261655375940e-03,8.474280654813938496e-02
2.909416703585746000e-01,1.765665767534518871e-02,1.328783566851471365e-01
1.995956319000079249e-01,1.788790262432598394e-02,1.337456639458864116e-01
-7.945407606940328715e-02,2.050290711361365051e-02,1.431883623539764172e-01
-5.447007699897810085e-02,8.149858976975501643e-03,9.027656936866565451e-02
-2.116606335642904901e-01,3.088501574507564879e-02,1.757413319201708013e-01
3.204585420788187006e-02,1.702324077131952065e-02,1.304731419538884274e-01
-3.232755011148459312e-01,2.916426440073133577e-02,1.707754795066649400e-01
1.368818419475009152e-01,2.591287686546771621e-02,1.609747708973915947e-01
1.063139408061081724e-02,1.551168886561388009e-02,1.245459307469091170e-01
-1.993768657511084674e-01,4.391917312111863481e-02,2.095690175601313265e-01
7.202734603823873760e-02,2.069139778018478509e-02,1.438450478125151977e-01
-1.258531650722451156e-01,6.820335014270334333e-03,8.258531960506258762e-02
-9.861162750888449735e-02,1.191004689014170739e-02,1.091331612762212050e-01
1.413134423829433550e-01,2.957913052903360374e-02,1.719858439786065840e-01
-1.557268220324236618e-01,1.647588275138204064e-02,1.283584151950390717e-01
-1.809157849308809796e-01,9.791655324079580683e-03,9.895279341221034641e-02
-1.762848025595064039e-01,8.105885337488606679e-03,9.003269038237503297e-02
-8.737059085553316312e-03,2.825769381471196495e-02,1.681002492999696951e-01
-4.137487120673626062e-02,1.591558394993296266e-02,1.261569813761131698e-01
-1.115100728424037457e-01,1.536832791183263824e-02,1.239690603006759900e-01
-6.328977085762994836e-02,1.764216908659481040e-02,1.328238272547317134e-01
-1.977588461122017915e-01,2.328452484208462514e-02,1.525926762399972547e-01
2.586851886770002995e-01,1.092601027350928455e-02,1.045275574837051524e-01
-1.075145512477646559e-01,1.288059967401676380e-02,1.134927296086263165e-01
5.365231999122843307e-03,1.757128699878562558e-02,1.325567312466086056e-01
-9.897994671884105533e-02,1.292253938792883340e-02,1.136773477344049932e-01
-2.545872342506145802e-01,2.617780717738111759e-02,1.617955721810121761e-01
1.370430480865436340e-01,1.565373751288568621e-02,1.251148972460341680e-01
-1.354136962486553360e-02,1.043526171056172527e-02,1.021531287360388507e-01
-9.796935370876951044e-02,8.235404799945405044e-03,9.074913112501631351e-02
-6.480018555280880888e-02,2.764654593218645109e-02,1.662725050397282356e-01
2.723899645188952445e-01,3.589248207173737631e-02,1.894531131223168297e-01
-2.226809328890408390e-01,2.869056236157288206e-02,1.693828868616097383e-01
1.244529494503396755e-01,1.941759458587223944e-02,1.393470293399620419e-01
4.675491225429107001e-02,1.989599851451627488e-02,1.410531761943568385e-01
-5.583950044213601381e-03,1.538589139512842874e-02,1.240398782453789317e-01
4.903580436671945569e-02,3.321604083806942859e-02,1.822526840352959865e-01
-1.707009056797252622e-01,4.845163813540194486e-02,2.201173281125362591e-01
-2.082042808361992681e-01,2.358286493612315668e-02,1.535671349479541259e-01
8.021562581538610459e-02,1.076187610799149950e-02,1.037394626359299243e-01
1.158012772361638604e-01,1.530520952280195641e-02,1.237142252241105744e-01
4.956682089758370630e-02,9.420118019707199308e-03,9.705729246021238543e-02
9.180181072330271044e-03,1.442739880343278831e-02,1.201141074288644417e-01
-6.177600214400708056e-02,1.536948757571296974e-02,1.239737374435124911e-01
-4.611449836521460538e-02,1.183360930072237423e-02,1.087823942590085413e-01
-5.532041790496573797e-02,2.439542133929211917e-02,1.561903368947391568e-01
1.881546717220921039e-01,1.685418507550482531e-02,1.298236691651596664e-01
-2.308755262095930905e-02,1.532628428801388436e-02,1.237993711131598756e-01
-1.104932835997414625e-01,2.186042023174554483e-02,1.478526977492989336e-01
-2.934781199827200537e-01,1.952402822660894918e-02,1.397284088029665805e-01
-1.440021493926599110e-02,7.360859851138350750e-03,8.579545355750706204e-02
-3.359103061273607804e-02,3.310990593520819758e-02,1.819612759221263532e-01
2.160284506030445140e-01,7.868975004331195400e-03,8.870724324614757961e-02
-4.624187253653571326e-03,1.464897041889954600e-02,1.210329311340494068e-01
-5.232273469063588450e-02,1.471383579285888941e-02,1.213006009583583594e-01
1.338862195476133443e-01,1.271623176086697851e-02,1.127662704928516224e-01
7.502219010049659964e-02,3.539821447877498917e-02,1.881441321933134125e-01
4.029118440055011185e-01,1.399009123189328199e-02,1.182797160627860195e-01
-3.931289155660476764e-01,1.093260709825759867e-02,1.045591081554237411e-01
1.079192003143883000e-01,4.320398471749984162e-03,6.572973810802827666e-02
-3.673090648819902770e-01,3.526898044702018314e-02,1.878003739267315175e-01
-1.672624360922533304e-01,1.471631133108861934e-02,1.213108046757939013e-01
-9.728221645579324117e-02,2.798913251646845818e-02,1.672995293372592229e-01
-3.059067906430210440e-02,1.655848622032572021e-02,1.286797817076393846e-01
5.875359986989681094e-02,1.005918503954882082e-02,1.002954886300915366e-01
6.506309839148699536e-02,1.289072392590512837e-02,1.135373239331680245e-01
-6.316678030134210975e-02,2.373088016810815520e-02,1.540483046583381033e-01
-5.868016873079814899e-02,1.735149357293072278e-02,1.317250681264987011e-01
-6.338072853780146731e-02,2.251950686325086132e-02,1.500650087903601104e-01
-5.573751082459332817e-02,7.349767052547999911e-03,8.573078240951730045e-02
-1.746237203679607691e-02,1.777922300990259982e-02,1.333387528436598135e-01
-1.850998680809052277e-01,2.529647688373328623e-02,1.590486619991922090e-01
-5.380319988163551753e-02,8.911111585678935243e-03,9.439868423701114342e-02
4.783162707683712156e-02,6.322193045199899636e-03,7.951221947097125708e-02
2.528238512611950539e-01,5.389128344232388401e-02,2.321449621299671584e-01
-1.207298868509488893e-01,2.667394953709125924e-02,1.633216138087401348e-01
-5.606388932585983087e-02,2.281246530176767040e-02,1.510379598040428595e-01
1.837361185013389880e-02,3.955157798094462857e-02,1.988757853056641600e-01
-4.648141611888503139e-02,5.906244541458109849e-03,7.685209523141259269e-02
-1.562514127366697869e-01,1.560410501264504132e-02,1.249163920894493379e-01
-9.445829780382777874e-02,1.078536042661710007e-02,1.038525898888280063e-01
-2.057984486957036355e-02,2.865893824807259557e-02,1.692895101536790181e-01
1.485436003784521564e-01,1.003514137489015280e-02,1.001755527805569534e-01
1.316977217486580733e-02,1.021868637789567595e-02,1.010875184080392564e-01
-1.248473715288844765e-01,1.966967643150951961e-02,1.402486236349915760e-01
-4.561049441228644946e-02,5.247463171432736016e-03,7.243937583547180314e-02
2.625364696894865249e-02,3.104733881554551291e-03,5.572013892260635481e-02
1.265359625689640166e-01,1.400461689307178244e-02,1.183411039878865673e-01
1.933043040312918195e-02,1.215708170837095578e-02,1.102591570273007138e-01
-1.191752832128677858e-01,4.466275254762177432e-02,2.113356395585509750e-01
-2.995504717263061840e-03,2.046615925962978755e-02,1.430599848302445132e-01
1.760705721907608254e-02,9.834760031788545437e-03,9.917035863496988235e-02
-3.697894535011606032e-02,7.983863818593584308e-03,8.935246957187911732e-02
8.303673679763304283e-02,1.436830074455831135e-02,1.198678470005960783e-01
-2.452577703754891814e-01,4.421842059343628062e-02,2.102817647667916123e-01
1.691572582420017507e-03,9.469276156237438347e-03,9.731020581746520348e-02
-7.597148799260321217e-02,7.554805041668898741e-03,8.691838149476149855e-02
-1.090118960048854918e-01,1.020673978766094454e-02,1.010284107944935672e-01
1.266280429047878797e-01,1.871914979649538097e-02,1.368179439857776236e-01
1.904392785828335627e-02,1.316438211530204967e-02,1.147361412777249123e-01
-9.769317318300210773e-02,2.516304297154446038e-03,5.016277800475613807e-02
-2.365361130656021011e-03,1.963710249143904574e-02,1.401324462479658639e-01
7.906879813685608813e-03,1.380319929906076264e-02,1.174870175766699887e-01
-8.400586421037012363e-02,8.664799142032398802e-03,9.308490286846948791e-02
-3.274903230940549859e-02,9.291219316577696216e-03,9.639097113618938506e-02
4.376461380855609096e-03,1.103778391851609371e-02,1.050608581657131446e-01
-6.044889822344347990e-02,2.622204097774691930e-03,5.120746134866179661e-02
-2.601421346896371500e-01,4.602034469400385387e-03,6.783829648067811469e-02
1.871790881641799409e-01,1.072255801514609627e-02,1.035497852008689379e-01
-3.238189189750825120e-02,2.445693715538721155e-02,1.563871387147524050e-01
-1.368127460535732871e-02,8.162353435591442052e-03,9.034574387092865477e-02
1.584803894843933858e-01,6.037798239415493543e-04,2.457193162821249069e-02
-1.896590437089515913e-01,1.706644257767484657e-02,1.306385952836099928e-01
-2.375558696306213080e-01,3.180910104469087535e-02,1.783510612379160254e-01
-8.045385081428998997e-02,6.881789509718651103e-03,8.295655193966688934e-02
-1.084626851002413461e-01,1.229903006032570523e-02,1.109009921521250663e-01
2.893939708784905029e-01,3.810689064515809105e-02,1.952098630837030557e-01
-9.109693487737625939e-02,1.533886504463094665e-02,1.238501717585847595e-01
-2.429059515047674589e-01,1.914204340392952272e-02,1.383547736940418105e-01
1.655828525419779096e-01,3.489291537429903972e-02,1.867964543943461397e-01
4.971018009311515759e-03,1.085721435767293512e-02,1.041979575503902827e-01
-4.543523025951990389e-03,1.367513624434588126e-02,1.169407381725713346e-01
-2.436903263651988075e-02,2.823084351830694254e-04,1.680203663795164573e-02
-1.693149577443339160e-01,5.018923004056027003e-03,7.084435760211273136e-02
2.789169608298818215e-01,2.023696618387600676e-02,1.422566911743556872e-01
3.574525965815261025e-02,1.738702304423627581e-02,1.318598613841083789e-01
8.542669271150578336e-02,5.069903266536420275e-03,7.120325320191782381e-02
-9.689491052433751861e-02,2.043062763893281619e-02,1.429357465399499483e-01
1.350988073023710878e-01,3.824678841344703734e-02,1.955678614022432760e-01
1.193267504088554448e-01,3.202332793262922112e-02,1.789506298749161117e-01
-1.195141294155289968e-01,2.272933590452770949e-02,1.507625149184229629e-01
7.126941978010960244e-02,1.476311732133023594e-02,1.215035691711574273e-01
-3.858596122754264640e-02,2.171974721044532541e-02,1.473762097845012498e-01
-3.341320180059985656e-01,1.891013441925902192e-02,1.375141244354885217e-01
2.977085822035342028e-02,7.035670052075248572e-03,8.387890111389900705e-02
1.077593891593134692e-02,2.481759568623954915e-02,1.575360139340828691e-01
-2.953560826759918934e-01,2.695094392025036700e-02,1.641674264896978985e-01
-1.122707769117909093e-01,1.706121949395542417e-02,1.306186031695157346e-01
1.527676771408589991e-02,7.494912455971540315e-03,8.657316244640449188e-02
-2.711318756837660660e-01,5.092098453094067584e-02,2.256567848103412932e-01
-5.899327869637278898e-02,1.485714043392944404e-02,1.218898701038336613e-01
2.252984225635997761e-01,5.505756324505900468e-02,2.346434811475890947e-01
-2.696853491201245401e-01,1.248852173319329496e-02,1.117520547157558747e-01
-1.743551074777532905e-01,8.295730562067997471e-03,9.108090119266495921e-02
3.232915948547263052e-02,1.050724014483286721e-02,1.025048298610015118e-01
-2.366786262736593829e-02,2.651162710881331194e-02,1.628239144254102211e-01
1.366462949269766081e-01,1.047526885803243095e-02,1.023487609013046667e-01
8.165901676983909618e-02,1.914098320314205903e-02,1.383509421837887665e-01
-1.916861542980096145e-01,2.291391361883839475e-02,1.513734244140575447e-01
4.594983749282073593e-02,1.062850318754647409e-02,1.030946321956020817e-01
-2.285533344995042404e-01,3.158914137325544852e-02,1.777333434481427055e-01
8.891607185592352580e-02,7.484983315374464999e-03,8.651579806818211760e-02
-3.149120708654272183e-01,2.799552351358375324e-02,1.673186287105645487e-01
6.971218655683188159e-02,2.079145588221172417e-02,1.441924265771671043e-01
5.535852166896507165e-02,1.687361510526739702e-02,1.298984799959853054e-01
7.056660321174200445e-02,1.444674042556402804e-02,1.201945939947551417e-01
-9.635929534162529855e-03,2.276313086186153647e-02,1.508745533940748229e-01
-3.790688505479929832e-02,1.986676200041116724e-02,1.409495015968881271e-01
8.650174969140018988e-02,7.089392907387383029e-03,8.419853269141561181e-02
-6.652788063286375897e-02,2.891622791171384946e-02,1.700477224537683962e-01
-1.262605082461904504e-01,2.612967695146108452e-02,1.616467659789736777e-01
3.890353419935707602e-02,2.150538686593522764e-02,1.466471508960717207e-01
-8.614412131372330139e-02,2.111968387776779268e-02,1.453261293703503043e-01
1.713155011260328042e-01,1.911055943981193952e-02,1.382409470446869515e-01
3.941419327122223926e-02,1.108729329727348514e-02,1.052962169181470842e-01
2.706171946153686225e-02,1.727054541988396960e-02,1.314174471669723454e-01
1.729726684965520733e-01,5.287347428246312597e-02,2.299423281661363283e-01
1.295583786521692649e-01,1.859116039919879795e-02,1.363494055696569396e-01
7.090914238151797139e-03,1.886115679402127973e-02,1.373359268145858403e-01
1.046239670151060709e-02,3.226452543887836644e-02,1.796232875739623147e-01
1.751357178811630277e-01,5.733476981071922857e-03,7.571972649892445839e-02
1.378668056946829590e-01,1.725860576027132831e-02,1.313720128500409645e-01
9.004466730343935188e-02,1.626494662613258216e-02,1.275340998562054518e-01
-3.813255905785031060e-04,1.813053283713423128e-02,1.346496670517021155e-01
-2.091798558417183596e-01,1.195435009834234889e-02,1.093359506216612514e-01
-1.432131860454630423e-01,1.448298096030878768e-03,3.805651187419675785e-02
1.429295089099769656e-01,1.447795018481664274e-02,1.203243540801970934e-01
-1.499608229416537764e-01,1.195083777232628687e-02,1.093198873596487319e-01
1.475005722462873203e-01,1.033234088855148648e-02,1.016481228973338535e-01
5.724193240513393566e-02,2.095848759570756101e-02,1.447704652051224061e-01
1.422586064191826427e-01,2.535125435414311082e-02,1.592207723701374034e-01
-1.129013360845677466e-01,8.358172475634742180e-03,9.142304127316451534e-02
1.326975238987549988e-01,8.245185315576344931e-03,9.080300278942511627e-02
-3.886456134675695395e-01,5.291330478466651360e-02,2.300289216265348491e-01
1.536800643831717217e-01,7.337711075205395096e-03,8.566044054991425738e-02
-2.256428419786260173e-02,1.420183873528067971e-02,1.191714677902419722e-01
3.923295247978663691e-01,1.239516051827450026e-02,1.113335552215705543e-01
1.668549115278327444e-01,1.722126933055997608e-02,1.312298339957800042e-01
3.905498875855159535e-02,1.238237604157736531e-02,1.112761252092171194e-01
-1.612447227201580513e-01,2.387877217346291020e-02,1.545275773881895631e-01
-6.583461358540004804e-02,2.656284382922841081e-02,1.629811149465741349e-01
