Clapeyron Estimator,,
[method = sat_p_rv_rl_av_al],,
T,out_p,out_rv,out_rl,out_av,out_al
282.726783660266, 4.454809621752366e6, 3.0277420988863626, 19.63977852165441 , 205.13453638765216, 450.0704681553692
283.66887627387024, 4.560038617606421e6, 3.1252608924507985, 19.48010962606224 , 204.39801578933688, 440.77582967128325
284.5800665230308, 4.663590045397464e6, 3.223517177775177, 19.321744823504517 , 203.66555648509691, 431.6857416071426
285.46277029421583, 4.765592661386223e6, 3.3226693741274747, 19.164371057227793 , 202.93630028789673, 422.78043144848033
286.3191147584014, 4.866160883016727e6, 3.4228762277343776, 19.00769397516845 , 202.20940369972354, 414.04206388578865
287.1509837877678, 4.965397005962248e6, 3.524299147015643, 18.851432466878514 , 201.48402364994573, 405.45436702852066
287.96005465203615, 5.0633930073061045e6, 3.627104496605407, 18.69531379174681 , 200.75930359823718, 397.0023148525644
288.7478279476049, 5.160232026352307e6, 3.7314659443168896, 18.539069068804764 , 200.03435944204512, 388.6718511913669
289.51565221747745, 5.255989591753738e6, 3.8375669536716575, 18.382428934396717 , 199.30826467620068, 380.44964475957283
290.2647443638949, 5.350734647208273e6, 3.9456035204195032, 18.225119194885057 , 198.5800342167736, 372.3228680630459
290.9962066960017, 5.444530415989408e6, 4.055787264953113, 18.066856310573147 , 197.84860621988742, 364.27899589376705
291.711041263217, 5.537435135768326e6, 4.168349015016502, 17.907342545613016 , 197.11282109011168, 356.30562157401323
292.41016198183127, 5.629502688678843e6, 4.2835430471616265, 17.74626060665492 , 196.371396666221, 348.39029119943126
293.09440495425787, 5.720783146788744e6, 4.401652205240585, 17.583267568317105 , 195.6228982680688, 340.52035766547704
293.76453729793786, 5.8113232496703025e6, 4.522994186511086, 17.417987841402432 , 194.86570184539573, 332.68285685436877
294.4212647374428, 5.901166828341677e6, 4.647929391218789, 17.250004870982348 , 194.09794782180344, 324.86440730601595
295.0652381640479, 5.990355188308883e6, 4.776870886586958, 17.078851139356495 , 193.31748227016237, 317.05113084688304
295.69705932847756, 6.078927463672509e6, 4.910297268192213, 16.903995863801303 , 192.52178061967987, 309.22858323983394
296.31728580209847, 6.166920954218654e6, 5.048769555806776, 16.72482946832909 , 191.70784689853602, 301.381668374478
296.9264353176645, 6.254371458069655e6, 5.1929538136844755, 16.540643379237334 , 190.87207808050667, 293.49448331794576
297.52498958138113, 6.341313613827263e6, 5.3436520717135565, 16.350602780798095 , 190.01007758784294, 285.55000022563183
298.113397632495, 6.4277812682353575e6, 5.501845589115819, 16.153708375050122 , 189.11639287301264, 277.52942962132437
298.69207881401036, 6.513807888369241e6, 5.668757011684131, 15.948740382932014 , 188.18413634640487, 269.41102308331074
299.26142540787134, 6.599427041726861e6, 5.845942452808981, 15.73417299796036 , 187.20442092982495, 261.16795833959816
299.82180497954283, 6.684672974882986e6, 6.035432926800087, 15.508038259360218 , 186.16548895138214, 252.76480344900878
300.37356247000895, 6.7695813357503535e6, 6.239961264514311, 15.26770052532089 , 185.05130836986504, 244.15187141542532
300.917022067486, 6.854190116772384e6, 6.463346328162868, 15.009466031207763 , 183.83918616300085, 235.25652116773713
301.45248888639725, 6.938540974032408e6, 6.711189737006138, 14.727868536880994 , 182.4954243663229, 225.9700421670788
301.98025047718966, 7.022681306570583e6, 6.992259417352431, 14.414254041987252 , 180.96666591900126, 216.12786129608244
302.5005781872517, 7.106667870485912e6, 7.321603347751934, 14.053640088364796 , 179.16038885520675, 205.4796270775425
303.0137283903946, 7.190574774558962e6, 7.729022251178246, 13.616263724691844 , 176.89190901329584, 193.6410573788389
303.5199436, 7.274514763703763e6, 8.291073778641026, 13.025864132292972 , 173.68647359654034, 180.0121190727459
