dodecane~|~n-dodecane,"[(""CH2"", ""CH3"") => 2, (""CH2"", ""CH2"") => 9]"
tridecane~|~n-tridecane,"[(""CH2"", ""CH3"") => 2, (""CH2"", ""CH2"") => 10]"
tetradecane~|~n-tetradecane,"[(""CH2"", ""CH3"") => 2, (""CH2"", ""CH2"") => 11]"
pentadecane~|~n-pentadecane,"[(""CH2"", ""CH3"") => 2, (""CH2"", ""CH2"") => 12]"
hexadecane~|~n-hexadecane,"[(""CH2"", ""CH3"") => 2, (""CH2"", ""CH2"") => 13]"
heptadecane~|~n-heptadecane,"[(""CH2"", ""CH3"") => 2, (""CH2"", ""CH2"") => 14]"
octadecane~|~n-octadecane,"[(""CH2"", ""CH3"") => 2, (""CH2"", ""CH2"") => 15]"
nonadecane~|~n-nonadecane,"[(""CH2"", ""CH3"") => 2, (""CH2"", ""CH2"") => 16]"
eicosane~|~n-eicosane,"[(""CH2"", ""CH3"") => 2, (""CH2"", ""CH2"") => 17]"
c25~|~pentacosane~|~n-pentacosane,"[(""CH3"",""CH2"") => 2,(""CH2"",""CH2"") => 22]"
triacontane~|~n-triacontane,"[(""CH3"",""CH2"") => 2,(""CH2"",""CH2"") => 27]"
isobutane~|~2-methylpropane,"[("">CH"", ""CH3"") => 3]"
isopentane~|~methylbutane~|~2-methylbutane,"[("">CH"", ""CH3"") => 2, ("">CH"", ""CH2"") => 1, (""CH2"", ""CH3"") => 1]"
"neopentane~|~2,2-dimethylpropane","[("">C<"", ""CH3"") => 4]"
isohexane~|~2-methylpentane,"[("">CH"", ""CH3"") => 2, ("">CH"", ""CH2"") => 1, (""CH2"", ""CH2"") => 1, (""CH2"", ""CH3"") => 1]"
"2,2-dimethylbutane","[("">C<"", ""CH3"") => 3, ("">C<"", ""CH2"") => 1, (""CH2"", ""CH3"") => 1]"
"2,3-dimethylbutane","[("">CH"", ""CH3"") => 4, ("">CH"", "">CH"") => 1]"
3-methylpentane,"[(""CH2"", ""CH3"") => 2, ("">CH"", ""CH2"") => 2, ("">CH"", ""CH3"") => 1]"
2-methylhexane,"[("">CH"", ""CH3"") => 2, ("">CH"", ""CH2"") => 1, (""CH2"", ""CH2"") => 2, (""CH2"", ""CH3"") => 1]"
cyclopentane,"[(""CH2_pent"", ""CH2_pent"") => 5]"
cyclohexane,"[(""CH2_hex"", ""CH2_hex"") => 6]"
methylcyclopentane,"[(""CH2_pent"", ""CH2_pent"") => 3, (""CH2_pent"", ""CH_pent"") => 2, (""CH3"", ""CH_pent"") => 1]"
methylcyclohexane,"[(""CH2_hex"", ""CH2_hex"") => 4, (""CH2_hex"", ""CH_hex"") => 2, (""CH3"", ""CH_hex"") => 1]"
ethylcyclopentane,"[(""CH2_pent"", ""CH2_pent"") => 3, (""CH2_pent"", ""CH_pent"") => 2, (""CH2"", ""CH_pent"") => 1, (""CH2"", ""CH3"") => 1]"
ethylcyclohexane,"[(""CH2_hex"", ""CH2_hex"") => 4, (""CH2_hex"", ""CH_hex"") => 2, (""CH2"", ""CH_hex"") => 1, (""CH2"", ""CH3"") => 1]"
propene~|~propylene,"[(""=CH"", ""=CH2"") => 1, (""=CH"", ""CH3"") => 1]"
butene~|~1-butene,"[(""=CH"", ""=CH2"") => 1, (""=CH"", ""CH2"") => 1, (""CH2"", ""CH3"") => 1]"
pentene~|~1-pentene,"[(""=CH"", ""=CH2"") => 1, (""=CH"", ""CH2"") => 1, (""CH2"", ""CH2"") => 1, (""CH2"", ""CH3"") => 1]"
hexene~|~1-hexene~|~hex-1-ene,"[(""=CH"", ""=CH2"") => 1, (""=CH"", ""CH2"") => 1, (""CH2"", ""CH2"") => 2, (""CH2"", ""CH3"") => 1]"
octene~|~1-octene~|~oct-1-ene,"[(""=CH"", ""=CH2"") => 1, (""=CH"", ""CH2"") => 1, (""CH2"", ""CH2"") => 4, (""CH2"", ""CH3"") => 1]"
cyclopentene,"[(""CH2_pent"", ""CH2_pent"") => 2, (""CH2_pent"", ""CH_pent"") => 2, (""CH_pent"", ""CH_pent"") => 1]"
benzene,"[(""CH_arom"", ""CH_arom"") => 6]"
toluene,"[(""CH_arom"", ""CH_arom"") => 4, (""CH_arom"", ""C_arom"") => 2, (""CH3"", ""C_arom"") => 1]"
ethylbenzene,"[(""CH_arom"", ""CH_arom"") => 4, (""CH_arom"", ""C_arom"") => 2, (""CH2"", ""C_arom"") => 1, (""CH2"", ""CH3"") => 1]"
"mxylene~|~m-xylene~|~1,3-dimethylbenzene","[(""CH_arom"", ""C_arom"") => 4, (""CH_arom"", ""CH_arom"") => 2, (""CH3"", ""C_arom"") => 2]"
"oxylene~|~o-xylene~|~1,2-dimethylbenzene","[(""CH_arom"", ""CH_arom"") => 3, (""CH_arom"", ""C_arom"") => 2, (""C_arom"", ""C_arom"") => 1, (""CH3"", ""C_arom"") => 2]"
"pxylene~|~p-xylene~|~1,4-dimethylbenzene","[(""CH_arom"", ""C_arom"") => 4, (""CH_arom"", ""CH_arom"") => 2, (""CH3"", ""C_arom"") => 2]"
propylbenzene~|~n-propylbenzene,"[(""CH_arom"", ""CH_arom"") => 4, (""CH_arom"", ""C_arom"") => 2, (""CH2"", ""C_arom"") => 1, (""CH2"", ""CH2"") => 1, (""CH2"", ""CH3"") => 1]"
"tetralin~|~1,2,3,4-tetrahydronaphthalene","[(""CH_arom"", ""CH_arom"") => 3, (""CH_arom"", ""C_arom"") => 2, (""C_arom"", ""C_arom"") => 1, (""CH2_hex"", ""C_arom"") => 2, (""CH2_hex"", ""CH2_hex"") => 3]"
butylbenzene~|~n-butylbenzene,"[(""CH_arom"", ""CH_arom"") => 4, (""CH_arom"", ""C_arom"") => 2, (""CH2"", ""C_arom"") => 1, (""CH2"", ""CH2"") => 2, (""CH2"", ""CH3"") => 1]"
biphenyl,"[(""CH_arom"", ""CH_arom"") => 8, (""CH_arom"", ""C_arom"") => 4, (""C_arom"", ""C_arom"") => 1]"
isopropylacetate~|~1-methylethyl ethanoate~|~acetic acid isopropyl ester,"[(""CH2"", ""CH3"") => 2, (""CH2"", ""COO"") => 1, (""CH3"", ""COO"") => 1]"
acetone~|~propanone,"[("">C=O"", ""CH3"") => 2]"
butanone~|~2-butanone~|~methyl ethyl ketone,"[("">C=O"", ""CH3"") => 1, ("">C=O"", ""CH2"") => 1, (""CH2"", ""CH3"") => 1]"
2-pentanone~|~pentan-2-one~|~methyln-propylketone,"[(""CH2"", ""CH3"") => 1, (""CH2"", ""CH2"") => 1, ("">C=O"", ""CH2"") => 1, ("">C=O"", ""CH3"") => 1]"
3-pentanone~|~pentan-3-one~|~diethylketone,"[(""CH2"", ""CH3"") => 2, ("">C=O"", ""CH2"") => 2]"
propanal~|~1-propanal~|~propionaldehyde,"[(""CH2"", ""CH3"") => 1, (""CH2"", ""CH=O"") => 1]"
butanal~|~1-butanal~|~butyraldehyde,"[(""CH2"", ""CH3"") => 1, (""CH2"", ""CH2"") => 1, (""CH2"", ""CH=O"") => 1]"
methylethylether~|~ethyl methyl ether,"[(""CH2"", ""CH3"") => 1, (""CH2"", ""OCH3"") => 1]"
