pentene~|~1-pentene,"[""=CH2"" => 1, ""=CH"" => 1, ""CH2"" => 2, ""CH3"" => 1]"
hexene~|~1-hexene~|~hex-1-ene,"[""=CH2"" => 1, ""=CH"" => 1, ""CH2"" => 3, ""CH3"" => 1]"
octene~|~1-octene~|~oct-1-ene,"[""=CH2"" => 1, ""=CH"" => 1, ""CH2"" => 5, ""CH3"" => 1]"
cyclopentene,"[""CH2_pent"" => 3, ""CH_pent"" => 2]"
benzene,"[""CH_arom"" => 6]"
toluene,"[""CH_arom"" => 5, ""C_arom"" => 1, ""CH3"" => 1]"
ethylbenzene,"[""CH_arom"" => 5, ""C_arom"" => 1, ""CH2"" => 1, ""CH3"" => 1]"
"mxylene~|~m-xylene~|~1,3-dimethylbenzene","[""CH_arom"" => 4, ""C_arom"" => 2, ""CH3"" => 2]"
"oxylene~|~o-xylene~|~1,2-dimethylbenzene","[""CH_arom"" => 4, ""C_arom"" => 2, ""CH3"" => 2]"
"pxylene~|~p-xylene~|~1,4-dimethylbenzene","[""C_arom"" => 2, ""CH_arom"" => 4, ""CH3"" => 2]"
propylbenzene~|~n-propylbenzene,"[""CH_arom"" => 5, ""C_arom"" => 1, ""CH2"" => 2, ""CH3"" => 1]"
"tetralin~|~1,2,3,4-tetrahydronaphthalene","[""CH_arom"" => 4, ""C_arom"" => 2, ""CH2_hex"" => 4]"
butylbenzene~|~n-butylbenzene,"[""CH_arom"" => 5, ""C_arom"" => 1, ""CH2"" => 3, ""CH3"" => 1]"
biphenyl,"[""CH_arom"" => 10, ""C_arom"" => 2]"
isopropylacetate~|~1-methylethyl ethanoate~|~acetic acid isopropyl ester,"[""CH3"" => 3, ""CH2"" => 1, ""COO"" => 1]"
acetone~|~propanone,"[""CH3"" => 2, "">C=O"" => 1]"
butanone~|~2-butanone~|~methyl ethyl ketone,"[""CH3"" => 2, "">C=O"" => 1, ""CH2"" => 1]"
2-pentanone~|~pentan-2-one~|~methyln-propylketone,"[""CH3"" => 2, ""CH2"" => 2, "">C=O"" => 1]"
3-pentanone~|~pentan-3-one~|~diethylketone,"[""CH3"" => 2, ""CH2"" => 2, "">C=O"" => 1]"
propanal~|~1-propanal~|~propionaldehyde,"[""CH3"" => 1, ""CH2"" => 1, ""CH=O"" => 1]"
butanal~|~1-butanal~|~butyraldehyde,"[""CH3"" => 1, ""CH2"" => 2, ""CH=O"" => 1]"
methylethylether~|~ethyl methyl ether,"[""CH3"" => 1, ""CH2"" => 1, ""OCH3"" => 1]"
ethylacetate~|~ethyl ethanoate,"[""CH3""=>2,""COO""=>1,""CH2""=>1]"
propylacetate~|~n-propylacetate~|~propyl ethanoate~|~n-propylethanoate,"[""CH3""=>2,""COO""=>1,""CH2""=>2]"
butylacetate~|~n-butylacetate~|~butyl ethanoate~|~n-butylethanoate,"[""CH3""=>2,""COO""=>1,""CH2""=>3]"
pentylacetate~|~n-pentylacetate~|~pentyl ethanoate,"[""CH3""=>2,""COO""=>1,""CH2""=>4]"
hexylacetate~|~n-hexylacetate~|~hexyl ethanoate,"[""CH3""=>2,""COO""=>1,""CH2""=>5]"
heptyl acetate~|~n-heptyl acetate~|~heptyl ethanoate~|~aceticacidheptylester,"[""CH3""=>2,""COO""=>1,""CH2""=>6]"
water,"[""H2O"" => 1]"
