Clapeyron Database File
tc-RK parameters [csvtype = single,sep = ;]
species;Tc;Pc;acentricfactor;ZRA;L;M;N;Mw;v_shift
propylene glycol alpha-methylbenzyl ether;719.0;2.479e6;0.6371;-123.0;1.6206;0.9031;1.8686;0.0;-0.00012299999999999998
1-ethoxy-2-propanol-acetate~|~propylene glycol ethyl ether acetate;613.0;2.76e6;0.5425;0.2568;0.0;0.9957;1.0593;146.18;8.179989999999999e-5
1-methoxy-2-acetoxypropane~|~1-methoxy-2-propyl acetate~|~propylene glycol monomethyl ether acetate;597.9;3.009e6;0.4807;0.2548;1.3312;1.0;0.8728;132.15768;3.0518299999999995e-5
1-propoxy-2-propanol~|~propylene glycol n-propyl ether;573.0;3.3e6;0.8002;0.2703;1.3792;0.8918;1.9908;118.17416;-9.4258e-6
p-terphenyl~|~1,1'-4',1''-terphenyl;908.0;2.99e6;0.6426;0.2732;0.4058;0.8276;2.9522;230.30376;5.3813000000000005e-6
p-tert-butylphenol~|~4-(1,1-dimethylethyl)phenol~|~4-(1,1-dimethylethyl)-phenol;734.0;3.34e6;0.5094;0.2652;0.319;0.8265;2.9737;150.21756;1.86377e-5
p-tert-octylphenol~|~4-(1,1,3,3-tetramethylbutyl)phenol~|~4-(1,1,3,3-tetramethylbutyl)-phenol;765.0;2.28e6;0.6326;-123.0;0.3925;0.8263;2.9772;206.32388;-0.00012299999999999998
p-tolualdehyde~|~4-methylbenzaldehyde;715.8;3.922e6;0.3827;0.254;0.3234;0.8464;2.6083;120.14852;3.13131e-5
p-toluidine~|~4-methylaniline;693.15;4.0e6;0.4722;0.2459;0.362;0.8412;2.6957;107.15306;3.5005e-5
pxylene~|~p-xylene~|~1,4-dimethylbenzene;616.2;3.511e6;0.3218;0.2585;0.2979;0.8514;2.5278;106.165;2.76019e-5
pyrazine;626.0;5.49e6;0.203;0.2493;0.1321;0.8333;2.8407;80.08796;2.7105e-5
pyrazole;734.0;6.6e6;0.2868;0.2358;0.2415;0.8439;2.6493;68.07726;3.24733e-5
pyrene;936.0;2.61e6;0.5074;-123.0;0.451;0.8552;2.4688;202.2506;-0.00012299999999999998
pyridine;619.95;5.63e6;0.2386;0.2681;0.2899;0.831;2.0804;79.0999;1.32422e-5
pyrimidine~|~1,3-diazabenzene;638.0;5.49e6;0.2105;-123.0;0.1566;0.8387;2.741;80.08796;-0.00012299999999999998
pyrrole;639.75;6.53e6;0.2976;0.2592;0.8782;0.8799;1.018;67.0892;1.5812099999999997e-5
pyrrolidine;568.55;5.61e6;0.2668;0.2766;0.1649;0.8283;2.8734;71.12096;6.527599999999999e-6
quinaldine~|~2-methylquinoline;769.0;3.35e6;0.3591;0.2425;1.437;0.83;0.6898;143.18516;5.672339999999999e-5
chinoline~|~quinoline;782.15;4.86e6;0.3465;0.2759;0.3441;0.8583;2.4218;129.15858;8.1035e-6
quinone;683.0;5.96e6;0.4945;0.2801;1.8097;0.7667;0.4137;108.09476;7.919299999999999e-6
radon;377.5;6.28e6;0.0;0.2807;0.0;0.7807;1.6337;222.017578;7.6336e-6
rdx;895.2;4.16e6;1.0118;-123.0;0.6184;0.8274;2.956;222.11634;-0.00012299999999999998
sec-butenylacetate;563.5;3.307e6;0.3922;-123.0;0.2146;0.8139;2.9844;114.1424;-0.00012299999999999998
sec-butylacetate~|~1-methylpropyl ethanoate;561.0;3.17e6;0.3954;0.2667;0.9574;0.8597;1.0741;116.15828;1.7712499999999997e-5
2-chlorobutane~|~sec-butyl chloride;520.6;3.9e6;0.2907;0.2685;0.4194;0.8881;2.0328;92.56726;1.3938499999999999e-5
sec-butyl formate~|~1-methylpropyl methanoate~|~formicacid-1-methylpropylester;546.0;3.5799999999999995e6;0.3489;0.264;1.2649;1.0;0.7709;102.1317;1.8850399999999998e-5
2-butanethiol~|~sec-butyl mercaptan;554.0;4.06e6;0.2506;0.2739;0.2945;0.8456;2.1851;90.1872;1.1393599999999999e-5
2-butanamine~|~sec-butylamine;514.3;4.0e6;0.2815;0.265;0.2993;0.8263;2.1817;73.13684;1.66627e-5
2-butylbenzene~|~sec-butyl benzene~|~(1-methylpropyl)benzene;664.54;2.95e6;0.2791;0.2603;0.1637;0.8272;2.9584;134.21816;3.547699999999999e-5
sec-butyl-tert-butylether;559.4;2.561e6;0.3489;0.2721;0.8003;0.8804;1.2076;130.22792;1.6352699999999997e-5
silane;269.7;4.84e6;0.0938;0.309;0.4307;0.955;1.4058;28.0855;-5.2915e-6
styrene;636.0;3.84e6;0.2971;0.2606;0.3128;0.8411;2.2662;104.14912;2.5064699999999997e-5
succinimide;858.0;5.97e6;0.4834;-123.0;0.2544;0.8179;3.1579;99.088;-0.00012299999999999998
sulfur dichloride;542.0;6.68e6;0.2561;0.2671;1.4218;1.0;0.3445;102.971;1.48198e-5
sulfur dioxide;430.75;7.884e6;0.2454;0.2664;0.4014;0.8358;1.7355;64.0638;6.999299999999999e-6
sulfur hexafluoride;318.69;3.76e6;0.2151;0.2788;1.0589;0.8354;0.7307;146.055419;5.3972e-6
sulfuryl chloride;545.0;4.61e6;0.1764;0.2496;0.458;0.6818;1.0967;134.9698;2.9047999999999997e-5
terephthaldehyde~|~1,4-benzenedicarboxaldehyde;739.0;3.6700000000000005e6;0.5832;-123.0;0.3283;0.82;3.1109;134.13204;-0.00012299999999999998
tert-butylacetate~|~1,1-dimethylethyl ethanoate;545.0;3.17e6;0.3396;0.2675;1.0118;0.8945;0.9631;116.15828;1.77725e-5
tert-butyl chloride~|~2-chloro-2-methylpropane;507.0;3.9e6;0.1914;0.2787;0.2189;0.8567;2.4457;92.56726;8.5667e-6
tert-butyl ethyl ether~|~2-ethoxy-2-methylpropane~|~2-ethoxy-2-methyl-propane;509.4;2.934e6;0.3162;0.2684;0.22;0.8341;2.8239;102.17476;1.7672e-5
tert-butyl mercaptan~|~2-methyl-2-propanethiol;530.0;4.06e6;0.1914;0.2862;0.1586;0.8421;2.6809;90.1872;2.9174000000000002e-6
tert-butylmethacrylate;588.3;2.727e6;0.3977;0.2672;0.237;0.7994;2.7419;142.19556;2.05071e-5
tert-butylamine~|~2-methyl-2-propanamine;483.9;3.84e6;0.2748;0.2704;0.4101;0.742;1.4946;73.13684;1.29993e-5
tert-butylbenzene~|~(1,1-dimethylethyl)benzene;660.0;2.97e6;0.2674;0.2646;1.4078;1.0;0.6022;134.21816;3.03533e-5
tert-butylformamide;692.0;3.56e6;0.4491;-123.0;0.2804;0.8274;2.9557;101.14694;-0.00012299999999999998
tert-nonyl mercaptan;659.0;2.34e6;0.4514;0.2476;0.6393;0.828;2.0944;160.3201;4.6650399999999996e-5
tert-octyl mercaptan;627.0;2.59e6;0.3001;0.2629;0.2338;0.8401;2.7153;146.29352;3.32351e-5
tetrachloroethene~|~tetrachloroethylene;620.0;4.49e6;0.2138;0.2663;0.1512;0.8357;2.7913;165.8334;1.8890299999999998e-5
tetrachlorosilane;507.0;3.59e6;0.2318;0.271;0.8206;0.9086;0.9823;169.8975;1.4934799999999998e-5
tetraethoxysilane;592.2;2.045e6;0.6325;0.2744;0.0;0.8119;3.2734;208.3275;3.18982e-5
tetraethyl lead;655.0;2.125e6;0.4812;0.2406;0.4607;0.8378;2.2667;323.4444;7.087829999999999e-5
tetraethylsilane;606.0;2.4e6;0.4002;0.2671;0.5309;0.8614;1.8725;144.3299;2.3520499999999996e-5
tetraethylenepentamine;774.0;2.53e6;1.2365;0.25;0.6545;0.8164;3.192;189.30172;2.7910499999999996e-5
tetrafluoroethene~|~tetrafluoroethylene;306.45;3.944e6;0.2265;0.2701;0.2829;0.8367;2.0966;100.015013;8.6221e-6
tetrafluorohydrazine;309.35;3.71e6;0.2233;-123.0;0.505;0.9345;1.5738;104.007013;-0.00012299999999999998
thf~|~tetrahydrofuran;540.15;5.19e6;0.2254;0.2682;0.2243;0.8518;2.5207;72.10572;1.26508e-5
thp~|~tetrahydropyran;572.04;4.771e6;0.2162;0.2757;0.226;0.8469;2.4225;86.1323;9.5102e-6
tetrahydrothiophene;631.95;5.16e6;0.1996;0.2613;0.373;0.8273;1.624;88.17132;2.08044e-5
tetramethylsilane;450.4;2.814e6;0.224;0.2718;0.5094;0.8181;1.3417;88.22358;1.64736e-5
thiirane~|~thiacyclopropane;547.0;6.78e6;0.161;0.2603;0.2055;0.8607;2.3867;60.11816;1.47603e-5
thionyl chloride;567.0;4.43e6;0.0946;0.2239;0.1287;0.845;2.4698;118.9704;5.09711e-5
thiophene;579.35;5.69e6;0.197;0.2721;0.188;0.849;2.5657;84.13956;1.0846699999999999e-5
thymol~|~3-methyl-6-isopropylphenol~|~1-methyl-3-hydroxy-5-isopropyl benzene;698.25;3.408e6;0.7226;0.2692;0.6508;0.8646;2.3315;150.21756;6.190299999999999e-6
tin(iv) chloride~|~stannic chloride;591.85;3.744e6;0.2613;0.2663;1.5905;1.0;0.4441;260.522;2.34034e-5
toluene;591.75;4.108e6;0.264;0.2643;0.3252;0.8438;2.1;92.13842;1.9668399999999996e-5
trans,trans-2,4-hexadiene;535.0;3.35e6;0.2821;0.255;0.2419;0.845;2.6308;82.1436;2.9751399999999998e-5
trans-1,2-dichloroethene~|~trans-1,2-dichloroethylene;516.5;5.51e6;0.2234;0.2755;0.3192;0.8786;2.1463;98.95916;7.396499999999999e-6
1,2-dimethylcyclohexane~|~trans-1,2-dimethylcyclohexane;596.15;2.938e6;0.2379;0.2592;0.8903;0.8958;0.9101;112.21264;3.5286099999999994e-5
trans-1,2-dimethylcyclopentane~|~1,trans-2-dimethylcyclopentane;553.15;3.4450000000000005e6;0.2698;0.278;0.3064;0.8632;2.3503;98.18606;8.387399999999999e-6
r1234zee~|~r1234ze(e)~|~trans-1,3,3,3-tetrafluoropropene;382.51;3.6619999999999995e6;0.3238;0.2664;0.2239;0.8336;2.8339;114.043;1.16861e-5
trans-1,3-dimethylcyclohexane;598.0;2.938e6;0.2335;0.2591;1.3209;1.0;0.6062;112.21264;3.58752e-5
trans-1,3-dimethylcyclopentane~|~(1r,3r)-1,3-dimethylcyclopentane;553.0;3.4450000000000005e6;0.2699;0.2779;0.315;0.8654;2.3197;98.18606;8.4577e-6
(e)-1,3-pentadiene~|~trans-1,3-pentadiene;500.0;3.74e6;0.1162;0.2595;1.48;1.0;0.4326;68.11702;2.664e-5
1,4-dimethylcyclohexane~|~trans-1,4-dimethylcyclohexane;587.7;2.94e6;0.2548;0.2644;0.4177;0.8307;1.6825;112.21264;2.7809899999999996e-5
trans-2,n-hexyl-decahydronaphthalene;777.2;1.814e6;0.4668;-123.0;1.1929;0.8714;2.238;0.0;-0.00012299999999999998
(e)-2-butene~|~trans-2-butene;428.6;4.1e6;0.2176;0.272;0.2953;0.8721;2.2288;56.10632;1.04502e-5
(e)-2-dodecene~|~trans-2-dodecene;663.0;1.8899999999999998e6;0.5693;-123.0;0.9527;0.8599;2.3986;168.31896;-0.00012299999999999998
trans-2-eicosene;741.8;1.221e6;0.8784;-123.0;1.3147;0.8606;2.3874;280.5316;-0.00012299999999999998
trans-2-heptene~|~2-heptene, (e)-;543.1;2.85e6;0.3366;0.2592;0.2938;0.8475;2.5903;98.19;2.8622699999999996e-5
trans-2-hexene;509.8;3.168e6;0.2886;0.2629;0.4567;0.8444;1.7205;84.15948;2.2535399999999998e-5
(e)-2-octene~|~trans-2-octene;571.6;2.589e6;0.384;0.2562;0.287;0.8386;2.7426;112.21264;3.5237499999999996e-5
(e)-2-pentene~|~trans-2-pentene;474.2;3.66e6;0.2484;0.2709;0.4013;0.8505;1.7809;70.1329;1.31681e-5
3-heptene~|~trans-3-heptene;540.0;2.85e6;0.3341;0.2607;0.3096;0.8516;2.5243;98.18606;2.68442e-5
cis-3-hexene~|~(e)-3-hexene~|~trans-3-hexene;509.0;3.17e6;0.2854;0.2648;0.4271;0.8324;1.7556;84.15948;2.08545e-5
(e)-3-octene~|~trans-3-octene;574.0;2.58e6;0.3438;0.2569;0.2776;0.8426;2.6721;112.21264;3.6166899999999994e-5
(e)-4-octene~|~trans-4-octene;573.0;2.58e6;0.3393;0.2573;0.2805;0.8438;2.6517;112.21264;3.57153e-5
trans-crotonitrile;586.0;3.8799999999999995e6;0.3977;0.2243;0.5784;0.9046;1.8533;67.09;5.00478e-5
trans-decalin~|~trans-decahydronaphthalene;687.0;3.2e6;0.2993;0.2713;0.2919;0.8541;2.4845;138.24992;1.8719100000000002e-5
trans-stilbene~|~(e)-1,1'-(1,2-ethenediyl)bis-benzene;820.0;2.74e6;0.4874;-123.0;1.6721;0.9527;0.6825;180.24;-0.00012299999999999998
chbr3~|~bromoform~|~tribromomethane;696.0;6.09e6;0.1561;0.2826;0.2187;0.8055;1.8951;252.73064;6.128199999999999e-6
trichloroaceticacid~|~trichlorethanoic acid;688.0;4.81e6;0.549;0.2621;0.252;0.8101;3.3416;163.38714;1.41746e-5
trichloroacetyl chloride;604.0;4.32e6;0.2824;0.2806;0.3562;0.8731;2.2157;181.8328;4.7053e-6
trichloroethene~|~trichloroethylene;571.0;4.91e6;0.2166;0.2704;1.1144;1.0;0.7057;131.38834;1.3235599999999999e-5
r11~|~cfcl3~|~trichlorofluoromethane;471.2;4.408e6;0.1894;0.2759;0.3245;0.8484;1.8227;137.368103;9.1506e-6
trichlorosilane;479.0;4.1700000000000005e6;0.2031;0.2787;0.9722;0.999;0.8084;134.4445;7.5269e-6
perfluoroheptanoic acid~|~tridecafluoroheptanoicacid;583.0;2.075e6;0.9562;0.2612;0.4157;0.7574;3.2521;364.060882;1.56103e-5
tridecanal~|~n-tridecylaldehyde;720.0;2.238e6;0.7452;0.2627;0.6543;0.8625;2.3603;198.34494;2.1186399999999998e-5
triethylamine;535.15;3.04e6;0.3162;0.2693;0.2662;0.8448;2.6344;101.19;1.68359e-5
triethylenediamine;655.0;3.91e6;0.4602;-123.0;0.3215;0.8345;2.8165;112.17288;-0.00012299999999999998
trifluoroacetamide~|~2,2,2-trifluoro-acetamide;648.0;5.059e6;0.4814;-123.0;1.1945;0.9153;1.7478;113.03859;-0.00012299999999999998
r23~|~trifluoromethane;299.01;4.816e6;0.2641;0.2576;0.3609;0.8537;2.0022;70.01385;1.08742e-5
trimethylaluminum;620.0;4.0e6;0.2179;-123.0;0.0;0.7822;3.1929;72.085099;-0.00012299999999999998
trimethylamine;433.25;4.0700000000000005e6;0.2062;0.2711;0.2432;0.8611;2.3806;59.11026;1.16236e-5
trimethylchlorosilane~|~chlorotrimethylsilane;497.75;3.2e6;0.2701;0.2727;0.2609;0.852;2.5179;108.64206;1.32072e-5
thiacyclobutane~|~trimethylene sulfide;602.0;5.86e6;0.1731;0.2553;0.4573;0.8381;1.3567;74.14474;2.1636500000000002e-5
trimethylgallium;510.0;4.04e6;0.2077;-123.0;0.0;0.744;2.7073;114.82656;-0.00012299999999999998
tributylamine~|~tri-n-butylamine;644.0;1.8e6;0.6943;0.251;0.3789;0.8172;3.174;185.34948;5.0401499999999995e-5
trioxane~|~1,3,5-trioxane;604.0;5.82e6;0.3337;-123.0;0.2412;0.8361;2.7883;90.078;-0.00012299999999999998
triphenylmethane;865.0;2.2e6;0.5735;0.2437;1.1737;0.8535;2.0947;244.33034;4.47997e-5
tripropyleneglycol-methylether~|~tripropylene glycol monomethyl ether;664.0;2.02e6;1.161;0.2625;1.6521;0.8779;2.1556;206.28;-1.45722e-5
tris(2-methoxyethoxy)vinylsilane;723.9;1.779e6;0.715;-123.0;0.4669;0.8307;2.8897;280.39016;-0.00012299999999999998
undecanal;690.0;2.393e6;0.6352;0.266;0.3436;0.817;3.1773;170.29178;1.80688e-5
1-undecanethiol~|~undecyl mercaptan;710.0;1.98e6;0.6388;0.2437;0.5708;0.8602;2.3939;188.37326;6.736579999999999e-5
valeronitrile~|~pentanenitrile;610.3;3.5799999999999995e6;0.4069;0.2388;0.5477;0.8934;1.9725;83.13166;4.2589599999999996e-5
vanadium;11325.0;1.0314e9;-0.1868;-123.0;0.655;1.0;0.4025;50.9415;-0.00012299999999999998
chloroethene~|~vinyl chloride;432.0;5.67e6;0.1001;0.2748;0.0655;0.8369;2.7734;62.49822;8.878099999999999e-6
vinyl fluoride;327.8;5.24e6;0.1429;0.2744;0.1076;0.8383;2.7485;46.043623;6.631999999999999e-6
vinylformate;498.0;5.02e6;0.2849;0.2605;1.3267;0.8814;0.6629;72.06266;1.57648e-5
vinyl propionate~|~vinyl propanoate~|~propanoicacidethenylester;546.0;3.6799999999999995e6;0.3802;0.2605;0.26;0.8331;2.8444;100.11582;2.01491e-5
3-butenenitrile~|~vinylacetonitrile;584.0;3.8799999999999995e6;0.3782;0.2197;0.4731;0.8822;2.1025;67.0892;5.3964799999999995e-5
butenyne~|~1-buten-3-yne~|~vinylacetylene;454.0;4.86e6;0.1069;0.265;0.8334;0.9406;0.789;52.07456;1.5461399999999997e-5
vinylethylene carbonate~|~4-ethenyl-1,3-dioxolan-2-one;759.1;4.8e6;0.4733;0.2421;1.0599;0.8987;1.1001;114.09934;3.56869e-5
vinyltrichlorosilane;543.15;3.06e6;0.2815;0.2543;0.2416;0.8452;2.6284;161.48;3.37521e-5
vinyltrimethoxysilane;553.7;2.685e6;0.5514;0.2614;0.6114;0.8825;2.099;148.23248;2.06427e-5
water;647.1;2.2064e7;0.3449;0.2307;0.4163;0.8756;2.1842;18.01528;8.999499999999999e-6
xenon;289.74;5.84e6;0.0;0.2877;0.324;0.9459;1.4792;131.293;2.9128e-6
(2-ethoxymethylethoxy)-2-propanol;617.0;2.63e6;0.93101;;;;;162.22672;
dowanol dpnp ~|~dipropylene glycol n-propyl ether~|~1-(1-methyl-2-propoxyethoxy)-2-propanol;629.0;2.4e6;0.963095;;;;;176.2533;
1-(2-hydroxyphenyl)ethanone;707.0;4.45e6;0.637734;;;;;136.14792;
1,1'-(1-methylethylidene)bisbenzene;780.4;2.442e6;0.46076;;;;;196.288;
1,1,2,2-tetrabromoethane;824.0;4.6e6;0.146563;;;;;345.65328;
1,1,2,3,4,4-hexachloro-1,3-butadiene;738.0;2.84e6;0.16836;;;;;260.7608;
1,10-decanediol;747.0;2.11e6;0.919417;;;;;174.28048;
1,1'-bicyclohexyl-2-one;787.0;2.74e6;0.314626;;;;;180.2866;
1,1'-iminobis-2-propanol~|~n-(2-hydroxypropyl)-2-hydroxy-1-propanamine;672.0;3.6e6;1.38914;;;;;133.1888;
1,1'-thiobisoctane~|~1,1'-thiobis-octane;760.0;1.46e6;0.879774;;;;;258.506;
1,2,3-propanetrioltrinitrate;680.0;3.0e6;1.18413;;;;;227.0865;
1,2,3-benzenetriol~|~1,2,3-trihydroxybenzene;830.0;8.81e6;0.945171;;;;;126.11004;
1,2,3-butanetriol~|~1,2,3-trihydroxybutane;719.0;5.83e6;1.750415;;;;;106.1204;
1,2,4,5-benzenetetracarboxylicacid;893.0;3.14e6;1.83014;;;;;254.14984;
1,2,4-benzenetricarboxylicacid;860.0;3.51e6;1.49114;;;;;210.14034;
1,2,4-benzenetricarboxylicacidtriheptylester;823.7;923600.0;1.4308;;;;;504.699;
1,2,4-butanetriol;697.0;5.76e6;1.79571;;;;;106.1204;
1,2-dibromododecane;831.9;2.022e6;0.749776;;;;;328.12696;
1,3,5-trinitrobenzene;846.0;3.39e6;0.862257;;;;;213.10452;
1,3-butanediol;676.0;4.02e6;0.704256;;;;;90.121;
1,3-dichloro-2-propanol;633.0;4.5e6;0.699714;;;;;128.98514;
1,3-dichloro-t-2-butene~|~1,3-dichloro-trans-2-butene;617.0;3.78e6;0.237014;;;;;124.99644;
m-dinitrobenzene~|~1,3-dinitrobenzene;808.0;3.85e6;0.667336;;;;;168.10696;
1,4-benzenedicarbacid-bis(2,3-di-pr-oh)ester;882.0;2.92e6;1.79353;;;;;314.28792;
1,4-cyclohexadiene;569.0;4.73e6;0.20483;;;;;80.12772;
p-dinitrobenzene~|~1,4-dinitrobenzene;803.0;3.85e6;0.661833;;;;;168.10696;
1,5-pentanediol;673.0;4.15e6;1.22163;;;;;104.14758;
1,6-hexanediol;683.0;3.61e6;1.21622;;;;;118.17416;
1a,3a,5b-trimethylcyclohexane;602.2;2.84e6;0.367112;;;;;126.23922;
1-chloro-2-propanol;581.5;4.994e6;0.595021;;;;;94.5398;
1-docosene;791.6;1.121e6;0.948067;;;;;308.585;
1-dodecanethiol;724.0;1.84e6;0.666333;;;;;202.39984;
1-hexacosene;827.3;964200.0;1.07571;;;;;364.691;
acetol~|~1-hydroxy-2-propanone;596.0;5.74e6;0.773579;;;;;74.07854;
1-iodobutane;614.7;3.686e6;0.279059;;;;;184.019;
1-iodohexane~|~1-iodo-hexane;662.3;2.963e6;0.373765;;;;;212.072;
1-isopropoxy-2-propanol;562.0;3.36e6;0.768068;;;;;118.17416;
2,4-dinitrotoluene~|~1-methyl-2,4-dinitrobenzene;814.0;3.4e6;0.712571;;;;;182.13354;
1-methylcyclohexanol;686.0;4.0e6;0.221299;;;;;114.18546;
1-propylnaphthalene~|~1-n-propylnaphthalene;782.0;2.97e6;0.455435;;;;;170.25026;
1-octacosene;842.2;901100.0;1.13508;;;;;392.744;
1-penten-3-yne~|~1-pentene-3-yne;520.0;4.4e6;0.252309;;;;;66.10114;
1-phenyl-1h-indene;865.0;2.76e6;0.47032;;;;;192.25578;
1-tetracontene;914.8;646800.0;1.447;;;;;561.063;
1-tetracosene;810.4;1.037e6;1.01395;;;;;336.638;
1-tetradecanol;745.3;1.682e6;0.716811;;;;;214.3874;
2-(2-ethylhexyl)oxyethanol;646.0;2.23e6;0.982672;;;;;174.28048;
(diethylamino)ethanol~|~2-(diethylamino)-ethanol;592.0;3.18e6;0.781757;;;;;117.1894;
2-(ethylthio)ethanol~|~2-(ethylthio)-ethanol;641.0;4.32e6;0.731041;;;;;106.1866;
trifluoroacetamide~|~2,2,2-trifluoro-acetamide;648.0;5.059e6;0.481388;;;;;113.03859;
2,2,4-trimethyl-1,3-pentanedioldiisobutyrate;705.9;1.379e6;0.778858;;;;;286.407;
2,2-bis(nitrooxy)methyl-1,3-propanedioldinitrate;676.0;2.24e6;1.45136;;;;;316.13662;
2,2-dimethyl-1,3-propanediol;677.0;4.161e6;0.72626;;;;;104.14758;
2,2-dimethyl-propanoicacid~|~2,2-dimethylpropanoic acid;632.0;3.89e6;0.512805;;;;;102.1317;
2,2-dimethylvalericacid;662.0;3.03e6;0.635379;;;;;130.18486;
2,2'-thiobisethanol~|~.beta.,.beta.'-dihydroxydiethyl sulfide;731.0;4.61e6;1.17637;;;;;122.186;
2,3-dichloro-1-propanol;647.0;4.5e6;0.699248;;;;;128.98514;
2,4-dimethylaniline~|~1-amino-2,4-dimethylbenzene;706.0;3.526e6;0.45926;;;;;121.18;
2,4-pentanediol;629.0;4.33e6;1.12226;;;;;104.14758;
2,6,10,15,19,23-hexamethyltetracosane;863.0;868000.0;0.915303;;;;;422.81328;
2,6-diethylbenzeneamine;678.0;3.12e6;0.91165;;;;;149.2328;
2,6-dihydroxy-2,6-dimethyl-4-heptanone;618.0;2.75e6;1.34948;;;;;174.23742;
2,6-dimethyl-1,3-dioxan-4-ol-acetate;642.0;2.682e6;0.549948;;;;;174.194;
2-2-(2-butoxyethoxy)ethoxyethanol;695.0;2.106e6;1.14865;;;;;206.27928;
2-2-(2-ethoxyethoxy)ethoxyethanol;673.1;2.485e6;1.174;;;;;178.22612;
2-2-(2-methoxyethoxy)ethoxyethanol;657.8;2.729e6;1.07892;;;;;164.19954;
2-butoxyethyl acetate~|~2-butoxyethanolacetate~|~ethylene glycol monobutyl ether acetate;641.2;2.48e6;0.559754;;;;;160.21084;
2-butyl-1-decanol;707.6;1.713e6;1.11419;;;;;214.387;
2-butyl-1-octanol;667.3;1.941e6;0.988948;;;;;186.334;
2-hexoxyethanol~|~2-hexyloxyethanol;633.0;2.62e6;0.900381;;;;;146.22732;
2-hydroxy-1,2,3-propanetricarboxylicacid;800.2;4.987e6;2.04824;;;;;192.124;
methyl 2-hydroxybenzoate~|~2-hydroxy-benzoicacidmethylester;709.0;4.09e6;0.581326;;;;;152.14732;
2-hydroxypropylacrylate;699.3;3.54e6;0.63612;;;;;130.142;
2-mercaptoethanol~|~ethanol, 2-mercapto-;629.0;6.27e6;0.671564;;;;;78.13344;
2,4,6-trinitrotoluene~|~2-methyl-1,3,5-trinitrobenzene;828.0;3.04e6;0.897249;;;;;227.1311;
2-methyl-1,3-benzenediamine;804.0;4.38e6;0.579783;;;;;122.1677;
2,6-dinitrotoluene~|~2-methyl-1,3-dinitrobenzene;770.0;3.4e6;0.714206;;;;;182.13354;
2-methyl-1,3-pentanediol;639.0;3.745e6;1.24549;;;;;118.17416;
2-methyl-1,4-dinitrobenzene;814.0;3.4e6;0.712285;;;;;182.13354;
2-methyl-1-tridecanol;707.7;1.713e6;1.11536;;;;;214.387;
2-methyl-1-undecanol;665.9;1.956e6;1.03454;;;;;186.334;
2-methyl-2,4-pentanediol;621.0;4.01e6;1.15798;;;;;118.17416;
2-methyl-2-propenamide;741.0;5.45e6;0.420895;;;;;85.10448;
2-methyl-2-propenoicacidhexadecylester;793.0;1.23e6;0.976247;;;;;310.51452;
o-tolualcohol~|~2-methylbenzenemethanol;691.0;3.92e6;0.742895;;;;;122.1644;
2-nitroaniline~|~2-nitrobenzeneamine;784.0;4.42e6;0.740952;;;;;138.12404;
2-oxepanone~|~6-hexanolactone;771.0;4.63e6;0.440258;;;;;114.1424;
2-phenylpropanal~|~2-phenylpropionaldehyde;682.0;3.3e6;0.458874;;;;;134.1751;
acrylamide~|~2-propenamide;776.0;5.73e6;0.486303;;;;;71.0779;
2-propenoicacid-2-hydroxyethylester;662.0;3.98e6;0.864126;;;;;116.11522;
2-pyrrolidinone,1-ethyl;736.1;4.358e6;0.405463;;;;;113.1576;
3,5-diisopropylbenzenehydroperoxide;812.0;2.46e6;0.962614;;;;;194.27012;
3,5-dinitrotoluene;814.0;3.4e6;0.702302;;;;;182.13354;
3,6,9,12-tetraazatetradecane-1,14-diamine;820.0;2.11e6;1.38683;;;;;232.36952;
3-chloro-1,2-propanediol;648.0;5.25e6;1.21879;;;;;110.53948;
3-chloro-1-propanol;626.6;5.176e6;0.650045;;;;;94.5401;
3-ethylheptanal;623.8;2.364e6;0.567058;;;;;142.239;
3-hexanol;582.4;3.36e6;0.497526;;;;;102.175;
3-nitrotoluene~|~m-nitrotoluene;734.0;3.8e6;0.491987;;;;;137.13598;
4-(2-aminoethyl)morpholine;688.4;3.752e6;0.49792;;;;;130.188;
4-(2-hydroxyethyl)morpholine;680.5;3.926e6;0.786792;;;;;131.173;
4,4'-(1-methylethylidene)bisphenol;849.0;2.93e6;0.945495;;;;;228.28634;
4,6-dinitro-o-sec-butylphenol;793.9;2.75e6;1.00788;;;;;240.213;
4-[(tetrahydro-2-furanyl)oxy]-1-butanol;694.3;3.09e6;0.931911;;;;;160.211;
4-carboxybenzaldehyde;966.0;3.82e6;0.817387;;;;;150.13144;
4h-5-(5-oh-3-me)-1-naphthalenecarboxaldehyde;790.0;1.67e6;1.08319;;;;;304.46688;
4-methoxyphenol;761.0;4.97e6;0.536084;;;;;124.13722;
4-methyl-1,2-dinitrobenzene;842.0;3.4e6;0.709209;;;;;182.13354;
4-methylbenzenemethanol;681.0;3.92e6;0.748048;;;;;122.1644;
4-oh-4-me-2-pentanone~|~4-hydroxy-4-methylpentan-2-one;606.0;3.6e6;0.768352;;;;;116.15828;
4-vinylcyclohexene~|~4-ethenylcyclohexene;599.0;3.43e6;0.32936;;;;;108.18088;
abieticacid;832.0;1.68e6;1.05285;;;;;302.451;
ethylhexyl acetate~|~2-ethylhexyl acetate~|~aceticacid-2-ethylhexylester~|~1-hexanol, 2-ethyl-, acetate;642.4;2.17e6;0.599219;;;;;172.2646;
