Clapeyron Database File
PPCSAFT Unlike Parameters; Rehner et al.(2023)
species1,species2,k
chcl3~|~chloroform~|~trichloromethane,decane~|~n-decane,0.0125124422254205
chcl3~|~chloroform~|~trichloromethane,"diethylamine~|~n,n-diethylamine",-0.073776208545354
chcl3~|~chloroform~|~trichloromethane,"r150a~|~1,1-dichloroethane",-0.0103704649523944
chcl3~|~chloroform~|~trichloromethane,"dichloroethane~|~1,2-dichloroethane",-0.0010507341502198
chcl3~|~chloroform~|~trichloromethane,ch2cl2~|~dichloromethane,-0.0015794167647461
chcl3~|~chloroform~|~trichloromethane,"dmf~|~dimethylformamide~|~n,n-dimethylformamide",-0.0208358398660579
chcl3~|~chloroform~|~trichloromethane,methylal~|~dimethoxymethane,-0.0158640105307959
chcl3~|~chloroform~|~trichloromethane,"dioxane~|~p-dioxane~|~1,4-dioxane",-0.0469520595307849
chcl3~|~chloroform~|~trichloromethane,butylacetate~|~n-butylacetate~|~butyl ethanoate~|~n-butylethanoate,-0.0329990155755972
chcl3~|~chloroform~|~trichloromethane,methylacetate~|~methyl ethanoate,-0.0322329202456456
chcl3~|~chloroform~|~trichloromethane,acetic acid,0.0163211564276041
chcl3~|~chloroform~|~trichloromethane,furfural~|~2-furaldehyde,-0.0284030210110537
chcl3~|~chloroform~|~trichloromethane,hexane~|~n-hexane,0.0107447786768689
chcl3~|~chloroform~|~trichloromethane,heptane~|~n-heptane,0.0121002018826938
chcl3~|~chloroform~|~trichloromethane,2-propanol~|~propan-2-ol~|~isopropanol,0.002581996393741
chcl3~|~chloroform~|~trichloromethane,diisopropyl ether~|~di-isopropyl ether,-0.0472882353690923
chcl3~|~chloroform~|~trichloromethane,ch3i~|~iodomethane~|~methyl iodide,-0.0074067892893936
chcl3~|~chloroform~|~trichloromethane,diisopropylamine~|~di-isopropyl amine,-0.0648606566216605
chcl3~|~chloroform~|~trichloromethane,methanol,-0.0087744829209237
chcl3~|~chloroform~|~trichloromethane,4-methylpentan-2-one~|~4-methyl-2-pentanone~|~methyl isobutyl ketone,-0.0448521969434661
chcl3~|~chloroform~|~trichloromethane,4-methylpyridine,-0.0525832192937402
chcl3~|~chloroform~|~trichloromethane,propanol~|~1-propanol~|~propan-1-ol,-0.0035459560331647
chcl3~|~chloroform~|~trichloromethane,pyridine,-0.045368590355937
chcl3~|~chloroform~|~trichloromethane,cs2~|~carbon disulfide,0.0196606081964662
chcl3~|~chloroform~|~trichloromethane,dmso~|~dimethyl sulfoxide,-0.0836122067069448
chcl3~|~chloroform~|~trichloromethane,ccl4~|~tetrachloromethane~|~carbon tetrachloride,0.0084931458790336
chcl3~|~chloroform~|~trichloromethane,thf~|~tetrahydrofuran,-0.0663646684310962
chcl3~|~chloroform~|~trichloromethane,toluene,-0.0138120520630742
chcl3~|~chloroform~|~trichloromethane,triethylamine,-0.061693486517805
chcl3~|~chloroform~|~trichloromethane,tetrachloroethene~|~tetrachloroethylene,0.0132473665914647
chcl3~|~chloroform~|~trichloromethane,"benzotrifluoride~|~trifluoromethylbenzene~|~(trifluoromethyl)benzene~|~1',1',1'-trifluorotoluene",0.0207300179449326
chcl3~|~chloroform~|~trichloromethane,water,0.0027355015173914
chcl3~|~chloroform~|~trichloromethane,"1,1,2,2-tetrachloroethane",0.0115083889502818
chcl3~|~chloroform~|~trichloromethane,"n,n-dimethylacetamide~|~n,n-dimethylethanamide",-0.0708093521744513
chcl3~|~chloroform~|~trichloromethane,methacrylic acid~|~2-methyl-2-propenoic acid,0.035817450591388
chcl3~|~chloroform~|~trichloromethane,cyclopentanone,-0.0566257050456149
chcl3~|~chloroform~|~trichloromethane,cyclohexanone,-0.0558693639806893
chcl3~|~chloroform~|~trichloromethane,ethoxyethanol~|~2-ethoxyethanol~|~2-ethoxyethan-1-ol,-0.0451386549351483
chcl3~|~chloroform~|~trichloromethane,n-methylpyrrolidone~|~n-methyl-2-pyrrolidone~|~methyl-2-pyrrolidinone~|~n-methyl-2-pyrrolidinone,-0.0942227584049278
chcl3~|~chloroform~|~trichloromethane,3-pentanone~|~pentan-3-one~|~diethylketone,-0.05037178334957
chcl3~|~chloroform~|~trichloromethane,chloroacetic acid~|~chloroethanoic acid,-7.379371420661247e-5
chcl3~|~chloroform~|~trichloromethane,"halothane~|~2-bromo-2-chloro-1,1,1-trifluoroethane~|~1-bromo-1-chloro-2,2,2-trifluoroethane",0.0030850610065968
chcl3~|~chloroform~|~trichloromethane,furan,-0.0023647510586906
chcl3~|~chloroform~|~trichloromethane,ethyl propyl ether,-0.0387632941609256
chcl3~|~chloroform~|~trichloromethane,dipropyl ether~|~di-n-propylether,-0.0280003386795385
chcl3~|~chloroform~|~trichloromethane,1-ethoxybutane~|~butyl ethyl ether~|~ethyl butyl ether~|~n-butyl ethyl ether,-0.0346805486028305
chcl3~|~chloroform~|~trichloromethane,"2,3-dimethylbutane",0.0135928401295542
chcl3~|~chloroform~|~trichloromethane,methyl isocyanate~|~isocyanic acid methyl ester,-0.0397639596318091
chcl3~|~chloroform~|~trichloromethane,"1,3-dioxolane",-0.0320622997534655
chcl3~|~chloroform~|~trichloromethane,propanal~|~1-propanal~|~propionaldehyde,-0.0410388469274225
chcl3~|~chloroform~|~trichloromethane,2-thiabutane~|~(methylthio)-ethane~|~methyl ethyl sulfide~|~ethyl methyl sulfide,-0.0316563673086073
chcl3~|~chloroform~|~trichloromethane,3-thiapentane~|~diethylsulfide,-0.0340132025151041
chcl3~|~chloroform~|~trichloromethane,dimethyl carbonate~|~carbonic acid dimethyl ester,-0.0192583564200272
chcl3~|~chloroform~|~trichloromethane,sulfolane,-0.0337306481422452
chcl3~|~chloroform~|~trichloromethane,"2,2,3,3-tetrafluoro-1-propanol",0.0738031154471178
chcl3~|~chloroform~|~trichloromethane,"dichloroacetic acid~|~2,2-dichloroacetic acid",-0.0459206825887669
chcl3~|~chloroform~|~trichloromethane,2-ethylhexanoic acid~|~2-ethyl-hexanoic acid,-0.0038670294571665
chcl3~|~chloroform~|~trichloromethane,thp~|~tetrahydropyran,-0.0519669003763849
chcl3~|~chloroform~|~trichloromethane,trichloroacetic acid~|~trichlorethanoic acid,-0.0085991600910149
chcl3~|~chloroform~|~trichloromethane,"acetylacetone~|~2,4-pentanedione",-0.0128600480584222
chcl3~|~chloroform~|~trichloromethane,methyl-t-butylether~|~methyl tert-butyl ether~|~2-methoxy-2-methylpropane~|~methyl tert-butyl ether~|~mtbe,-0.0585571314919586
chcl3~|~chloroform~|~trichloromethane,"trichloroacetaldehyde~|~2,2,2-trichloroacetaldehyde",0.0034255811489871
chcl3~|~chloroform~|~trichloromethane,carbon dioxide,0.0732036552668614
chcl3~|~chloroform~|~trichloromethane,ethene~|~ethylene~|~1-ethylene,-0.019623983755151
chcl3~|~chloroform~|~trichloromethane,"2,2,2-trifluoroethanol",0.060284897966159
chcl3~|~chloroform~|~trichloromethane,2-thiapropane~|~dimethylsulfide,-0.0381223200675958
chcl3~|~chloroform~|~trichloromethane,2-pyrrolidon~|~2-pyrrolidone~|~2-pyrrolidinone,-0.0625985355702915
chcl3~|~chloroform~|~trichloromethane,formylmorpholine~|~n-formylmorpholine,-0.0352282566939002
chcl3~|~chloroform~|~trichloromethane,sulfur dioxide,0.0547379392018181
chcl3~|~chloroform~|~trichloromethane,"1,3-dioxolan-2-one~|~ethylene carbonate",-0.0498217828988903
chcl3~|~chloroform~|~trichloromethane,ethyl phenyl ketone,-0.0214678363055259
chcl3~|~chloroform~|~trichloromethane,"butoxide~|~ethyloxirane~|~1,2-epoxybutane",-0.0511741514661061
chcl3~|~chloroform~|~trichloromethane,1-methoxy2-propanol~|~1-methoxy-2-propanol~|~propylene glycol monomethyl ether,-0.0059417571033027
m-cresol~|~in-cresol~|~3-methylphenol~|~3-hydroxytoluene,cyclohexane,0.0390312842159332
m-cresol~|~in-cresol~|~3-methylphenol~|~3-hydroxytoluene,decane~|~n-decane,0.0306472587119244
m-cresol~|~in-cresol~|~3-methylphenol~|~3-hydroxytoluene,"dichloroethane~|~1,2-dichloroethane",-0.0095928468732642
m-cresol~|~in-cresol~|~3-methylphenol~|~3-hydroxytoluene,"dmf~|~dimethylformamide~|~n,n-dimethylformamide",-0.0809954861015663
m-cresol~|~in-cresol~|~3-methylphenol~|~3-hydroxytoluene,dodecane~|~n-dodecane,0.0359213482465143
m-cresol~|~in-cresol~|~3-methylphenol~|~3-hydroxytoluene,benzaldehyde,-0.0283180703939905
m-cresol~|~in-cresol~|~3-methylphenol~|~3-hydroxytoluene,butylacetate~|~n-butylacetate~|~butyl ethanoate~|~n-butylethanoate,-0.0559145536916721
m-cresol~|~in-cresol~|~3-methylphenol~|~3-hydroxytoluene,2-propanol~|~propan-2-ol~|~isopropanol,-0.1496810762492669
m-cresol~|~in-cresol~|~3-methylphenol~|~3-hydroxytoluene,2-methylnaphthalene,0.0291940362208685
m-cresol~|~in-cresol~|~3-methylphenol~|~3-hydroxytoluene,isobutanol~|~2-methyl-1-propanol,-0.0308505304678796
m-cresol~|~in-cresol~|~3-methylphenol~|~3-hydroxytoluene,naphthalene,0.02835050557862
m-cresol~|~in-cresol~|~3-methylphenol~|~3-hydroxytoluene,octane~|~n-octane,0.0148887587700292
m-cresol~|~in-cresol~|~3-methylphenol~|~3-hydroxytoluene,propanol~|~1-propanol~|~propan-1-ol,-0.1415023418625693
m-cresol~|~in-cresol~|~3-methylphenol~|~3-hydroxytoluene,cs2~|~carbon disulfide,0.0177983910273731
m-cresol~|~in-cresol~|~3-methylphenol~|~3-hydroxytoluene,styrene,0.0319099389017397
m-cresol~|~in-cresol~|~3-methylphenol~|~3-hydroxytoluene,tert-butanol~|~2-methyl-2-propanol~|~2-methylpropan-2-ol,-0.1117398611465585
m-cresol~|~in-cresol~|~3-methylphenol~|~3-hydroxytoluene,"tetralin~|~1,2,3,4-tetrahydronaphthalene",0.0307995467503903
m-cresol~|~in-cresol~|~3-methylphenol~|~3-hydroxytoluene,ccl4~|~tetrachloromethane~|~carbon tetrachloride,0.0145371168869864
m-cresol~|~in-cresol~|~3-methylphenol~|~3-hydroxytoluene,toluene,0.0132171915050926
m-cresol~|~in-cresol~|~3-methylphenol~|~3-hydroxytoluene,tetrachloroethene~|~tetrachloroethylene,0.04571100497063
m-cresol~|~in-cresol~|~3-methylphenol~|~3-hydroxytoluene,water,0.073796879670892
m-cresol~|~in-cresol~|~3-methylphenol~|~3-hydroxytoluene,"mxylene~|~m-xylene~|~1,3-dimethylbenzene",0.0160633347321703
m-cresol~|~in-cresol~|~3-methylphenol~|~3-hydroxytoluene,"pxylene~|~p-xylene~|~1,4-dimethylbenzene",0.007896491931907
m-cresol~|~in-cresol~|~3-methylphenol~|~3-hydroxytoluene,"1,1,2,2-tetrachloroethane",0.0221284590023265
m-cresol~|~in-cresol~|~3-methylphenol~|~3-hydroxytoluene,propane~|~n-propane,0.0176720693406854
m-cresol~|~in-cresol~|~3-methylphenol~|~3-hydroxytoluene,"oxylene~|~o-xylene~|~1,2-dimethylbenzene",0.0070766020952684
m-cresol~|~in-cresol~|~3-methylphenol~|~3-hydroxytoluene,cumene~|~isopropylbenzene,0.022339808394408
m-cresol~|~in-cresol~|~3-methylphenol~|~3-hydroxytoluene,2-naphthol~|~2-hydroxynaphthalene,0.0184042551891093
m-cresol~|~in-cresol~|~3-methylphenol~|~3-hydroxytoluene,p-cymene~|~p-isopropyltoluene~|~4-isopropyltoluene~|~1-methyl-4-isopropylbenzene~|~1-(1-methylethyl)-4-methylbenzene,0.0179206973302721
m-cresol~|~in-cresol~|~3-methylphenol~|~3-hydroxytoluene,nonane~|~n-nonane,0.0322841579909781
m-cresol~|~in-cresol~|~3-methylphenol~|~3-hydroxytoluene,chinoline~|~quinoline,-0.0324975106549723
m-cresol~|~in-cresol~|~3-methylphenol~|~3-hydroxytoluene,deg~|~diethylene glycol,-0.1634898742317577
m-cresol~|~in-cresol~|~3-methylphenol~|~3-hydroxytoluene,"1,2,4-trimethylbenzene",0.0205366387584722
m-cresol~|~in-cresol~|~3-methylphenol~|~3-hydroxytoluene,mesityl oxide~|~4-methyl-3-penten-2-one,-0.0871083344167438
m-cresol~|~in-cresol~|~3-methylphenol~|~3-hydroxytoluene,o-toluidine~|~2-methylaniline~|~o-methylaniline~|~2-methyl-benzeneamine,-0.0054596498570839
m-cresol~|~in-cresol~|~3-methylphenol~|~3-hydroxytoluene,undecane~|~n-undecane,0.0377610401779548
m-cresol~|~in-cresol~|~3-methylphenol~|~3-hydroxytoluene,m-toluidine~|~3-methylaniline~|~m-methylaniline,-0.0105125135416358
m-cresol~|~in-cresol~|~3-methylphenol~|~3-hydroxytoluene,guaiacol~|~2-methoxyphenol,-0.0005239107606816
m-cresol~|~in-cresol~|~3-methylphenol~|~3-hydroxytoluene,"diglyme~|~2,5,8-trioxanonane~|~diethylene glycol dimethyl ether",-0.0179792422895424
m-cresol~|~in-cresol~|~3-methylphenol~|~3-hydroxytoluene,"dea~|~diethanolamine~|~2,2'-diethanolamine",-0.0980311710693647
m-cresol~|~in-cresol~|~3-methylphenol~|~3-hydroxytoluene,carbon dioxide,0.0749468843894804
m-cresol~|~in-cresol~|~3-methylphenol~|~3-hydroxytoluene,methane,0.0636835214709826
m-cresol~|~in-cresol~|~3-methylphenol~|~3-hydroxytoluene,ethane,-0.0006556936709872
m-cresol~|~in-cresol~|~3-methylphenol~|~3-hydroxytoluene,p-toluidine~|~4-methylaniline~|~p-methylaniline,-0.0142067051457785
m-cresol~|~in-cresol~|~3-methylphenol~|~3-hydroxytoluene,"dipa~|~diisopropanolamine~|~1,1'-iminobis-2-propanol~|~n-(2-hydroxypropyl)-2-hydroxy-1-propanamine",-0.0292198348669164
cyclohexane,cyclopentane,-1.4215440563414936e-5
cyclohexane,cyclohexene,0.0033203073565683
cyclohexane,methylcyclohexane,0.0016422294059074
cyclohexane,methylcyclopentane,0.0013066809991744
cyclohexane,dibutyl ether~|~di-n-butylether,0.0009670607891343
cyclohexane,"diethylamine~|~n,n-diethylamine",0.0117721552944494
cyclohexane,"diacetyl~|~butadione~|~2,3-butanedione",0.0758507145608155
cyclohexane,"dichloroethane~|~1,2-dichloroethane",0.0380301940347935
cyclohexane,"1,2-dichloropropane",0.024599511400803
cyclohexane,"dmf~|~dimethylformamide~|~n,n-dimethylformamide",0.0297795200547551
cyclohexane,methylal~|~dimethoxymethane,0.0509915937800042
cyclohexane,"2,4-dimethylpentane",-0.0014410967887732
cyclohexane,"dioxane~|~p-dioxane~|~1,4-dioxane",0.0514507633650924
cyclohexane,"2,6-dimethylpyridine",0.0201612647077374
cyclohexane,dodecane~|~n-dodecane,0.0005397386019384
cyclohexane,benzaldehyde,0.02779454824568
cyclohexane,butylacetate~|~n-butylacetate~|~butyl ethanoate~|~n-butylethanoate,0.0273561435337894
cyclohexane,methylacetate~|~methyl ethanoate,0.0692747860834255
cyclohexane,acetic acid,0.0561494203425818
cyclohexane,furfural~|~2-furaldehyde,0.0451387965680454
cyclohexane,hexane~|~n-hexane,0.0019535025738432
cyclohexane,heptane~|~n-heptane,0.0022488660373794
cyclohexane,2-propanol~|~propan-2-ol~|~isopropanol,0.0597024061060534
cyclohexane,diisopropyl ether~|~di-isopropyl ether,0.0057088946355162
cyclohexane,"isooctane~|~2,2,4-trimethylpentane",-0.0008337857602619
cyclohexane,"isoprene~|~2-methyl-1,3-butadiene",0.0185095714396834
cyclohexane,hexene~|~1-hexene~|~hex-1-ene,0.0034220606615782
cyclohexane,methanol,0.0781689242794473
cyclohexane,2-methoxyethanol~|~2-methoxyethan-1-ol,0.0458482352411277
cyclohexane,"morpholine~|~tetrahydro-1,4-oxazine",0.0487932067928583
cyclohexane,4-methylpentan-2-one~|~4-methyl-2-pentanone~|~methyl isobutyl ketone,0.0235827355372008
cyclohexane,isobutanol~|~2-methyl-1-propanol,0.0256115507270829
cyclohexane,naphthalene,0.0155000568634714
cyclohexane,1-nitropropane,0.0289563730367993
cyclohexane,octane~|~n-octane,0.0005461730634538
cyclohexane,octene~|~1-octene~|~oct-1-ene,-0.00135252278274
cyclohexane,pentane~|~n-pentane,0.004852829822034
cyclohexane,1-pentanol~|~pentan-1-ol,0.0189027166831885
cyclohexane,propanol~|~1-propanol~|~propan-1-ol,0.0431496484673323
cyclohexane,propionic acid~|~propanoic acid~|~n-propanoic acid,0.056611675222237
cyclohexane,pyridine,0.0324249613758087
cyclohexane,cs2~|~carbon disulfide,0.0048256800893255
cyclohexane,tert-butanol~|~2-methyl-2-propanol~|~2-methylpropan-2-ol,0.0519730178315774
cyclohexane,tetradecane~|~n-tetradecane,-0.0013783550328591
cyclohexane,"tetralin~|~1,2,3,4-tetrahydronaphthalene",0.0112573533347941
cyclohexane,ccl4~|~tetrachloromethane~|~carbon tetrachloride,0.0038915282689831
cyclohexane,tetrahydrofurfurylalcohol~|~2-tetrahydrofurylmethanol,0.0305100138181012
cyclohexane,thf~|~tetrahydrofuran,0.0208711391759777
cyclohexane,toluene,0.0130974886828702
cyclohexane,tetrachloroethene~|~tetrachloroethylene,0.0068496293779651
cyclohexane,"r140a~|~1,1,1-trichloroethane",0.0049520640594903
cyclohexane,trichloroethene~|~trichloroethylene,0.0103219184462771
cyclohexane,vinyl acetate,0.0581855027047436
cyclohexane,water,0.1630351678090456
cyclohexane,"mxylene~|~m-xylene~|~1,3-dimethylbenzene",0.0143780354791822
cyclohexane,"pxylene~|~p-xylene~|~1,4-dimethylbenzene",0.0134464104686748
cyclohexane,nitroethane,0.0338097324435473
cyclohexane,cyclopentanol,0.0110916755698469
cyclohexane,fluorobenzene,0.0248539308886965
cyclohexane,"1,1,2,2-tetrachloroethane",0.0223522605478605
cyclohexane,ethylpropionate~|~ethyl propanoate~|~propanoic acid ethyl ester,0.0305199621604719
cyclohexane,butylpropionate~|~butyl propanoate~|~n-butylpropionate~|~propanoic acid butyl ester,0.0177912800263606
cyclohexane,"1,2-dimethoxyethane",0.0291716547924289
cyclohexane,tert-butyl chloride~|~2-chloro-2-methylpropane,0.0189693424311752
cyclohexane,azacycloheptane~|~hexamethyleneimine~|~hexahydro-1h-azepine,-0.0343891877755315
cyclohexane,methylformamide~|~n-methylformamide,0.08038559595302
cyclohexane,"n,n-dimethylacetamide~|~n,n-dimethylethanamide",-0.0108720822802695
cyclohexane,acrylonitrile~|~2-propenenitrile,0.0152901613756537
cyclohexane,acetic anhydride~|~ethanoic anhydride,0.0750660492362539
cyclohexane,butyric acid~|~butanoic acid~|~n-butyric acid~|~n-butanoic acid,0.0210484938486205
cyclohexane,propane~|~n-propane,0.0137129041057826
cyclohexane,propylacetate~|~n-propylacetate~|~propyl ethanoate~|~n-propylethanoate,0.0366756030622035
cyclohexane,butylamine~|~1-butylamine~|~n-butylamine~|~1-butanamine,0.0158181102774866
cyclohexane,r22~|~chf2cl~|~chlorodifluoromethane~|~difluorochloromethane,0.0703850956391081
cyclohexane,r1216~|~perfluoropropene~|~hexafluoropropene~|~perfluoropropylene~|~hexafluoropropylene,0.1020800368781226
cyclohexane,cyclohexanone,0.0170967318640323
cyclohexane,caprolactam~|~epsilon-caprolactam~|~1-aza-2-cycloheptanone,0.0153254040866156
cyclohexane,cyclohexanol,0.0076992610248085
cyclohexane,2-nitropropane,0.0259142687435818
cyclohexane,trimethyl borate~|~boric acid trimethyl ester,0.0320463145967199
cyclohexane,methyl methacrylate~|~methacrylic acid methyl ester,0.0322865953707178
cyclohexane,isopentanol~|~3-methylbutan-1-ol~|~3-methyl-1-butanol,-0.0214802252259333
cyclohexane,hexanoic acid~|~n-hexanoic acid~|~n-pentyl formate,0.0175995091550635
cyclohexane,ethoxyethanol~|~2-ethoxyethanol~|~2-ethoxyethan-1-ol,0.0446806672818132
cyclohexane,"3,5-xylenol~|~3,5-dimethylphenol",0.0382381360427712
cyclohexane,"propyleneglycol~|~1,2-propanediol~|~1,2-propylene glycol",-0.0782420039333781
cyclohexane,thiophene,0.0230633761585627
cyclohexane,n-methylpyrrolidone~|~n-methyl-2-pyrrolidone~|~methyl-2-pyrrolidinone~|~n-methyl-2-pyrrolidinone,0.0194633238924243
cyclohexane,3-pentanone~|~pentan-3-one~|~diethylketone,0.0331618986239354
cyclohexane,2-methylfuran,0.0286319750217754
cyclohexane,2-methyltetrahydrofuran,0.017546082055318
cyclohexane,1-hexanol~|~hexan-1-ol,0.0138333179693719
cyclohexane,perfluorobenzene~|~hexafluorobenzene,0.0516834287803978
cyclohexane,acrylic acid~|~propenoic acid,-0.0024181093613591
cyclohexane,cyclohexylamine,0.0046558996840382
cyclohexane,isobutyric acid~|~2-methylpropanoic acid,0.0285601636873008
cyclohexane,butanal~|~1-butanal~|~butyraldehyde,0.0361011547062905
cyclohexane,"cyclopentadiene~|~1,3-cyclopentadiene",0.0174104014363877
cyclohexane,cis-decalin~|~decahydronaphthalene~|~cis-decahydronaphthalene,0.0059824847905597
cyclohexane,"oxylene~|~o-xylene~|~1,2-dimethylbenzene",0.0178884316720428
cyclohexane,methylaniline~|~n-methylaniline,0.0139611442274434
cyclohexane,propyl chloride~|~1-chloropropane,0.0115389918933423
cyclohexane,1-decanol~|~decan-1-ol,0.0098471690885791
cyclohexane,cumene~|~isopropylbenzene,0.0041582230210908
cyclohexane,"butadiene~|~1,3-butadiene",-0.0068544896071343
cyclohexane,"2,3-dimethylbutane",0.0007743676321861
cyclohexane,propylbenzene~|~n-propylbenzene,0.0165353354368554
cyclohexane,acetophenone~|~methyl phenyl ketone,0.0240105666819417
cyclohexane,isopropylacetate~|~1-methylethyl ethanoate~|~acetic acid isopropyl ester,0.0345377706863762
cyclohexane,"1,3-dioxolane",0.0614382680669523
cyclohexane,cycloheptane,-1.975042326026727e-5
cyclohexane,cyclooctane,0.0013635572540515
cyclohexane,"n-butyl methacrylate~|~butyl 2-methyl-2-propenoate~|~methacrylic acid, butyl ester~|~2-methyl-2-propenoicacidbutylester",0.0161096517802733
cyclohexane,nonane~|~n-nonane,0.0055240669148706
cyclohexane,propanal~|~1-propanal~|~propionaldehyde,0.0476591206747092
cyclohexane,3-thiapentane~|~diethylsulfide,0.0135598708873728
cyclohexane,butylbutyrate~|~butyl butanoate~|~n-butyl n-butyrate~|~butanoic acid butyl ester,0.0125776577146057
cyclohexane,3-methyl-2-butanone~|~methyl isopropyl ketone,0.0301495571184281
cyclohexane,"epichlorohydrin~|~alpha-epichlorohydrin~|~(chloromethyl)-oxirane~|~1-chloro-2,3-epoxypropane",0.0645511174786403
cyclohexane,teg~|~triethylene glycol,0.0239805231548059
cyclohexane,chlorocyclohexane,0.0166681729498084
cyclohexane,dimethyl carbonate~|~carbonic acid dimethyl ester,0.0702858298675427
cyclohexane,2-isopropoxyethanol,0.0256216823474942
cyclohexane,4-methyl-2-pentanol,0.0183787042655303
cyclohexane,eicosane~|~n-eicosane,-0.0028137597890149
cyclohexane,p-nitrotoluene~|~1-methyl-4-nitrobenzene~|~1-methyl-4-nitro-benzene,0.0141681754449102
cyclohexane,d4~|~octamethylcyclotetrasiloxane,-0.0091261221323685
cyclohexane,hexadecane~|~n-hexadecane,-0.0042725100937509
cyclohexane,pyrrolidine,-2.356317617182988e-5
cyclohexane,pentachloroethane,-0.004026054029628
cyclohexane,gamma-butyrolactone~|~.gamma.-butyrolactone,0.0215398695894064
cyclohexane,2-methyl-1-butanol,-0.0187179478718251
cyclohexane,2-pentanol~|~pentan-2-ol,0.0128224986046711
cyclohexane,tert-pentanol~|~2-methyl-2-butanol~|~2-methylbutan-2-ol,0.0050566666138794
cyclohexane,3-ethyl-3-pentanol,0.0256671637731333
cyclohexane,1-bromo-2-chloroethane,0.0338341372354211
cyclohexane,"1,3-dichloropropane",0.0307730106396939
cyclohexane,1-bromopropane~|~propyl bromide,0.0105865106533395
cyclohexane,"2,4-dimethylhexane~|~2 4-dimethylhexane",-0.014274776839572
cyclohexane,thp~|~tetrahydropyran,0.0135771244013407
cyclohexane,guaiacol~|~2-methoxyphenol,0.0001395433774812
cyclohexane,n-methylpiperidine,-0.0008847250393994
cyclohexane,"acetylacetone~|~2,4-pentanedione",0.0414770323745214
cyclohexane,methyl-t-butylether~|~methyl tert-butyl ether~|~2-methoxy-2-methylpropane~|~methyl tert-butyl ether~|~mtbe,0.0091567489890818
cyclohexane,4-vinylcyclohexene~|~4-ethenylcyclohexene,0.0119771374746202
cyclohexane,tame~|~methyl-tert-amylether~|~methyl tert-amyl ether~|~methyl tert-pentyl ether~|~2-methoxy-2-methylbutane,0.0104784057524832
cyclohexane,2-chlorobutane~|~sec-butyl chloride,0.0084552298577052
cyclohexane,aziridine~|~ethylenimine~|~ethyleneimine~|~azacyclopropane,0.0330590826157494
cyclohexane,methylcyclohexanamine~|~n-methylcyclohexanamine~|~n-methylcyclohexylamine,-0.0154920923446562
cyclohexane,"squalane~|~2,6,10,15,19,23-hexamethyltetracosane",-0.0084047364912975
cyclohexane,ethylal~|~diethoxymethane,0.0176354049784644
cyclohexane,carbon dioxide,0.1554643701791634
cyclohexane,methane,0.0337757777359546
cyclohexane,ethane,0.01983313116728
cyclohexane,carbon monoxide,0.1015189195365632
cyclohexane,"2,2-dimethylpentane",-0.0031832957409719
cyclohexane,4-methylheptane,1.0798577233123768e-5
cyclohexane,"3,5-dimethylpyridine",0.0301171861619021
cyclohexane,"2,2,4,4,6,8,8-heptamethylnonane",-0.0044981949450537
cyclohexane,r30b1~|~ch2clbr~|~bromochloromethane,0.0275147966168234
cyclohexane,2-pyrrolidon~|~2-pyrrolidone~|~2-pyrrolidinone,0.0147890109272374
cyclohexane,triethoxymethane~|~triethylorthoformate~|~ethyl orthomethanoate,0.0189378136530232
cyclohexane,"2,3-dithiabutane~|~dimethyldisulfide",0.0145522095219793
cyclohexane,"pivalic acid~|~2,2-dimethylpropanoic acid~|~2,2-dimethyl-propanoic acid",0.0346267480731115
cyclohexane,o-chloronitrobenzene~|~2-chloronitrobenzene~|~1-chloro-2-nitrobenzene,7.040258658980743e-5
cyclohexane,pyrrole,0.0413135264047751
cyclohexane,etbe~|~tert-butyl ethyl ether~|~ethyl tert-butyl ether~|~2-ethoxy-2-methylpropane~|~2-ethoxy-2-methyl-propane,0.0039427867407735
cyclohexane,2-methylthiophene,0.015775399747878
cyclohexane,methylthiophene~|~3-methyl thiophene,0.0170710629585492
cyclohexane,diethyl carbonate~|~carbonic acid diethyl ester,0.0422929863401769
cyclohexane,isoamyl butyrate~|~isopentylbutanoate~|~isopentyl butyrate~|~3-methylbutyl butanoate,0.0106118434075703
cyclohexane,2-propoxyethanol~|~ethylene glycol monopropyl ether,0.0154754228452432
cyclohexane,"1,2-epoxycyclohexane~|~7-oxabicyclo[4.1.0]heptane",0.0126737039056068
cyclohexane,"tetramethylethylenediamine~|~n,n,n',n'-tetramethyl ethylenediamine~|~n,n,n',n'-tetramethyl-1,2-diaminoethane~|~n,n,n',n'-tetramethyl-1,2-ethanediamine",0.0101080385719727
cyclohexane,"1,4-dimethyl piperazine",0.0107302411838322
cyclohexane,cyclohexyl formate~|~cyclohexyl methanoate~|~formicacidcyclohexylester,0.0175055574358358
cyclohexane,"n,n-diethylpropane-1,3-diamine~|~n,n-diethyl-1,3-diaminopropane",0.0057488285983339
cyclopentane,cyclohexene,0.0066405385663316
cyclopentane,"dichloroethane~|~1,2-dichloroethane",0.0326356125259393
cyclopentane,"trans-1,2-dichloroethene~|~trans-1,2-dichloroethylene",0.0163420013516827
cyclopentane,"dmf~|~dimethylformamide~|~n,n-dimethylformamide",0.0249592775145353
cyclopentane,"dioxane~|~p-dioxane~|~1,4-dioxane",0.0453470523905226
cyclopentane,"isoprene~|~2-methyl-1,3-butadiene",0.0055807466602863
cyclopentane,pentane~|~n-pentane,0.0012597586021197
