Clapeyron Database File
PCPSAFT Assoc Parameters; Rehner et al. (2023) [csvtype = assoc]
species1,site1,species2,site2,epsilon_assoc,bondvol
methanol,H,methyl phenyl carbonate,e,839.5695184,0.08716
methanol,H,trimethylene glycol dimethyl ether,e,1308.629711,0.08716
2-methoxyethanol~|~2-methoxyethan-1-ol,H,4-methylpentan-2-one~|~4-methyl-2-pentanone~|~methyl isobutyl ketone,e,1071.112289,0.22091
2-methoxyethanol~|~2-methoxyethan-1-ol,H,"1,2-dimethoxyethane",e,877.747371,0.22091
2-methoxyethanol~|~2-methoxyethan-1-ol,H,cyclohexanone,e,961.2853073,0.22091
2-methoxyethanol~|~2-methoxyethan-1-ol,H,sec-butylacetate~|~1-methylpropyl ethanoate,e,963.1002105,0.22091
4-methylpentan-2-one~|~4-methyl-2-pentanone~|~methyl isobutyl ketone,H,isobutanol~|~2-methyl-1-propanol,e,2081.580838,0.00677
4-methylpentan-2-one~|~4-methyl-2-pentanone~|~methyl isobutyl ketone,H,propanol~|~1-propanol~|~propan-1-ol,e,1345.204786,0.03853
4-methylpentan-2-one~|~4-methyl-2-pentanone~|~methyl isobutyl ketone,H,tert-butanol~|~2-methyl-2-propanol~|~2-methylpropan-2-ol,e,1479.751677,0.00548
4-methylpentan-2-one~|~4-methyl-2-pentanone~|~methyl isobutyl ketone,H,4-methyl-2-pentanol,e,1972.119574,0.00837
3-picoline~|~3-methylpyridine,H,propanol~|~1-propanol~|~propan-1-ol,e,1712.468293,0.03853
4-methylpyridine,H,propanol~|~1-propanol~|~propan-1-ol,e,1761.175526,0.03853
isobutanol~|~2-methyl-1-propanol,H,2-pentanone~|~pentan-2-one~|~methyln-propylketone,e,2129.778341,0.00677
isobutanol~|~2-methyl-1-propanol,H,thf~|~tetrahydrofuran,e,2320.111121,0.00677
isobutanol~|~2-methyl-1-propanol,H,ethylpropionate~|~ethyl propanoate~|~propanoic acid ethyl ester,e,1687.287446,0.00677
isobutanol~|~2-methyl-1-propanol,H,propylacetate~|~n-propylacetate~|~propyl ethanoate~|~n-propylethanoate,e,1753.203108,0.00677
isobutanol~|~2-methyl-1-propanol,H,butylformate~|~n-butyl formate~|~butyl methanoate~|~n-butylmethanoate~|~formic acid butyl ester,e,1672.042755,0.00677
isobutanol~|~2-methyl-1-propanol,H,dipropyl ether~|~di-n-propylether,e,1576.346538,0.00677
isobutanol~|~2-methyl-1-propanol,H,ethylbutyrate~|~ethyl butanoate~|~ethyl n-butyrate,e,1797.888813,0.00677
isobutanol~|~2-methyl-1-propanol,H,isobutyl acetate~|~2-methylpropyl ethanoate~|~aceticacid-2-methylpropylester,e,1803.229844,0.00677
isobutanol~|~2-methyl-1-propanol,H,"1,3-dioxolane",e,1213.982877,0.00677
isobutanol~|~2-methyl-1-propanol,H,propanal~|~1-propanal~|~propionaldehyde,e,2006.534773,0.00677
isobutanol~|~2-methyl-1-propanol,H,methylpropionate~|~methyl propanoate,e,1565.367663,0.00677
isobutanol~|~2-methyl-1-propanol,H,propylformate~|~n-propylformate~|~propyl methanoate~|~n-propylmethanoate~|~formic acid propyl ester,e,1279.983258,0.00677
isobutanol~|~2-methyl-1-propanol,H,butylbutyrate~|~butyl butanoate~|~n-butyl n-butyrate~|~butanoic acid butyl ester,e,1743.236669,0.00677
isobutanol~|~2-methyl-1-propanol,H,dimethyl ether,e,1920.260394,0.00677
isobutanol~|~2-methyl-1-propanol,H,propylbutyrate~|~n-propylbutyrate~|~propyl butanoate~|~n-propylbutanoate~|~n-propyl n-butyrate~|~butanoic acid propyl ester,e,1761.50894,0.00677
isobutanol~|~2-methyl-1-propanol,H,"diisopropyl ketone~|~di-isopropyl ketone~|~2,4-dimethyl-3-pentanone",e,2000.607551,0.00677
isobutanol~|~2-methyl-1-propanol,H,methylbutyrate~|~methyl butanoate~|~methyl n-butyrate,e,1629.428247,0.00677
isobutanol~|~2-methyl-1-propanol,H,thp~|~tetrahydropyran,e,2027.439525,0.00677
isobutanol~|~2-methyl-1-propanol,H,methyl-t-butylether~|~methyl tert-butyl ether~|~2-methoxy-2-methylpropane~|~methyl tert-butyl ether~|~mtbe,e,1889.17071,0.00677
isobutanol~|~2-methyl-1-propanol,H,isobutylformate~|~2-methylpropyl methanoate,e,1692.471803,0.00677
isobutanol~|~2-methyl-1-propanol,H,sec-butylacetate~|~1-methylpropyl ethanoate,e,1895.816917,0.00677
isobutanol~|~2-methyl-1-propanol,H,isobutylisobutyrate~|~2-methylpropyl 2-methylpropanoate,e,1622.825727,0.00677
isobutanol~|~2-methyl-1-propanol,H,amyl propionate~|~amyl propioanate,e,1647.235782,0.00677
nitromethane,H,1-hexanol~|~hexan-1-ol,e,1689.445441,0.00722
1-nonanol~|~nonan-1-ol,H,butyronitrile~|~butanenitrile~|~n-butyronitrile,e,2416.673266,0.00254
1-pentanol~|~pentan-1-ol,H,"methyloxirane~|~1,2-epoxypropane~|~1,2-propylene oxide",e,1618.952385,0.01039
1-pentanol~|~pentan-1-ol,H,isoamylacetate~|~isopentyl acetate~|~3-methylbutyl ethanoate,e,1295.651884,0.01039
1-pentanol~|~pentan-1-ol,H,propylacetate~|~n-propylacetate~|~propyl ethanoate~|~n-propylethanoate,e,1902.51157,0.01039
1-pentanol~|~pentan-1-ol,H,cyclopentanone,e,2206.270483,0.01039
1-pentanol~|~pentan-1-ol,H,acetophenone~|~methyl phenyl ketone,e,1599.054907,0.01039
1-pentanol~|~pentan-1-ol,H,amyl acetate~|~pentylacetate~|~n-pentylacetate~|~pentyl ethanoate,e,1760.123314,0.01039
1-pentanol~|~pentan-1-ol,H,butylbutyrate~|~butyl butanoate~|~n-butyl n-butyrate~|~butanoic acid butyl ester,e,1888.098003,0.01039
1-pentanol~|~pentan-1-ol,H,dimethyl carbonate~|~carbonic acid dimethyl ester,e,941.3838792,0.01039
1-pentanol~|~pentan-1-ol,H,2-hexanone,e,2116.033566,0.01039
1-pentanol~|~pentan-1-ol,H,methyl-t-butylether~|~methyl tert-butyl ether~|~2-methoxy-2-methylpropane~|~methyl tert-butyl ether~|~mtbe,e,1727.969075,0.01039
1-pentanol~|~pentan-1-ol,H,diethyl carbonate~|~carbonic acid diethyl ester,e,1369.037683,0.01039
1-pentanol~|~pentan-1-ol,H,ethyl octanoate~|~octanoic acid ethyl ester,e,1724.458228,0.01039
1-pentanol~|~pentan-1-ol,H,ethyl hexanoate~|~hexanoic acid ethyl ester,e,1650.4905,0.01039
2-pentanone~|~pentan-2-one~|~methyln-propylketone,H,propanol~|~1-propanol~|~propan-1-ol,e,1330.634333,0.03853
2-pentanone~|~pentan-2-one~|~methyln-propylketone,H,3-pentanol,e,2019.713037,0.02702
propanol~|~1-propanol~|~propan-1-ol,H,"methyloxirane~|~1,2-epoxypropane~|~1,2-propylene oxide",e,1294.184836,0.03853
propanol~|~1-propanol~|~propan-1-ol,H,pyridine,e,1754.575876,0.03853
propanol~|~1-propanol~|~propan-1-ol,H,thf~|~tetrahydrofuran,e,1328.551797,0.03853
propanol~|~1-propanol~|~propan-1-ol,H,triethylamine,e,1620.063529,0.03853
propanol~|~1-propanol~|~propan-1-ol,H,nitroethane,e,1324.354908,0.03853
propanol~|~1-propanol~|~propan-1-ol,H,ethylpropionate~|~ethyl propanoate~|~propanoic acid ethyl ester,e,999.2993829,0.03853
propanol~|~1-propanol~|~propan-1-ol,H,butylpropionate~|~butyl propanoate~|~n-butylpropionate~|~propanoic acid butyl ester,e,1054.432476,0.03853
propanol~|~1-propanol~|~propan-1-ol,H,"1,2-dimethoxyethane",e,1387.005377,0.03853
propanol~|~1-propanol~|~propan-1-ol,H,propylacetate~|~n-propylacetate~|~propyl ethanoate~|~n-propylethanoate,e,1100.679922,0.03853
propanol~|~1-propanol~|~propan-1-ol,H,cyclohexanone,e,1458.029167,0.03853
propanol~|~1-propanol~|~propan-1-ol,H,methyl methacrylate~|~methacrylic acid methyl ester,e,755.6238789,0.03853
propanol~|~1-propanol~|~propan-1-ol,H,3-pentanone~|~pentan-3-one~|~diethylketone,e,1313.966311,0.03853
propanol~|~1-propanol~|~propan-1-ol,H,butylformate~|~n-butyl formate~|~butyl methanoate~|~n-butylmethanoate~|~formic acid butyl ester,e,742.1120693,0.03853
propanol~|~1-propanol~|~propan-1-ol,H,ethylbutyrate~|~ethyl butanoate~|~ethyl n-butyrate,e,898.6340818,0.03853
propanol~|~1-propanol~|~propan-1-ol,H,acetophenone~|~methyl phenyl ketone,e,1351.553637,0.03853
propanol~|~1-propanol~|~propan-1-ol,H,isopropylacetate~|~1-methylethyl ethanoate~|~acetic acid isopropyl ester,e,1168.96851,0.03853
propanol~|~1-propanol~|~propan-1-ol,H,propanal~|~1-propanal~|~propionaldehyde,e,1872.366402,0.03853
propanol~|~1-propanol~|~propan-1-ol,H,methylpropionate~|~methyl propanoate,e,995.6812696,0.03853
propanol~|~1-propanol~|~propan-1-ol,H,propylformate~|~n-propylformate~|~propyl methanoate~|~n-propylmethanoate~|~formic acid propyl ester,e,697.3943756,0.03853
propanol~|~1-propanol~|~propan-1-ol,H,butylbutyrate~|~butyl butanoate~|~n-butyl n-butyrate~|~butanoic acid butyl ester,e,289.2728746,0.03853
propanol~|~1-propanol~|~propan-1-ol,H,propylpropionate~|~propyl propanoate~|~n-propyl propanoate~|~n-propyl propionate~|~propanoic acid propyl ester,e,898.2403859,0.03853
propanol~|~1-propanol~|~propan-1-ol,H,dimethyl ether,e,1471.503683,0.03853
propanol~|~1-propanol~|~propan-1-ol,H,propylbutyrate~|~n-propylbutyrate~|~propyl butanoate~|~n-propylbutanoate~|~n-propyl n-butyrate~|~butanoic acid propyl ester,e,890.4866785,0.03853
propanol~|~1-propanol~|~propan-1-ol,H,"diisopropyl ketone~|~di-isopropyl ketone~|~2,4-dimethyl-3-pentanone",e,1156.826117,0.03853
propanol~|~1-propanol~|~propan-1-ol,H,methylbutyrate~|~methyl butanoate~|~methyl n-butyrate,e,879.9857494,0.03853
propanol~|~1-propanol~|~propan-1-ol,H,thp~|~tetrahydropyran,e,1156.227069,0.03853
propanol~|~1-propanol~|~propan-1-ol,H,methyl-t-butylether~|~methyl tert-butyl ether~|~2-methoxy-2-methylpropane~|~methyl tert-butyl ether~|~mtbe,e,1364.067656,0.03853
propanol~|~1-propanol~|~propan-1-ol,H,"diglyme~|~2,5,8-trioxanonane~|~diethylene glycol dimethyl ether",e,1235.760292,0.03853
propanol~|~1-propanol~|~propan-1-ol,H,tame~|~methyl-tert-amylether~|~methyl tert-amyl ether~|~methyl tert-pentyl ether~|~2-methoxy-2-methylbutane,e,983.9207658,0.03853
propanol~|~1-propanol~|~propan-1-ol,H,sec-butylacetate~|~1-methylpropyl ethanoate,e,1241.328424,0.03853
propanol~|~1-propanol~|~propan-1-ol,H,etbe~|~tert-butyl ethyl ether~|~ethyl tert-butyl ether~|~2-ethoxy-2-methylpropane~|~2-ethoxy-2-methyl-propane,e,1174.336291,0.03853
propanol~|~1-propanol~|~propan-1-ol,H,dimethylene glycol dimethyl ether,e,750.1845306,0.03853
propanol~|~1-propanol~|~propan-1-ol,H,diethyl carbonate~|~carbonic acid diethyl ester,e,701.4295064,0.03853
propanol~|~1-propanol~|~propan-1-ol,H,"butoxide~|~ethyloxirane~|~1,2-epoxybutane",e,1109.573488,0.03853
propanol~|~1-propanol~|~propan-1-ol,H,methyl isobutyrate~|~methyl 2-methylpropanoate~|~2-methylpropanoicacidmethylester,e,1033.768439,0.03853
propanol~|~1-propanol~|~propan-1-ol,H,ethyl isobutyrate~|~ethyl 2-methylpropanoate~|~2-methylpropanoicacidethylester,e,1036.445115,0.03853
propanol~|~1-propanol~|~propan-1-ol,H,propyl isobutyrate~|~n-propyl isobutyrate~|~n-propyl n-isobutyrate~|~2-methyl-propanoicacidpropylester,e,1112.605976,0.03853
"methyloxirane~|~1,2-epoxypropane~|~1,2-propylene oxide",H,tert-butanol~|~2-methyl-2-propanol~|~2-methylpropan-2-ol,e,1817.821021,0.00548
"methyloxirane~|~1,2-epoxypropane~|~1,2-propylene oxide",H,water,e,941.0705407,0.35319
"methyloxirane~|~1,2-epoxypropane~|~1,2-propylene oxide",H,"propyleneglycol~|~1,2-propanediol~|~1,2-propylene glycol",e,1073.058753,0.103
"methyloxirane~|~1,2-epoxypropane~|~1,2-propylene oxide",H,1-phenylethanol~|~sec-phenethylalcohol~|~alpha.-phenylethanol~|~alpha-methylbenzyl alcohol,e,2290.882325,0.0001
pyridine,H,water,e,760.714208,0.35319
pyridine,H,butyric acid~|~butanoic acid~|~n-butyric acid~|~n-butanoic acid,e,1988.203589,0.30395
pyridine,H,methylacetamide~|~n-methylacetamide,e,1933.249163,0.01943
dmso~|~dimethyl sulfoxide,H,water,e,2314.218566,0.35319
dmso~|~dimethyl sulfoxide,H,methylformamide~|~n-methylformamide,e,2415.309074,0.9
tert-butanol~|~2-methyl-2-propanol~|~2-methylpropan-2-ol,H,thf~|~tetrahydrofuran,e,1865.92851,0.00548
tert-butanol~|~2-methyl-2-propanol~|~2-methylpropan-2-ol,H,ethylpropionate~|~ethyl propanoate~|~propanoic acid ethyl ester,e,1179.184442,0.00548
tert-butanol~|~2-methyl-2-propanol~|~2-methylpropan-2-ol,H,propylacetate~|~n-propylacetate~|~propyl ethanoate~|~n-propylethanoate,e,1114.737318,0.00548
tert-butanol~|~2-methyl-2-propanol~|~2-methylpropan-2-ol,H,3-pentanone~|~pentan-3-one~|~diethylketone,e,1531.71994,0.00548
tert-butanol~|~2-methyl-2-propanol~|~2-methylpropan-2-ol,H,methylformate~|~methyl methanoate,e,1301.059698,0.00548
tert-butanol~|~2-methyl-2-propanol~|~2-methylpropan-2-ol,H,"1,3-dioxolane",e,1026.204338,0.00548
tert-butanol~|~2-methyl-2-propanol~|~2-methylpropan-2-ol,H,methylbutyrate~|~methyl butanoate~|~methyl n-butyrate,e,614.7600698,0.00548
tert-butanol~|~2-methyl-2-propanol~|~2-methylpropan-2-ol,H,thp~|~tetrahydropyran,e,1350.121228,0.00548
tert-butanol~|~2-methyl-2-propanol~|~2-methylpropan-2-ol,H,sec-butylacetate~|~1-methylpropyl ethanoate,e,1428.156445,0.00548
thf~|~tetrahydrofuran,H,"propyleneglycol~|~1,2-propanediol~|~1,2-propylene glycol",e,1447.172173,0.103
thf~|~tetrahydrofuran,H,pyrrolidine,e,864.0614034,0.07367
thf~|~tetrahydrofuran,H,"1,4-butadiol~|~1,4-butanediol",e,2150.608584,0.00963
triethylamine,H,water,e,1523.757668,0.35319
vinyl acetate,H,methacrylic acid~|~2-methyl-2-propenoic acid,e,2127.691744,0.00047
water,H,"1,2-dimethoxyethane",e,1020.464425,0.35319
water,H,"n,n-dimethylacetamide~|~n,n-dimethylethanamide",e,1915.880191,0.35319
water,H,acrolein~|~2-propenal,e,1294.336779,0.35319
water,H,n-methylpyrrolidone~|~n-methyl-2-pyrrolidone~|~methyl-2-pyrrolidinone~|~n-methyl-2-pyrrolidinone,e,1742.691663,0.35319
water,H,methylformate~|~methyl methanoate,e,419.1025118,0.35319
water,H,crotonaldehyde,e,1158.92152,0.35319
water,H,butanal~|~1-butanal~|~butyraldehyde,e,816.1584134,0.35319
water,H,propionitrile~|~propanenitrile,e,1321.826104,0.35319
water,H,propanal~|~1-propanal~|~propionaldehyde,e,258.1915392,0.35319
water,H,butylbutyrate~|~butyl butanoate~|~n-butyl n-butyrate~|~butanoic acid butyl ester,e,242.8085098,0.35319
water,H,trimethylamine,e,1875.961996,0.35319
water,H,sulfolane,e,715.3991095,0.35319
water,H,"ethylene diacetate~|~1,2-ethanedioldiacetate~|~ethylene glycol diacetate",e,857.3249972,0.35319
water,H,dimethyl ether,e,1374.664757,0.35319
water,H,gamma-butyrolactone~|~.gamma.-butyrolactone,e,783.98042,0.35319
water,H,"2,5,8,11-tetraoxadodecane~|~triethylene glycol dimethyl ether",e,614.6271139,0.35319
water,H,"propylenecarbonate~|~4-methyl-1,3-dioxolan-2-one",e,328.223638,0.35319
water,H,pentanal~|~1-pentanal~|~valeraldehyde,e,1198.66858,0.35319
water,H,methyl-t-butylether~|~methyl tert-butyl ether~|~2-methoxy-2-methylpropane~|~methyl tert-butyl ether~|~mtbe,e,721.9733128,0.35319
water,H,"diglyme~|~2,5,8-trioxanonane~|~diethylene glycol dimethyl ether",e,988.3875453,0.35319
water,H,cis-crotonitrile,e,468.9971433,0.35319
water,H,formylmorpholine~|~n-formylmorpholine,e,1253.39974,0.35319
water,H,sec-butylacetate~|~1-methylpropyl ethanoate,e,334.8306127,0.35319
water,H,gamma-valerolactone~|~tetrahydro-5-methyl-2-furanone~|~dihydro-5-methyl-2(3h)-furanone,e,496.1868793,0.35319
water,H,dipropylsulfoxide,e,2564.663953,0.35319
water,H,diethyl sulfoxide,e,2567.248271,0.35319
water,H,n-methylmorpholine,e,1043.141363,0.35319
water,H,1-methoxyisopropylacetate~|~1-methoxy-2-acetoxypropane~|~1-methoxy-2-propyl acetate~|~propylene glycol monomethyl ether acetate,e,754.5552859,0.35319
water,H,ethyl levulinate~|~4-oxo-pentanoic acid ethyl ester,e,814.5095453,0.35319
water,H,"1,8-diaza-7-bicyclo[5.4.0]undecene~|~1,5-diazabicyclo[5.4.0]undec-5-ene",e,1792.790668,0.35319
water,H,"1,5-diazabicyclo[4.3.0]non-5-ene",e,2129.550024,0.35319
methylamine~|~methanamine,H,n-methylpyrrolidone~|~n-methyl-2-pyrrolidone~|~methyl-2-pyrrolidinone~|~n-methyl-2-pyrrolidinone,e,597.9158665,0.10474
dimethylamine,H,trimethylamine,e,737.6361182,0.02657
"n,n-diethylaniline~|~n,n-diethyl-benzeneamine",H,butyric acid~|~butanoic acid~|~n-butyric acid~|~n-butanoic acid,e,1618.881387,0.30395
cyclopentanol,H,cyclopentyl formate,e,2019.239964,0.00178
ethylpropionate~|~ethyl propanoate~|~propanoic acid ethyl ester,H,ethoxyethanol~|~2-ethoxyethanol~|~2-ethoxyethan-1-ol,e,363.4945803,0.53446
isoamylacetate~|~isopentyl acetate~|~3-methylbutyl ethanoate,H,isopentanol~|~3-methylbutan-1-ol~|~3-methyl-1-butanol,e,2073.454746,0.00381
isoamylacetate~|~isopentyl acetate~|~3-methylbutyl ethanoate,H,1-hexanol~|~hexan-1-ol,e,1996.420633,0.00722
azacycloheptane~|~hexamethyleneimine~|~hexahydro-1h-azepine,H,"adiponitrile~|~hexanedinitrile~|~1,4-dicyanobutane",e,1057.230391,0.9
methylformamide~|~n-methylformamide,H,"n,n-dimethylacetamide~|~n,n-dimethylethanamide",e,2191.066166,0.9
methylformamide~|~n-methylformamide,H,acetic anhydride~|~ethanoic anhydride,e,1068.686476,0.9
methylformamide~|~n-methylformamide,H,dimethyl carbonate~|~carbonic acid dimethyl ester,e,242.4740248,0.9
acetic anhydride~|~ethanoic anhydride,H,butyric acid~|~butanoic acid~|~n-butyric acid~|~n-butanoic acid,e,114.3620048,0.30395
butyric acid~|~butanoic acid~|~n-butyric acid~|~n-butanoic acid,H,n-methylpyrrolidone~|~n-methyl-2-pyrrolidone~|~methyl-2-pyrrolidinone~|~n-methyl-2-pyrrolidinone,e,16928.05323,0.30395
butyric acid~|~butanoic acid~|~n-butyric acid~|~n-butanoic acid,H,3-pentanone~|~pentan-3-one~|~diethylketone,e,1596.335413,0.30395
butyric acid~|~butanoic acid~|~n-butyric acid~|~n-butanoic acid,H,3-hexanone,e,1391.492423,0.30395
butyric acid~|~butanoic acid~|~n-butyric acid~|~n-butanoic acid,H,4-heptanone,e,1356.700287,0.30395
butyric acid~|~butanoic acid~|~n-butyric acid~|~n-butanoic acid,H,amyl acetate~|~pentylacetate~|~n-pentylacetate~|~pentyl ethanoate,e,1226.361056,0.30395
butyric acid~|~butanoic acid~|~n-butyric acid~|~n-butanoic acid,H,butylbutyrate~|~butyl butanoate~|~n-butyl n-butyrate~|~butanoic acid butyl ester,e,1047.385243,0.30395
butyric acid~|~butanoic acid~|~n-butyric acid~|~n-butanoic acid,H,mm~|~hexamethyldisiloxane,e,1356.623357,0.30395
butyric acid~|~butanoic acid~|~n-butyric acid~|~n-butanoic acid,H,propylbutyrate~|~n-propylbutyrate~|~propyl butanoate~|~n-propylbutanoate~|~n-propyl n-butyrate~|~butanoic acid propyl ester,e,1189.458373,0.30395
butyric acid~|~butanoic acid~|~n-butyric acid~|~n-butanoic acid,H,butyric anhydride,e,879.5164977,0.30395
propylacetate~|~n-propylacetate~|~propyl ethanoate~|~n-propylethanoate,H,isopentanol~|~3-methylbutan-1-ol~|~3-methyl-1-butanol,e,2157.409541,0.00381
propylacetate~|~n-propylacetate~|~propyl ethanoate~|~n-propylethanoate,H,ethoxyethanol~|~2-ethoxyethanol~|~2-ethoxyethan-1-ol,e,413.3389205,0.53446
propylacetate~|~n-propylacetate~|~propyl ethanoate~|~n-propylethanoate,H,1-hexanol~|~hexan-1-ol,e,1923.619079,0.00722
propylacetate~|~n-propylacetate~|~propyl ethanoate~|~n-propylethanoate,H,1-heptanol~|~heptan-1-ol,e,2233.023683,0.00298
propylacetate~|~n-propylacetate~|~propyl ethanoate~|~n-propylethanoate,H,2-methyl-1-butanol,e,2140.356056,0.00539
propylacetate~|~n-propylacetate~|~propyl ethanoate~|~n-propylethanoate,H,2-pentanol~|~pentan-2-ol,e,2269.875054,0.00314
propylacetate~|~n-propylacetate~|~propyl ethanoate~|~n-propylethanoate,H,2-ethylhexanoic acid~|~2-ethyl-hexanoic acid,e,2158.874783,0.00982
palmitic acid~|~hexadecanoic acid,H,ethyl hexadecanoate~|~hexadecanoicacid-ethylester~|~hexadecanoic acid ethyl ester,e,2907.965269,0.00241
cyclohexanone,H,ethoxyethanol~|~2-ethoxyethanol~|~2-ethoxyethan-1-ol,e,184.9577413,0.53446
cyclohexanone,H,teg~|~triethylene glycol,e,2155.049514,0.00889
cyclohexanol,H,cyclohexyl formate~|~cyclohexyl methanoate~|~formicacidcyclohexylester,e,1978.400041,0.00171
isopentanol~|~3-methylbutan-1-ol~|~3-methyl-1-butanol,H,isoamyl propionate~|~3-methylbutyl propanoate,e,1697.601463,0.00381
isopentanol~|~3-methylbutan-1-ol~|~3-methyl-1-butanol,H,isoamyl butyrate~|~isopentylbutanoate~|~isopentyl butyrate~|~3-methylbutyl butanoate,e,2150.953258,0.00381
ethoxyethanol~|~2-ethoxyethanol~|~2-ethoxyethan-1-ol,H,butylformate~|~n-butyl formate~|~butyl methanoate~|~n-butylmethanoate~|~formic acid butyl ester,e,449.3675636,0.53446
ethoxyethanol~|~2-ethoxyethanol~|~2-ethoxyethan-1-ol,H,methylformate~|~methyl methanoate,e,367.7655461,0.53446
ethoxyethanol~|~2-ethoxyethanol~|~2-ethoxyethan-1-ol,H,2-butoxyethyl acetate~|~2-butoxyethanolacetate~|~ethylene glycol monobutyl ether acetate,e,631.3615779,0.53446
ethoxyethanol~|~2-ethoxyethanol~|~2-ethoxyethan-1-ol,H,dimethyl carbonate~|~carbonic acid dimethyl ester,e,252.4414352,0.53446
ethoxyethanol~|~2-ethoxyethanol~|~2-ethoxyethan-1-ol,H,pentanal~|~1-pentanal~|~valeraldehyde,e,946.7612546,0.53446
ethoxyethanol~|~2-ethoxyethanol~|~2-ethoxyethan-1-ol,H,2-ethoxyethyl acetate~|~2-ethoxyethanolacetate~|~2-ethoxyethyl ethanoate~|~ethylene glycol monoethyl ether acetate,e,503.7801768,0.53446
furfuryl alcohol~|~2-hydroxymethylfuran,H,2-methylfuran,e,1450.67292,0.19141
"propyleneglycol~|~1,2-propanediol~|~1,2-propylene glycol",H,acetophenone~|~methyl phenyl ketone,e,735.0590888,0.103
"propyleneglycol~|~1,2-propanediol~|~1,2-propylene glycol",H,dimethyl carbonate~|~carbonic acid dimethyl ester,e,589.8473075,0.103
"propyleneglycol~|~1,2-propanediol~|~1,2-propylene glycol",H,diethyl carbonate~|~carbonic acid diethyl ester,e,774.9959266,0.103
n-methylpyrrolidone~|~n-methyl-2-pyrrolidone~|~methyl-2-pyrrolidinone~|~n-methyl-2-pyrrolidinone,H,deg~|~diethylene glycol,e,3056.323705,0.06873
3-pentanone~|~pentan-3-one~|~diethylketone,H,3-pentanol,e,2054.148928,0.02702
butylformate~|~n-butyl formate~|~butyl methanoate~|~n-butylmethanoate~|~formic acid butyl ester,H,2-ethyl-1-hexanol,e,1974.146554,0.00207
1-hexanol~|~hexan-1-ol,H,dipropyl ether~|~di-n-propylether,e,1739.40833,0.00722
1-hexanol~|~hexan-1-ol,H,isobutyl acetate~|~2-methylpropyl ethanoate~|~aceticacid-2-methylpropylester,e,1959.306058,0.00722
1-hexanol~|~hexan-1-ol,H,dimethyl ether,e,870.2073952,0.00722
1-hexanol~|~hexan-1-ol,H,methyl-t-butylether~|~methyl tert-butyl ether~|~2-methoxy-2-methylpropane~|~methyl tert-butyl ether~|~mtbe,e,2085.927281,0.00722
1-hexanol~|~hexan-1-ol,H,hexylacetate~|~n-hexylacetate~|~hexyl ethanoate,e,1976.263566,0.00722
1-hexanol~|~hexan-1-ol,H,2-octanone,e,1947.562284,0.00722
1-hexanol~|~hexan-1-ol,H,diethyl carbonate~|~carbonic acid diethyl ester,e,1447.379258,0.00722
acrylic acid~|~propenoic acid,H,isopropylacetate~|~1-methylethyl ethanoate~|~acetic acid isopropyl ester,e,2484.553352,0.01854
acrylic acid~|~propenoic acid,H,methylacrylate~|~methyl propenoate~|~2-propenoic acid methyl ester,e,2183.329732,0.01854
acrylic acid~|~propenoic acid,H,"methyl 3-methoxypropanoate~|~propionic acid,beta-methoxy,methyl ester",e,2544.555256,0.01854
acrylic acid~|~propenoic acid,H,sec-butyl acrylate~|~2-propenoicacid-1-methylpropylester,e,2385.245902,0.01854
perfluorotributylamine,H,trifluoroacetic acid~|~trifluoroethanoic acid,e,624.7746032,0.9
methylaniline~|~n-methylaniline,H,thp~|~tetrahydropyran,e,1974.565758,0.09951
dipropyl ether~|~di-n-propylether,H,1-octanol~|~octan-1-ol,e,1971.88129,0.00239
1-heptanol~|~heptan-1-ol,H,butyronitrile~|~butanenitrile~|~n-butyronitrile,e,2469.136361,0.00298
1-octanol~|~octan-1-ol,H,benzo thiophene~|~benzo(b)thiophene~|~benzo[b]thiophene,e,2251.492368,0.00239
1-octanol~|~octan-1-ol,H,"1,2-dimethoxybenzene",e,2153.715319,0.00239
2-naphthol~|~2-hydroxynaphthalene,H,acridine,e,2265.472787,0.02699
acetophenone~|~methyl phenyl ketone,H,"2-phenyl-2-propanol~|~aa-dimethyl-benzenemethanol~|~.alpha.,.alpha.-dimethylbenzyl alcohol",e,2190.197722,0.00131
acetophenone~|~methyl phenyl ketone,H,p-cumylphenol~|~4-(1-methyl-1-phenylethyl)phenol~|~4-(1-methyl-1-phenylethyl)-phenol,e,2427.473091,0.02678
2-ethyl-1-hexanol,H,isobutylformate~|~2-methylpropyl methanoate,e,2259.271273,0.00207
"1,3-dioxolane",H,o-toluidine~|~2-methylaniline~|~o-methylaniline~|~2-methyl-benzeneamine,e,1825.987097,0.00175
propanal~|~1-propanal~|~propionaldehyde,H,tert-pentanol~|~2-methyl-2-butanol~|~2-methylbutan-2-ol,e,2315.306576,0.00144
propanal~|~1-propanal~|~propionaldehyde,H,2-methyl-1-pentanol,e,1695.216376,0.03599
"diisobutyl ketone~|~2,6-dimethyl-4-heptanone",H,"1,2-butanediol",e,1279.23232,0.04893
benzoic acid,H,benzyl acetate~|~benzyl ethanoate~|~acetic acid benzyl ester~|~aceticacidphenylmethylester,e,1896.672057,0.03123
chinoline~|~quinoline,H,"2,2,2-trifluoroethanol",e,1871.239447,0.06634
"epichlorohydrin~|~alpha-epichlorohydrin~|~(chloromethyl)-oxirane~|~1-chloro-2,3-epoxypropane",H,"2,3-dichloro-1-propanol",e,1137.204761,0.00207
