Clapeyron Database File
c-PR parameters [csvtype = single,sep = ;]
species;Mw;Tc;Pc;L;M;N
butanenitrile, 2-methyl-;83.134;583.0;3.44543264e6;0.36569502;0.868283695;2.274310904
4-heptanol;116.204;602.56;3.073198253e6;1.430714602;0.532847947;0.830146441
1,3-dioxane, 2,5,5-trimethyl-2-phenyl-;206.285;740.0;2.37595144e6;0.286298802;0.001283059;0.661590986
perfluorodecalin;462.0812569;565.11;1.776365092e6;0.944103499;0.970623056;1.1748641
diethylphthalate~|~diethyl 1,2-benzenedioate~|~phthalic acid diethyl ester;222.24;776.0;2.236408761e6;1.535622197;0.994517043;0.771470974
1,4-dihydronaphthalene;130.19;724.0;4.11753901e6;0.284614887;0.85111104;2.466901405
pentylcyclohexane~|~n-pentylcyclohexane;154.297;674.0;2.398075868e6;1.327898049;0.999883492;0.700457087
n-methylpiperazine~|~1-methylpiperazine;100.165;608.0;5.365941751e6;0.525899082;0.890978236;1.999599777
1,2-dichloro-2-methylpropane;127.008;573.0;3.658303682e6;1.394913715;0.999493176;0.559155867
ethanesulfonyl chloride~|~1-ethanesulfonyl chloride;128.57;665.0;5.180572692e6;0.61893145;0.91277888;1.771772734
1-propanethiol~|~propyl mercaptan~|~n-propyl mercaptan;76.157;536.6;4.611496888e6;1.070516376;0.907683138;0.617061423
(2-chloroethyl) (2-chloropropyl) ether;157.034;677.0;3.849827123e6;0.648279079;0.923235935;1.673504835
2-methyl-1-butene;70.135;467.0;3.688446296e6;0.852956591;0.883832072;0.793034335
4-methylpentanoic acid;116.16;632.3853525;2.744050486e6;0.261508327;0.795209485;3.737434456
1,3-dioxolane, 2-phenyl-;150.177;719.0;3.531094271e6;0.682679422;0.89929872;1.907638992
o-(1,1,3,3-tetramethylbutyl)phenol;206.329;748.0;2.413959939e6;0.869589712;0.913188874;1.767792954
butanone~|~2-butanone~|~methyl ethyl ketone;72.107;536.4031076;4.171466862e6;0.662334696;0.829135652;1.104692817
m-cresol~|~in-cresol~|~3-methylphenol~|~3-hydroxytoluene;108.14;705.76796;4.510584579e6;1.831469239;0.999995542;0.514064419
2-ethylbutanal;100.161;590.0;3.867668489e6;0.669883373;0.957344531;1.27535499
hydracrylonitrile~|~ethylenecyanohydrin~|~3-hydroxypropanenitrile;71.079;700.0;3.976862716e6;0.905104063;0.937721038;1.476714236
n,n-dimethylaniline~|~n n-dimethylaniline;121.183;688.1261739;3.6211064e6;0.62666963;0.851931399;1.379464126
glycerol;92.094;850.0;7.494557951e6;1.699320984;0.999978162;0.646618796
cycloheptanol;114.188;668.0;4.094359959e6;1.088914221;0.575728203;0.892715051
2-methylnaphthalene;142.201;761.1524;3.209513212e6;0.526948481;0.831194103;1.424426287
2-propenylbenzene;118.179;652.0;3.713478465e6;1.429546813;0.989225023;0.527017995
p-tolualdehyde~|~4-methylbenzaldehyde;120.151;712.0;3.793263975e6;1.191057681;0.999993141;0.756312834
2,4-hexadiene~|~cis,trans-2,4-hexadiene;82.146;537.1;3.507472459e6;0.461526254;0.922903282;1.675471307
isobutyl-tert-butylether~|~isobutyl tert-butyl ether~|~2-methyl-1-tert-butoxypropane;130.231;549.6;2.391974514e6;0.188298948;0.815006282;2.733942461
indole~|~1h-indole;117.151;793.0;5.534128386e6;1.012812657;0.993653215;1.032588388
2,6-dimethyloctane;142.286;603.5;2.148511829e6;0.282223974;0.844158388;2.636628456
2,3,4,6-tetrachlorophenol;231.881;787.0;3.464242709e6;1.387939083;0.99995833;0.792886475
octanenitrile;125.215;674.35168;2.849948449e6;0.329241096;0.840198907;2.614978244
isopentanol~|~3-methylbutan-1-ol~|~3-methyl-1-butanol;88.15;579.4478428;3.936258033e6;2.272590012;0.998136167;0.479447315
2-methylbenzofuran~|~2-methylbenzo[b]furan;132.162;690.0;3.841164618e6;1.093320936;0.999900429;0.877161587
ethyl caprate~|~ethyl decanoate~|~decansaeureethylester~|~decanoic acid ethyl ester;200.322;669.5;1.800988046e6;0.436772693;0.830263103;2.898318796
ethyl octanoate~|~octanoic acid ethyl ester;172.268;654.3113134;2.184955348e6;0.243558291;0.817420592;3.168202494
2,6-dimethyl-4-thiaheptane;146.292;632.8;2.587460552e6;0.18915596;0.827186353;2.94335314
diethyl adipate~|~diethyl hexanedioate;202.25;697.0;1.989554096e6;1.639875173;0.999438816;0.755467788
2-thiabutane~|~(methylthio)-ethane~|~methyl ethyl sulfide~|~ethyl methyl sulfide;76.157;532.833898;4.602990246e6;1.291763927;0.99999216;0.523529723
allyl sulfide~|~diallylsulfide~|~3,3'-thiobis-1-propene;114.206;616.0;3.254265452e6;0.893011575;0.999981653;0.945471643
salicylaldehyde~|~salicylicaldehyde~|~2-hydroxybenzaldehyde;122.123;683.0;3.929133732e6;0.667268293;0.925275762;1.64381815
p-nitrotoluene~|~1-methyl-4-nitrobenzene~|~1-methyl-4-nitro-benzene;137.138;747.0;3.209004702e6;0.612522796;0.817774495;1.336587039
2-n-propylphenol;136.194;711.0;4.2778515e6;1.242531294;0.999865824;0.970884404
2-butenal~|~cis-crotonaldehyde;70.091;573.0;4.506230088e6;0.657376438;0.949273231;1.352099723
1-pentylimidazole;138.214;842.0;4.259167819e6;1.008846915;0.346777238;0.590764037
tridecanolactone;212.333;868.0;2.525103725e6;0.0;0.222922845;0.753570554
1,3-dichloropropane;112.981;614.6;4.909780161e6;1.212783306;0.93745767;0.598911246
2-methoxythiophene;114.162;648.0;5.085364619e6;0.988182259;0.88453947;0.833331039
2-methylhexane;100.205;530.3689008;2.733359208e6;0.883179401;0.848305418;0.883937877
4-nonanol;144.258;645.05649;2.51441612e6;2.722147621;0.492783135;0.543495677
1-methoxycyclopentene;98.145;577.0;4.037044811e6;1.857694423;0.997232969;0.435136568
2,2'-bipyridine;156.188;800.0;3.722057962e6;0.353939952;0.825700275;2.191733735
(e)-1-(4-methoxyphenyl)propene;148.205;734.0;3.017291239e6;1.185927808;0.912822303;0.821561842
6,10-dimethyl-3,5,9-undecatrien-2-one;192.302;764.0;1.962000025e6;0.190085611;0.241328463;1.044788038
2,4,6-trinitrophenetole;257.158;930.0;2.630971763e6;0.0;0.253506895;1.001327861
p-tert-butyltoluene~|~1-(1,1-dimethylethyl)-4-methylbenzene;148.249;678.0;3.041123428e6;1.242427607;0.999018586;0.71684574
4-heptanone;114.188;602.0;3.009309718e6;0.58485938;0.80137208;1.394635507
methanol;32.042;512.6794911;8.055753392e6;0.694911381;0.919907783;1.704126896
m-terphenyl;230.31;882.535674;2.174535674e6;0.204279529;0.807742189;3.398464422
2,4-dimethylquinoline;157.216;773.0;3.582975688e6;0.664926778;0.918285318;1.719206593
cyclooctane;112.216;647.5;3.549634936e6;0.868065643;0.750145126;0.740036849
p-chloronitrobenzene~|~4-chloronitrobenzene~|~1-chloro-4-nitrobenzene;157.553;749.0;3.667931212e6;0.451997786;0.860179912;1.993885765
butylcyclopentane~|~n-butylcyclopentane;126.243;625.0;2.848371525e6;0.678542022;0.838225958;1.181601107
1-methylcyclohexene;96.173;585.0;3.735709007e6;1.058713697;0.990324064;0.699762517
squalane~|~2,6,10,15,19,23-hexamethyltetracosane;422.826;795.9;587888.6814;0.547886804;0.808750061;3.374316346
cyclooctanone;126.199;709.0;3.556516001e6;0.45512591;0.782499667;1.420859612
1,1,5-trihydroperfluoropentyl p-toluenesulfonate;386.2562253;751.0;1.826767239e6;0.678857379;0.860749341;2.385635344
cis-decalin~|~decahydronaphthalene~|~cis-decahydronaphthalene;138.254;702.219285;3.140624344e6;1.421717204;0.999982424;0.519193338
1-bromoperfluorooctane~|~1br-perfluoro-n-octane~|~perfluorooctyl bromide;498.9648538;529.0;1.532401367e6;0.756663503;0.89499807;1.954961271
nonadecane~|~n-nonadecane;268.529;755.7608446;1.161471752e6;0.840481904;0.79407604;1.694741487
2-methyl-3-pentanol;102.177;576.0;3.460072099e6;0.290116118;0.590714335;1.64043325
2,3-dimethyl-2-butanol;102.177;558.0;3.646998645e6;0.189255637;0.805277992;3.383983379
fluorobenzene;96.10440316;560.1046586;4.549827965e6;0.430167718;0.803106625;1.279584978
r356mmz~|~1,1,1,3,3,3-hexafluoro-2-methoxypropane~|~2-methoxy-1,1,1,3,3,3-hexafluoropropane;182.065419;459.61;2.699143448e6;1.159148529;0.999977478;0.869023937
1-methylnaphthalene;142.201;770.7232945;3.564954267e6;0.756038436;0.84722968;1.055751611
sulfuryl chloride;134.958;522.0;5.831965653e6;0.590861483;0.923489273;1.671215982
2-hexanone;100.161;586.740878;3.324961971e6;0.482507357;0.811736524;1.565138686
2-ethylthiophene~|~thiophene, 2-ethyl-;112.19;630.0;4.269686149e6;0.87319904;0.999974824;0.896344056
1,1,1-trifluoro-2-(2,2,2-trifluoroethoxy)ethane;182.065419;476.31;2.782787554e6;2.769746;0.436717263;0.519061369
di-n-propylcarbonate~|~carbonic acid, dipropyl ester;146.186;590.0;2.91221755e6;0.54700435;0.860832622;2.384430647
isobutane~|~2-methylpropane;58.124;407.8542012;3.639232927e6;1.112108969;0.99911847;0.543987413
1,1-dimethylpropyl acetate;130.187;570.0;3.052428116e6;1.157319862;0.999804851;0.858879288
2-propylthiophene~|~2-n-propylthiophene;126.217;691.0;4.080327959e6;0.233784438;0.869290805;2.26596855
2-methylpyridine;93.129;621.5017771;4.607455665e6;0.677724825;0.823489745;1.031875084
2-methylpropyl butanoate;144.214;611.48683;2.671931826e6;1.306483332;0.998758101;0.736604503
1-methylene-1,2,3,4-tetrahydronaphthalene;144.217;767.0;3.703430494e6;0.666104187;0.780624167;1.027549503
myristic acid~|~tetradecanoic acid;228.376;763.0;1.644275068e6;1.798584493;0.85854318;0.88825166
1-methyl-4-(1-methylethenyl)cyclohexene;136.238;660.6;2.738713767e6;1.290337837;0.999943205;0.621867587
2-isopropoxyethanol;104.149;593.0;3.963401034e6;0.366759497;0.840808188;2.703079815
diethyl glutarate;188.223;679.0;2.022665406e6;0.884677425;0.833563565;1.423374062
1,1'-thiobisoctane~|~1,1'-thiobis-octane~|~di-n-octyl thioether;258.508;772.0;1.416001818e6;0.761611913;0.874034842;1.879909798
1-chloro-3-fluorobenzene;130.5464032;615.9;4.211566807e6;0.093619953;0.828322264;2.900469545
2,5,8,11,14-pentaoxapentadecane~|~tetraethylene glycol dimethyl ether;222.281;718.0;2.067652149e6;0.379296336;0.820240361;3.105543891
2-methyl-2,3-epoxypentane;100.161;564.0;3.445326817e6;0.0;0.191028941;0.753805986
isopentane~|~methylbutane~|~2-methylbutane;72.151;460.45;3.334190911e6;0.907032878;0.876373247;0.708696747
(1,1-dimethylpropyl)benzene;148.249;682.0;2.736738733e6;1.934381616;0.993982332;0.386559012
n-methylmorpholine;101.149;639.0;4.2421668e6;0.0;0.369544593;0.718322704
1-hexadecene;224.432;718.0;1.37585088e6;0.770429556;0.784974037;1.601991933
hydrogen cyanide;27.026;456.6464;4.897097753e6;0.530903927;0.923450874;1.671433886
propylbenzene~|~n-propylbenzene;120.195;638.2864898;3.20015624e6;0.779952362;0.839231346;1.00871063
(fluoromethyl)benzene;110.1314032;613.0;4.01405074e6;0.723968826;0.836044944;1.164040235
o-cymene~|~2-isopropyltoluene~|~1-methyl-2-isopropylbenzene~|~1-isopropyl-2-methylbenzene;134.222;657.0;2.893197831e6;1.534790046;0.998019798;0.547377535
2,2,3,3-tetrafluoro-1-propanol;132.0576127;540.0;3.716977927e6;0.276327719;0.819439999;3.119740749
1,4-dimethylnaphthalene;156.228;778.0;2.789355776e6;1.346571776;0.999685012;0.672421669
dipropyl succinate~|~butanedioic acid, dipropyl ester;202.25;692.0;2.230798898e6;0.634025168;0.869122133;2.268704497
ethyl myristate~|~ethyl tetradecanoate~|~tetradecanoic acid ethyl ester;256.43;714.0;1.355602104e6;0.826413926;0.876842701;2.168173288
ethyl lactate~|~dl-ethyl lactate~|~2-hydroxypropanoicacidethylester;118.132;605.0;3.771221483e6;0.405394952;0.84766946;2.586338844
(e)-1-propenylbenzene;118.179;676.0;3.831368208e6;0.720225241;0.820804111;1.078511093
methyl n-phenylcarbamate;151.165;736.0;3.399252998e6;0.635335689;0.874529739;2.197605138
4-ethylphenol~|~p-ethylphenol;122.167;716.46401;4.133985397e6;1.566858625;0.999963973;0.657641892
cs2~|~carbon disulfide;76.131;552.1798;8.164226599e6;0.502860044;0.879138601;0.92409822
trans-decalin~|~trans-decahydronaphthalene;138.254;687.02323;3.12321715e6;1.371630654;0.999530666;0.537167397
methyl 2-hydroxybenzoate~|~salicylic acid methyl ester~|~2-hydroxy-benzoicacidmethylester;152.149;709.1666;3.660686694e6;0.464573237;0.870106933;2.255495678
rel-(1r,2r,4r)-1,7,7-trimethylbicyclo[2.2.1]heptan-2-yl acetate;196.29;691.0;2.515808732e6;0.65905225;0.904866408;1.850463685
ammonia;17.031;405.4309447;1.135807513e7;0.279439306;0.857556004;1.978890402
i2~|~iodine;253.80894;814.3767414;7.393433288e6;0.0;0.328980699;0.546230543
2-(1-methylethyl)benzenamine;135.21;732.0;3.35214091e6;0.555823189;0.812597192;1.517802791
4-chlorophenol~|~p-chlorophenol;128.555;731.0;5.11384953e6;0.272241423;0.833545467;2.827258872
2-butoxyethyl acetate~|~2-butoxyethanolacetate~|~ethylene glycol monobutyl ether acetate;160.213;640.4;2.69319655e6;0.324179941;0.828100722;2.941094992
nonylbenzene~|~n-nonylbenzene;204.357;720.0;1.841728839e6;0.505437515;0.846920616;2.599253182
2-methylanthracene;192.261;869.0;3.104249777e6;0.681906669;0.89865706;1.777250691
3,5-diethylphenol;150.221;731.0;2.991514434e6;0.979991687;0.964034001;1.222429441
indoline;119.167;718.0;4.851119468e6;0.444812233;0.859884328;2.398211742
9,10-dihydrophenanthrene;180.25;876.0;3.354310953e6;1.083900199;0.851049352;0.754494361
d5~|~decamethylcyclopentasiloxane;370.77;617.35926;1.035286293e6;0.140636441;0.79023711;3.715473656
1-bromo-3-methylbenzene;171.037;692.0;3.873402404e6;1.085995894;0.999950851;0.80205004
1,2,3,5-tetramethylbenzene;134.222;679.0;2.944239775e6;0.707442451;0.870977105;1.293362011
3,4,5-trimethylphenol;136.194;747.0;3.486116327e6;1.476835672;0.999130451;0.727431967
1,5-diazabicyclo[4.3.0]non-5-ene;124.187;695.7974108;2.79631621e6;1.275904672;0.999995819;0.861811263
n1,n2-dimethylethane-1,2-diamine;88.154;580.0;3.772508662e6;0.033822697;0.001515235;0.74642225
arsenic trichloride~|~arsenic (iii) chloride;181.271595;653.0783754;4.838487762e6;0.0;0.222790089;0.674195037
1,4-pentadiene;68.119;462.4;3.858784973e6;1.072694192;0.901178392;0.618115716
(z)-4-octene~|~cis-4-octene;112.216;570.0;2.601585901e6;1.066952035;0.850920986;0.798958626
methyl 3-methoxypropanoate~|~propionic acid,beta-methoxy,methyl ester;118.132;599.0;3.578701828e6;0.814820604;0.84303811;1.234358813
sulfur tetrafluoride;108.0536127;364.02309;5.265571839e6;0.158623687;0.814836131;2.684908825
propyl octanoate;186.295;663.4;1.977979915e6;0.336298162;0.825829101;2.984693274
diglyme~|~2,5,8-trioxanonane~|~diethylene glycol dimethyl ether;134.175;617.0;2.902569614e6;1.482636071;0.999644363;0.697313071
1,5-pentanediamine~|~1,5-diaminopentane;102.181;655.0;5.41579686e6;0.438162414;0.850335962;2.543794772
methylacetamide~|~n-methylacetamide;73.095;719.0;4.985709256e6;1.500328565;0.991339089;0.645587808
4-methylundecane;170.34;646.7;1.792421784e6;1.283882908;0.997577886;0.926995323
sulfuryl chloride fluoride;118.5064032;428.0;4.170948584e6;0.115774813;0.827905978;2.905577218
1,3,5-trinitrobenzene;213.105;855.1160893;2.937525101e6;0.390817191;0.828809276;2.926814261
4,9-dipropyldodecane;254.502;724.0;1.207682005e6;1.889139006;0.960992224;0.651695569
2,2-dimethylpentane;100.205;520.460187;2.750505259e6;1.360566351;0.999757615;0.534981916
benzene, 1-chloro-2-(trichloromethyl)-;229.909;789.0;3.193451666e6;0.73739532;0.957214534;1.27936762
2,4,6-trichlorophenol;197.439;804.0;5.515797392e6;1.170919864;0.999986111;0.757377158
1-chloro-1-propene;76.523;490.8;4.678801225e6;0.314901312;0.900472848;1.896139201
1,3-dichloro-2-methylbenzene;161.025;694.0;4.253117153e6;1.908243153;0.6764943;0.393346009
4-methylcyclohexanone;112.172;666.0;3.472919566e6;0.122817917;0.813127927;2.706834227
bromine;159.808;584.1851;8.004861833e6;1.495827294;0.999557436;0.296548854
propadiene~|~1,2-propadiene;40.065;393.92724;5.94294309e6;0.280545321;0.854016135;1.591067478
3-pyridinecarboxylic acid methyl ester;137.138;705.0;4.279647588e6;0.722863357;0.922764866;1.677797692
pentachloroethylbenzene;278.378;804.0;2.76815556e6;0.674014753;0.923086715;1.674877868
(z)-1,2-dibromoethene;185.846;635.0;4.377331436e6;0.0;0.331244416;0.726104279
ethylal~|~diethoxymethane;104.149;531.7;3.377800576e6;0.385148149;0.83627373;1.85618524
nonanenitrile;139.242;700.0;2.619141754e6;1.589857398;0.999743387;0.615138867
1,2,3,5-tetrachlorobenzene;215.882;761.0;3.627781033e6;0.590794489;0.923706198;1.668997195
1,1-dimethylpropyl butanoate;158.241;614.0;2.283466804e6;0.884785305;0.881748422;1.134850599
benzaldehyde;106.124;692.0;4.443646575e6;0.610842259;0.832019707;1.198582386
1-heptanethiol~|~heptyl mercaptan~|~n-heptyl mercaptan;132.265;647.5;2.778524962e6;0.698186614;0.808668082;1.191466528
3-ethylpentane;100.205;540.596968;2.901530529e6;1.26729885;0.999999058;0.609968211
hexylamine~|~n-hexylamine~|~1-hexanamine;101.193;592.3;3.378540952e6;1.462721975;0.998546986;0.606382173
2,4,6-trimethylphenol;136.194;707.0;2.295225714e6;2.288621954;0.395963658;0.516539799
bromocyclohexane;163.058;675.0;3.833646855e6;1.220671833;0.926444195;0.566378873
1,1-diethylurea;116.164;788.0;3.242599183e6;0.501235572;0.000637933;0.783671815
1,5-diphenyl-3-(2-phenylethyl)-2-pentene;326.483;903.0;1.775693713e6;0.826590044;0.889086056;2.02115399
methylthiophene~|~3-methyl thiophene;98.163;610.0;4.877032953e6;0.745139616;0.826635923;0.878281078
(e)-1,2-dibromoethene;185.846;635.0;4.962143315e6;0.933480791;0.998933423;0.570291143
dipropyl oxalate~|~di-n-propyl oxalate;174.196;664.0;2.595346787e6;1.2727642;0.999600885;1.001502823
1-ethyl-2,4,6-trimethylbenzene;148.249;685.0;2.611067803e6;0.702276263;0.862371737;1.368348596
9h-carbazole~|~dibenzopyrrole;167.211;900.0;4.267699411e6;0.644215763;0.903341784;1.866224931
3-heptanol;116.204;605.36;3.072445199e6;2.30645701;0.710402554;0.5304026
decylcyclohexane~|~n-decylcyclohexane;224.432;750.0;1.551567145e6;0.751541971;0.810806882;1.555238396
2-methylpentadecane;226.448;714.9;1.423722295e6;0.380551907;0.824434993;3.015734803
bis(1,1-dimethylethyl) propanedioate;216.277;659.0;2.015280088e6;0.550903266;0.763916926;1.792632799
sec-butylacetate~|~1-methylpropyl ethanoate;116.16;557.0;3.151551736e6;1.329001033;0.974438345;0.704327017
1-(1,1-dimethylethyl)naphthalene;184.282;790.0;2.648872084e6;1.329585145;0.992851409;0.721775668
(ethylthio)benzene~|~phenyl ethyl sulfide;138.228;716.0;3.669594251e6;0.598136829;0.787410164;1.208288835
1,1,1,2-tetrafluoro-2-(difluoromethoxy)ethane;168.038419;428.9259704;3.046493455e6;0.553418954;0.916753159;1.733665726
n-(4-ethoxyphenyl)ethanamide;179.219;859.0;4.746930891e6;1.651436715;0.977120048;0.775935883
cumene~|~isopropylbenzene;120.195;631.1718565;3.197451242e6;0.371616018;0.844860438;1.87441847
8-decylbicyclo[4.3.0]nonane;264.497;782.0;1.539261953e6;0.803985708;0.891855657;1.989760731
undecylbenzene~|~n-undecylbenzene~|~1-phenylundecane;232.411;763.0;1.639518006e6;1.500548893;0.999815831;0.865874667
1-tetradecene;196.378;691.0;1.581139308e6;0.210826733;0.806100527;3.442079684
3-(1-methylethyl)-1,1'-biphenyl;196.293;797.0;2.779502743e6;0.717087082;0.797324585;1.349690362
2,2-dimethyl-1-butanol;102.177;578.0;3.565579579e6;0.963301746;0.784177428;1.196489478
perfluorooctane~|~perfluoro-n-octane~|~octadecafluorooctane;438.0592569;501.651705;1.587128095e6;1.781079257;0.999954273;0.630343752
o-terphenyl~|~1,1'-2',1''-terphenyl;230.31;857.1708;2.87168298e6;0.26084617;0.824681804;3.008994831
2,2'-(phenylimino)diethanol;181.235;826.0;3.16745971e6;0.771970001;0.891726882;1.991216653
dimethylphthalate~|~phthalic acid dimethyl ester~|~dimethyl 1,2-benzenedicarboxylate;194.186;772.0;2.733538824e6;0.31366983;0.828576694;2.931126656
exo-tetrahydrodicyclopentadiene~|~exo-tricyclo[5.2.1.0(2,6)]decane;136.238;676.0;3.512814079e6;0.302050652;0.859400518;2.405123806
methyl 4-hydroxybenzoate;152.149;751.4346054;2.121239379e6;0.937713871;0.914093844;1.757733269
margarinic acid~|~heptadecanoic acid~|~n-heptadecanoic acid;270.457;792.0;1.370110496e6;2.293695551;0.906964841;0.705179868
trifluoroacetonitrile~|~trifluoroethanenitrile;95.02420949;311.100667;3.705347497e6;0.133205792;0.834196944;2.822923728
1,2,4-triethylbenzene;162.276;685.0;2.331335732e6;0.868322524;0.957034145;1.280485357
methyl lactate~|~methyl 2-hydroxypropanoate~|~2-hydroxy-propanoicacid-methylester;104.105;602.0;3.968179965e6;0.308898876;0.836823956;2.760322583
1-octadecene;252.486;748.0;1.293024177e6;0.218000747;0.793718921;3.789074802
levulinic acid~|~4-oxopentanoic acid~|~4-oxo-pentanoic acid;116.116;712.0;3.519956477e6;0.793023975;0.899550337;1.905898971
chlorine fluoride (clf5);130.4420158;415.91581;5.298277684e6;0.539726062;0.951774738;1.328544149
butanoic acid, 2-methyl-, butyl ester;158.241;637.0;2.446585366e6;1.825595533;0.979189461;0.490043627
1h,8h-perfluorooctane~|~1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8-hexadecafluorooctane;402.0784506;530.0;2.207234786e6;0.740797749;0.89223306;1.985546357
2,4-dimethylpyridine;107.156;647.0563692;3.85555711e6;0.638173737;0.820859124;1.186185792
ethyl methyl carbonate;104.105;554.0;4.195237252e6;0.459932175;0.874776377;2.194445352
phenanthrene;178.234;893.0;3.36008566e6;0.496047684;0.830572928;1.636698081
1-pentanethiol~|~pentyl mercaptan~|~n-pentyl mercaptan;104.211;599.7;3.517942522e6;0.759575483;0.823414987;0.96495639
r150a~|~1,1-dichloroethane;98.954;523.36;5.061088873e6;1.145546144;0.91721603;0.579628101
2-nonanol;144.258;649.2667662;2.529989573e6;1.777804221;0.56582275;0.732784734
