Clapeyron Database File
c-PR parameters [csvtype = single,sep = ;]
species;Mw;Tc;Pc;L;M;N
1,5-dimethylnaphthalene;156.228;784.0;2.98346196e6;1.348632819;0.999730887;0.67154667
d-(+)-limonene~|~(r)-1-methyl-4-(1-methylethenyl)cyclohexene;136.238;653.0;2.833436686e6;1.250487697;0.998497606;0.709794104
ethyl isothiocyanate;87.14;663.0;4.335453796e6;1.097722237;0.516248582;0.468750427
2-methyl-1-pentyl-1h-imidazole;152.241;831.0;3.653612244e6;0.171292435;0.000589623;0.596122722
butadiene~|~1,3-butadiene;54.092;425.1348;4.329965908e6;0.328342259;0.821314952;1.414251968
1,1,2,3,4,4-hexachloro-1,3-butadiene;260.744;703.0;3.966370505e6;1.313423525;0.9565021;0.792727594
diisopropyl disulfide~|~2,5-dimethyl-3,4-dithiahexane;150.298;662.0;3.076146679e6;1.448571726;0.999945967;0.562194801
9-butyldocosane;366.718;803.0;784251.4711;1.419208983;0.959080362;1.262430071
1-pentadecylnaphthalene~|~1-alpha-naphthylpentadecane;338.579;925.0;1.02349799e6;2.668956725;0.131372401;0.823722156
1,2-dibromopropane;201.889;652.0;4.630320087e6;0.161214932;0.850079979;2.547625447
1-ethylpiperazine;114.192;683.0;4.123581904e6;0.0;0.234854164;0.684830429
2-methyltricosane;338.664;787.0;878160.1055;1.241851289;0.877831885;1.490176134
isopropyl tert-butyl ether~|~1-methylethyl 1,1-dimethylethyl ether;116.204;521.6;2.639134493e6;1.41284423;0.997827969;0.594900111
2-chloro-3,3,3-trifluoropropene~|~2-chloro-3,3,3-trifluoro-1-propene;130.4942095;440.0;4.1561073e6;0.458618085;0.92369483;1.669325955
1,3-fluoroiodobenzene;222.0008732;704.0;4.780480983e6;0.992563286;0.998622996;0.828882927
thianthrene;216.316;926.0;3.166841168e6;1.264795409;0.999559116;0.75547599
2,4-dimethyl-2-pentene;98.189;521.0;2.81499039e6;0.179195008;0.836989949;2.763932435
2-methyl-2-heptene;112.216;568.9;2.637831542e6;0.546887148;0.920713969;1.696470354
1,3-thiazole;85.124;635.0;6.962619303e6;1.299397486;0.999992426;0.539844497
ethane-1,2-diyl bis(2-methylpropanoate);202.25;667.0;2.059293678e6;1.39700291;0.999000575;0.920189016
2-bromotoluene;171.037;692.7141481;4.195404904e6;1.116536259;0.999942953;0.733173491
1,5-dioxaspiro[5.5]undecane, 3,3-dimethyl-;184.279;711.0;2.812654974e6;0.836353448;0.831357662;1.080158092
butylamine~|~1-butylamine~|~n-butylamine~|~1-butanamine;73.139;531.86019;4.366357494e6;0.147841648;0.829972321;2.903905628
pivalic acid~|~2,2-dimethylpropanoic acid~|~2,2-dimethyl-propanoic acid;102.133;609.0;3.207444546e6;2.038755832;0.999867572;0.57803121
isopropylcyclohexane~|~(1-methylethyl)cyclohexane;126.243;632.2;3.270273959e6;0.903496589;0.941166709;0.941116529
3-chloro-4-methylphenyl isocyanate;167.592;769.0;3.495387525e6;2.095835729;0.703438753;0.326092169
2,4-xylenol~|~2,4-dimethylphenol;122.167;707.56724;3.796999895e6;0.159476266;0.814906534;3.215635614
l-(-)-limonene~|~(s)-1-methyl-4-(1-methylethenyl)cyclohexene;136.238;660.4;3.044434566e6;1.211202638;0.999999985;0.718133386
2-chloro-3-phenylphenol;204.653;840.0;2.987065292e6;1.042635669;0.986606892;1.072142247
phenylacetic acid;136.15;718.0;3.95043174e6;0.880483718;0.891620498;1.992427217
decane~|~n-decane;142.286;618.0477629;2.113884599e6;0.537340808;0.798957907;1.641583713
4-methylheptane;114.232;561.701704;2.543999423e6;0.536165962;0.802894752;1.386318829
2-methyl-2-butene;70.135;470.35188;3.41062923e6;0.294360361;0.835014708;1.890129115
11-(2,5-dimethylcyclohexyl)heneicosane;406.783;833.0;727472.1999;2.106162835;0.899064588;0.792664305
cyclotetradecane;196.378;749.0;1.967723716e6;0.629855435;0.861084304;1.727036383
methylenecyclohexane;96.173;578.0;3.92752318e6;0.384716504;0.849617252;1.60916264
3-ethyl-3-pentanol;116.204;601.0;3.173304142e6;1.234198091;0.275949146;0.790791826
ethanol;46.069;514.5564778;6.226261945e6;0.815658846;0.918791107;1.616580509
9-octylicosane;394.772;817.0;732205.7598;2.330412957;0.671597078;0.830049331
propyne~|~1-propyne~|~methylacetylene;40.065;401.4387235;5.625312829e6;0.901537331;0.999692303;0.782571862
2-methyl-1-nonyl-1h-imidazole;208.349;857.0;2.319544826e6;1.953134936;0.883086916;0.483185646
n-sec-butylimidazole;124.187;821.0;4.443070139e6;0.086974828;0.003248621;0.528081665
n-cyclohexylpiperidine;167.296;746.0;3.217546421e6;0.195667911;0.837011031;2.768433196
5-allyl-2-methoxyphenol;164.204;740.0;2.960065891e6;1.265600818;0.999981059;0.934262153
2,7-dimethylnaphthalene;156.228;775.0;3.010235669e6;0.479463382;0.840586159;1.755743522
isopropenylacetate~|~1-methylvinyl acetate~|~1-methylvinyl ethanoate;100.117;553.1;3.898037579e6;0.67369868;0.89893822;1.300851707
1-naphthalenamine;143.189;830.0;4.605447321e6;0.624171618;0.899905937;1.902079207
4-methyldecane;156.313;628.7;2.10984649e6;0.332154201;0.83776233;2.757263338
1,3,5-hexatriene;80.13;538.1;3.819522914e6;0.469274982;0.922860271;1.676789595
propanoic acid, 2-hydroxy-, 1,1-dimethylethyl ester, (s)-;146.186;632.0;2.963533869e6;0.644280039;0.888863647;2.023473995
phenol;94.113;694.27167;5.618944851e6;1.868068974;0.999814074;0.47271495
n,n-dimethylbutanamine~|~n,n-dimethyl-1-butanamine;101.193;535.7;3.255412895e6;0.490259129;0.902963691;1.870009688
1,2-pentadiene;68.119;498.4;4.512528916e6;1.179422462;0.944502572;0.568367874
3,7-dimethyl-1,6-octadiene;138.254;605.0;2.177058823e6;1.212593754;0.995767517;0.804914531
1,3-dimethyl-4-nitrobenzene;151.165;738.0;3.133325856e6;0.770028472;0.876055053;1.329489059
1-ethyl-2-methyl-1h-imidazole;110.16;809.0;5.492470576e6;1.65072e-5;0.060526091;0.550027831
1-methoxycyclohexene;112.172;617.0;3.859193263e6;1.08712231;0.999943804;0.849709381
diethyldisulfide~|~3,4-dithiahexane;122.244;642.1;3.629001583e6;0.856088288;0.836581005;0.883108196
pentanal~|~1-pentanal~|~valeraldehyde;86.134;566.54;3.852946568e6;0.931329281;0.877664945;0.853696048
n-butyl lactate~|~butyl 2-hydroxypropanoate;146.186;654.0;2.899772422e6;1.360622224;0.999599387;0.760491153
11-decyltetracosane;478.934;853.0;542740.7022;2.157399262;0.997844505;0.865184584
2-ethylhexyl acrylate~|~2-ethylhexyl 2-propenoate~|~2-propenoicacid-2-ethylhexylester;184.279;660.1;1.995690416e6;0.904483447;0.944616897;1.398180801
propanamide~|~propionamide;73.095;698.5;5.358542127e6;0.626394136;0.86915185;2.268385457
2-chloro-1-ethoxy-1,1,2-trifluoroethane~|~2-chloro-1,1,2-trifluoroethylethyl ether;162.5362095;528.0;3.276277128e6;0.199043228;0.831019106;2.883626589
3-methyl-2-pentanone;100.161;580.6;3.406473889e6;0.185430643;0.838441101;2.745126036
methylcyclopentane;84.162;532.783883;3.788058114e6;1.163980611;0.955841161;0.577621462
4-octanol;130.231;625.05849;2.812182907e6;1.45271092;0.532349278;0.823310181
2'-hydroxyacetophenone~|~1-(2-hydroxyphenyl)ethanone;136.15;753.0;4.403121463e6;0.493662489;0.526733768;0.97111456
bromobenzene;157.01;670.87846;4.687643879e6;1.215983597;0.999967468;0.580409706
mesityl oxide~|~4-methyl-3-penten-2-one;98.145;605.0;3.851214839e6;0.215423296;0.843499995;2.65653384
2-methylfuran;82.102;528.022455;4.732381334e6;0.856587341;0.833791555;0.78953354
cf3br~|~r13b1~|~bromotrifluoromethane~|~trifluorobromomethane;148.9102095;340.062976;3.96201898e6;0.437682353;0.838512348;1.144751974
octadecane~|~n-octadecane;254.502;747.62992;1.281819427e6;0.676991821;0.784087246;1.923340475
ozone;47.997;261.0904246;6.018557555e6;0.460990934;0.905086677;1.41387905
benzyl chloride~|~(chloromethyl)benzene~|~(chloromethyl)-benzene;126.583;687.0;4.238224126e6;1.38268862;0.998736827;0.579806302
propylcyclopentane~|~n-propylcyclopentane;112.216;598.0;3.080285807e6;0.7883014;0.853085762;0.971494216
re347mcc~|~hfe347mcc~|~heptafluoro-1-methoxypropane~|~heptafluoropropyl methyl ether~|~1,1,1,2,2,3,3-heptafluoro-3-methoxypropane;200.0558221;437.6606164;2.477667045e6;0.028244958;0.793295405;3.727893403
dibutyl oxalate~|~di-n-butyl oxalate;202.25;683.0;2.132213867e6;0.95394914;0.895356235;1.538250126
(e)-2-pentene~|~trans-2-pentene;70.135;473.8;3.638524897e6;1.043183468;0.945285479;0.669839814
dga~|~diglycolamine~|~2-aminoethoxyethanol~|~2-(2-aminoethoxy)ethanol;105.137;721.2;4.779638162e6;1.267077059;0.816063954;0.902386595
dodecylamine~|~1-dodecanamine~|~n-dodecylamine;185.355;701.7;2.017452832e6;0.726479808;0.896192688;1.941927417
4-oxa-1,7-heptanediol~|~1,3-dipropylene glycol;134.175;705.2;3.355900971e6;1.31465688;0.999985294;0.979574883
ethyl hydroxyethanoate;104.105;622.0;4.531721769e6;0.697746203;0.914189132;1.758148184
2,4-dimethylheptane;128.259;576.9;2.358408001e6;0.775887299;0.963704345;1.225208646
2-nitrophenol~|~o-nitrophenol;139.11;708.0;4.234297351e6;0.680576636;0.918777205;1.714657437
toluene;92.141;591.890001;4.131066455e6;0.584919202;0.819980587;1.093842237
di-tert-butyl glutarate;244.331;696.0;1.732743557e6;0.398343851;0.830596577;2.891803956
2,2,3,3-tetrafluoropropyl acrylate;186.1056127;573.0;3.264429765e6;1.027615237;0.968155998;1.192675876
1-piperazineethanamine~|~n-(2-aminoethyl)piperazine~|~n-(.beta.-aminoethyl)piperazine);129.207;763.0;5.412917888e6;0.996903095;0.52204685;0.733057705
2-propylpentanoic acid;144.214;663.0;2.580799363e6;1.570650238;0.999968983;0.910603814
isobutanol~|~2-methyl-1-propanol;74.123;548.4425725;4.310472891e6;2.183349745;0.998440142;0.505434069
6,10-dimethyl-2-undecanone~|~2,6-dimethylundecane-10-one;198.35;694.5;1.41382653e6;1.669265369;0.987423003;0.685737138
9-octylhexacosane;478.934;854.0;511010.0873;1.338153895;0.797443077;1.484134813
isoxazole~|~1,2-oxazole;69.063;591.0;6.085280096e6;1.086562412;0.999989356;0.652513147
1-ethylcyclopentene;96.173;580.0;3.751884331e6;1.154394108;0.847094084;0.623706518
ethylacetoacetate~|~ethyl 3-oxobutanoate;130.143;648.0;3.384383524e6;0.393060738;0.837407974;2.34707203
diisopropylamine~|~di-isopropyl amine;101.193;523.06;3.021627101e6;0.208404351;0.841937931;2.683423851
n-methylethylamine;59.112;490.0;5.231640409e6;0.110754619;0.523251968;1.093788901
1,1,1,2,2,3,4,5,5,5-decafluoro-3-[1,2,2,2-tetrafluoro-1-(trifluoromethyl)ethyl]-4-(trifluoromethyl)pentane;488.0670633;544.0;2.01231967e6;0.433791814;0.848159671;2.283341305
1-ethylcyclohexene;110.2;612.0;3.373969157e6;0.442967264;0.744493435;1.318603757
HMF~|~5-hydroxymethylfurfural~|~5-(hydroxymethyl) furfural~|~5-(hydroxymethyl)furan-2-carbaldehyde;126.111;726.0;5.23581043e6;0.930875457;0.891443449;1.994411608
3-ethyl-5-methylphenol;136.194;721.0;3.367593246e6;1.551869906;0.999942902;0.702037796
1-nitropentane;117.148;727.0;3.555131996e6;0.0;0.470402793;0.926009867
benzylcyanide~|~phenylacetonitrile~|~benzeneacetonitrile;117.151;736.0;3.347042085e6;0.877584784;0.890808459;1.095115067
propene~|~propylene;42.081;364.9569515;4.591691485e6;0.768033345;0.886467951;0.702321259
1,2-dichloro-3-ethylbenzene;175.052;722.0;3.646581757e6;0.621147792;0.923694878;1.669318418
1,2-butanediol;90.122;680.0;5.008846223e6;0.417678708;0.732285353;2.036021371
nonylcyclohexane~|~n-nonylcyclohexane;210.405;734.0;1.625174105e6;1.512318279;0.999964802;0.765231916
2-butanamine~|~sec-butylamine;73.139;514.26;4.036628188e6;0.268660949;0.806087511;1.904738864
1,1-dimethoxycyclopentane;130.187;629.0;3.924101383e6;2.013424263;0.977287487;0.362042893
gamma-caprolactone~|~2(3h)-furanone, 5-ethyldihydro-;114.144;731.0;3.965509584e6;0.497394569;0.848091044;1.708497434
2-chloroethyl alpha-methylbenzyl ether;184.663;719.0;2.545048754e6;1.173427698;0.999993517;0.890326817
2,3-dimethyl-1,3-butadiene~|~1,3-butadiene, 2,3-dimethyl-;82.146;516.2;3.407301948e6;0.465425746;0.922523004;1.678160917
2-(2-dimethylaminoethoxu)ethanol~|~2-(2-dimethylaminoethoxy) ethanol;133.191;662.0;3.108994521e6;1.446821507;0.999317045;0.830226327
cis-2-heptene~|~2-heptene, (z)-;98.189;548.5;2.97067583e6;0.232982865;0.853441113;2.494807854
2,4-dimethyl-3-pentanol;116.204;593.0;3.177227332e6;0.812874039;0.464809039;0.973212077
2,2-dimethyl-3-pentanone;114.188;593.0;3.295304476e6;0.468847027;0.755074179;1.314514689
2-hydroxy-1,1'-biphenyl;170.211;792.0;4.542737146e6;0.968619211;0.954035004;1.307671521
methyl levulinate;130.143;666.0;2.942807912e6;0.426352388;0.766656918;1.852998164
dichlorophenylphosphine;178.979762;811.0;4.067219805e6;0.0;0.262166207;0.641397131
butyronitrile~|~butanenitrile~|~n-butyronitrile;69.107;585.3956667;3.820444824e6;0.412555091;0.881302221;1.961016615
3,7,11,15-tetramethyl-1-hexadecen-3-ol;296.539;766.0;1.142463094e6;0.730595599;0.889115718;2.020783615
1-nonanamine~|~n-nonylamine~|~1-aminononane;143.274;652.5;2.709141792e6;0.657152712;0.898933366;1.912454505
indene~|~1h-indene;116.163;693.0;3.981570623e6;0.511231585;0.827209024;1.345429684
1-bromo-2-methylpropane;137.02;558.7;4.445708246e6;0.493208517;0.92339519;1.672069596
7-butyldocosane;366.718;803.0;791194.1225;2.144681699;0.972452416;0.757311257
1,2-dichloropropane;112.981;577.2774694;4.490253061e6;0.271119598;0.784598403;1.609556042
nitromethane;61.04;588.1855;5.977749163e6;0.253425581;0.858665694;2.415975339
1,1-dimethoxycyclohexane;144.214;665.0;3.737001113e6;2.414410603;0.787929099;0.323660096
r20b3~|~chbr3~|~bromoform~|~tribromomethane;252.731;682.02446;5.779365514e6;0.093910466;0.839363807;2.728632152
dowanol dpnp ~|~dipropylene glycol n-propyl ether~|~1-(1-methyl-2-propoxyethoxy)-2-propanol;176.256;672.0;2.407596181e6;0.699182234;0.909566975;1.803218561
3-pentanol;88.15;559.561;3.710820249e6;2.426443173;0.606751006;0.528278802
sec-butyl 2-chloroacetate;150.602;628.6;3.110172478e6;1.08844426;0.999900511;0.990234584
2-methylbutanal~|~butanal, 2-methyl-~|~2-methylbutyraldehyde;86.134;531.56;4.037022427e6;0.803774122;0.946451184;1.378120497
methyl isobutyrate~|~methyl 2-methylpropanoate~|~2-methylpropanoicacidmethylester;102.133;540.77704;3.435410135e6;0.839803044;0.745670677;0.931537538
amyl acetate~|~pentylacetate~|~n-pentylacetate~|~pentyl ethanoate;130.187;599.6233333;2.770171994e6;0.268353221;0.800737774;2.475305505
r113~|~1,1,2-trichlorotrifluoroethane~|~1,1,2-trichloro-1,2,2-trifluoroethane;187.3672095;487.0973241;3.390689511e6;0.617264826;0.816407947;1.020691203
5-methyltetradecane;212.421;697.3;1.58257649e6;0.727705722;0.898762344;1.914245653
3-methyl-2-butanone~|~methyl isopropyl ketone;86.134;553.1;3.797724747e6;0.201712121;0.843880399;2.650121351
tert-butylbenzene~|~(1,1-dimethylethyl)benzene;134.222;648.0765294;2.983381614e6;1.278412267;0.999939696;0.656358316
ethyl benzoate;150.177;700.0;3.143371806e6;0.599018015;0.816524977;1.471042022
(e)-tetradec-11-enyl acetate;254.414;732.0;1.489387913e6;0.483202964;0.824535686;3.013921744
isophorone~|~3,5,5-trimethyl-2-cyclohexen-1-one;138.21;714.0;3.160975185e6;1.484495779;0.999473932;0.577573699
2,5-dimethyltetrahydrofuran;100.161;538.0;3.659462204e6;0.550849787;0.915007113;1.750254329
diisopropyl sulfide~|~2,4-dimethyl-3-thiapentane;118.238;585.6;3.199952398e6;0.608860083;0.800514946;1.12341732
m-divinylbenzene~|~1,3-diethenylbenzene;130.19;700.0;3.322397938e6;1.100633626;0.985675404;0.781142463
2,3-dihydro-1h-inden-5-ol;134.178;788.0;4.410596175e6;1.286873128;0.9997538;0.723904425
butylcyclohexane~|~n-butylcyclohexane;140.27;653.1;2.552161436e6;0.567141297;0.833110316;1.423961047
ch3br~|~r40b1~|~bromomethane~|~methyl bromide;94.939;458.0;6.225560359e6;0.417941488;0.841579544;1.149934974
n-methylpyrrolidone~|~n-methyl-2-pyrrolidone~|~methyl-2-pyrrolidinone~|~n-methyl-2-pyrrolidinone;99.133;721.7409836;4.528556947e6;0.783149841;0.88298508;1.097078708
1-propyl-1h-benzimidazole;160.22;887.0;4.040975545e6;2.025243669;0.652654146;0.431587723
propanenitrile, 2-ethoxy-;99.133;639.4;3.274820545e6;1.00136347;0.983692652;1.088925993
1,3-dimethoxybenzene~|~resorcinol dimethyl ether;138.166;704.0;3.67619227e6;0.291202119;0.836268429;2.784515128
3-(1-methylethyl)phenol;136.194;729.0;3.850171619e6;1.169871019;0.999997759;0.914142071
2-(4-tert-butylphenoxy)ethyl acetate;236.311;768.0;1.947688761e6;1.213509832;0.978009677;1.124750586
1-methylpropyl nitrite;103.121;556.949823;3.731561474e6;0.9606616;0.999714102;0.544660104
pyrrolidine;71.123;568.63309;5.71128405e6;2.351952271;0.999538044;0.290318527
(.+-.)-2-undecanol;172.312;664.0;2.121687225e6;0.261381022;0.797727508;3.669058304
dipa~|~diisopropanolamine~|~1,1'-iminobis-2-propanol~|~n-(2-hydroxypropyl)-2-hydroxy-1-propanamine;133.191;724.0;3.706542592e6;0.869961372;0.660448918;1.356373283
octadecanol~|~1-octadecanol;270.501;790.0;1.302560517e6;1.285043138;0.768720554;1.152621997
hydrogen;2.016;33.18;1.292977387e6;0.022436635;0.99999983;0.999673209
pentamethylbenzene~|~1,2,3,4,5-pentamethylbenzene;148.249;716.0;2.687893374e6;1.265830065;0.999877203;0.778912521
diisobutyl ketone~|~2,6-dimethyl-4-heptanone;142.242;620.0;2.433206262e6;0.232541387;0.829248498;2.915232236
2,2-dichloropropane;112.981;528.0;4.030862346e6;0.238495288;0.839056366;2.140412234
1,1-dichloroethene~|~1,1-dichloroethylene;96.938;492.0;5.231663118e6;0.7709651;0.861225467;0.757404371
trans-octahydro-1h-indene~|~trans-bicyclo[4.3.0]nonane;124.227;652.0;3.267711221e6;0.992914945;0.853778851;0.733199904
ethylbenzene;106.168;617.1189763;3.609497383e6;0.777486882;0.838770471;0.942328167
2-methyl-3-heptanone;128.215;614.9;2.722343559e6;0.132846588;0.813094517;3.231699617
di-tert-butyl oxalate;202.25;644.0;1.974994316e6;0.469147243;0.843253463;2.660615713
1,1,1,2,2,3,3,4,4,5,5,6,6-tridecafluorododecane;404.2152411;567.0;1.345867484e6;0.831212739;0.891854633;1.989767337
n-dodecanenitrile;181.323;746.0;2.166730461e6;0.726450197;0.795165327;1.497284218
1-decylcyanide;167.296;740.0;2.338146827e6;1.323198212;0.905686341;0.81770006
methoxyacetic acid;90.078;658.7312493;2.995618381e6;0.965792709;0.941115718;1.437274571
1,4-benzodioxan;136.15;732.0;4.298780502e6;1.168195974;0.999874649;0.781670668
2,3-dimethyl-3-pentanol;116.204;596.0;3.953723312e6;0.861734581;0.79476436;1.175609352
tripropylamine~|~n,n-dipropyl-1-propanamine;143.274;596.8;2.331821121e6;0.337508345;0.849121444;2.563373589
2-amino-3-methylpyridine;108.144;727.0;5.635038858e6;0.584368478;0.889662766;2.014580746
1-methylphenanthrene;192.261;877.0;3.110927246e6;0.988831662;0.965840874;1.20082621
m-dichlorobenzene~|~1,3-dichlorobenzene;146.998;685.7;4.279394768e6;0.584599913;0.829283535;1.160075598
2-nitroaniline~|~o-nitroaniline~|~2-nitrobenzeneamine;138.126;808.0;4.099811718e6;1.303829049;0.993622436;0.850803863
decylbenzene~|~n-decylbenzene~|~1-phenyldecane;218.384;752.0;1.724055471e6;0.320598468;0.820951225;3.088234034
2-butyne~|~dimethylacetylene;54.092;489.2;6.110226285e6;0.654090595;0.816079333;0.872858863
diamylketone~|~6-undecanone~|~undecan-6-one;170.296;678.5;2.015286839e6;0.89300728;0.811815434;1.235763763
2-bromo-1,3-dimethylbenzene;185.064;710.0;3.327920095e6;1.256686988;0.999846883;0.679384964
2,2-dinitropropane;134.091;721.0;3.928641486e6;0.0;0.216008502;0.743133981
isopropyl chloroethanoate;136.575;612.0;3.345216022e6;1.156977934;0.999935539;0.866494754
dibutyl sebacate~|~dibutyl decanedioate~|~decanedioicaciddibutylester;314.466;777.0;1.123238812e6;1.705611266;0.999964625;0.941485095
2,2,4,4-tetramethyl-3-pentanol;144.258;626.0236836;2.853244045e6;1.115152051;0.918408699;0.898025065
2,2-dimethylpropanal;86.134;541.4771354;5.341386834e6;0.495006647;0.92358385;1.670185001
2,3-dimethylbutane;86.178;500.1599187;3.132292492e6;0.434564003;0.799879505;1.268454465
acrolein~|~2-propenal;56.064;528.0;6.298006246e6;0.475996134;0.934817465;1.511826409
4-propenyl-1,3-dioxane;128.171;660.0;3.870049675e6;0.566393004;0.923348412;1.67240442
ethyl trichloroacetate;191.432;642.0;3.003623711e6;1.040750549;0.794752854;0.817609907
3-methylundecane;170.34;652.5;1.84546175e6;0.853753735;0.941252306;1.432922758
diethylcyanamide;98.149;688.0;3.304708399e6;1.494537114;0.999713034;0.526352496
perfluoro-1,3-dimethylcyclohexane;400.0624506;504.0;1.820538136e6;0.633584137;0.905559673;1.843460888
1-ethyl-3-(1-methylethyl)benzene;148.249;667.0;2.499330041e6;1.190294361;0.999799178;0.767209431
3-chlorotoluene~|~m-chlorotoluene;126.583;657.0;3.719400135e6;1.282793207;0.977833161;0.603105219
3,6-dimethylheptane;128.259;580.7;2.35788943e6;0.53428208;0.917457153;1.726798806
1,3-dimethylnaphthalene;156.228;772.0;2.729998942e6;1.233868185;0.999546229;0.770933289
1-methylazacycloheptan-2-one;127.187;756.0;3.802508017e6;0.226474655;0.83824477;2.746719189
2,3-dihydro-4h-pyran;84.118;561.43878;4.60604443e6;0.474662161;0.929773251;1.578961213
diisopropyl ketone~|~di-isopropyl ketone~|~2,4-dimethyl-3-pentanone;114.188;585.0;3.143479205e6;0.941423695;0.848130489;0.879223572
dipentyl ether~|~di-n-pentylether;158.285;629.7;2.032470268e6;1.05528184;0.949889502;1.036860756
di-tert-butyl succinate;230.304;673.0;1.91136213e6;0.393336158;0.830272194;2.897950549
2-phenylethylamine~|~1-amino-2-phenyl-ethane;121.183;673.0;3.624547356e6;0.398301334;0.853092504;2.499854509
5-methyl-3-hexanol;116.204;605.0;3.026658544e6;1.71958835;0.14532491;0.790206757
1,1,2,2-tetrafluoro-3-(1,1,2,2-tetrafluoroethoxy)propane;232.0732253;510.07;2.580998431e6;0.148353845;0.804306624;3.466927926
4-methyl-2-pentanol;102.177;574.361;4.566493105e6;0.246309373;0.807126719;3.415618721
1,3,5-trimethylcyclohexane~|~1-trans-3,5-trimethylcyclohexane;126.243;597.0;2.655626821e6;0.51364126;0.921532635;1.68901451
1-nitrosopiperidine;114.148;742.0;5.236373514e6;0.57288048;0.923675604;1.669522624
l-menthol~|~dl-menthol~|~(1r,2s,5r)-(-)-2-isopropyl-5-methyl-cyclohexanol;156.269;694.1717;2.665732357e6;1.823212083;0.524273056;0.656036858
1,2-difluorobenzene;114.0948063;566.0;4.272437329e6;0.442757346;0.82014961;1.380529759
ethyl acrylate~|~ethyl propenoate~|~2-propenoicacidethylester;100.117;551.6;3.425303213e6;1.37463075;0.999967345;0.617932341
1,2,3-benzenetriol~|~1,2,3-trihydroxybenzene;126.111;844.0;7.711443028e6;0.739919081;0.892220177;1.985668541
tetrahydrothiophene;88.168;632.035115;5.419886587e6;0.718767499;0.843908373;0.855390543
13-undecylpentacosane;506.988;853.0;523910.7202;0.425797737;0.169634554;1.829799474
1,1-dihydroperfluoroheptanol~|~2,2,3,3,4,4,5,5,6,6,7,7,7-tridecafluoro-1-heptanol;350.0792411;560.0;2.00549933e6;2.228376161;0.412728906;0.764297645
butanethiol~|~1-butanethiol~|~butyl mercaptan~|~n-butyl mercaptan;90.184;570.1;3.946816703e6;0.846090213;0.845141834;0.82010588
diethyl carbonate~|~carbonic acid diethyl ester;118.132;576.0;3.370709061e6;0.531904836;0.872246684;1.848292228
butyne~|~1-butyne~|~ethylacetylene;54.092;460.2;6.527068163e6;1.398626947;0.999984289;0.448706221
2,2-dimethylheptane;128.259;576.651;2.349784379e6;0.537006416;0.918563673;1.716649021
2-octyne;110.2;627.8;3.016162956e6;0.0;0.226509179;0.743758672
bis(2-chloro-1-methylethyl) ether;171.061;657.5;2.871052186e6;1.443492421;0.999973498;0.653567272
1,3-dioxane, 2,4-dimethyl- (cis,trans unspecified);116.16;580.0;3.527443582e6;2.91853055;0.822731977;0.29390733
3,3-dimethylpentane;100.205;536.365276;2.938153104e6;0.431040472;0.81879265;1.372349153
2-methyltetrahydrofuran;86.134;537.02554;3.754520267e6;0.963896079;0.999972455;0.806870135
2-hydroxy-3-chlorobiphenyl;204.653;840.0;2.964137629e6;1.157203598;0.999844956;0.947967098
lauric acid~|~dodecanoic acid~|~n-dodecanoic acid;200.322;743.0;1.989939171e6;1.524802073;0.781427572;1.018737317
2,2,3,3,3-pentafluoropropanol;150.0480158;504.0;3.447025418e6;0.0;0.132922726;1.121455659
phenyl isocyanate;119.123;656.9;3.730218149e6;0.407169103;0.810319666;1.629702831
tert-butylamine~|~2-methyl-2-propanamine;73.139;483.67111;3.848625485e6;2.151134045;0.999975506;0.335707524
thp~|~tetrahydropyran;86.134;571.99989;4.771153568e6;0.808190603;0.999831091;0.899446342
m-propyltoluene~|~1-methyl-3-propylbenzene~|~1-methyl-3-propyl-benzene~|~1-methyl-3-n-propylbenzene;134.222;655.0;2.842181669e6;0.753760257;0.955030698;1.295280125
2,2-dimethylpropyl 2,2-dimethylpropanoic acid;172.268;609.0;2.260000886e6;1.294027916;0.999933996;0.799664375
dibutyl carbonate;174.24;643.0;2.012900241e6;0.266163698;0.816629914;3.186227284
2-heptyne;96.173;603.7;3.365505169e6;0.0;0.262718421;0.697396779
2-methyl-3-pentanone~|~ethyl isopropyl ketone;100.161;569.2;3.398433291e6;1.031131009;0.999968077;0.910734409
1-(2-methoxyethyl)-1h-imidazole;126.159;840.0;5.261193451e6;0.704706867;0.318963175;0.680245608
methylcyclopentene~|~1-methylcyclopentene;82.146;544.0;4.488167146e6;0.167008272;0.850148074;2.546858758
teg~|~triethylene glycol;150.174;777.2220775;3.29165017e6;0.255117682;0.806613717;3.428841729
methyl hydroxyethanoate~|~hydroxyaceticacidmethylester;90.078;617.0;5.155882199e6;0.697387879;0.914784518;1.752430988
tert-butyl mercaptan~|~2-methyl-2-propanethiol;90.184;525.0;4.026786395e6;0.163164651;0.818335787;2.126360618
phenylacetate~|~phenyl ethanoate~|~acetic acid phenyl ester;136.15;685.7;3.607425169e6;1.212295964;0.999934114;0.811613203
3,4-xylenol~|~3,4-dimethylphenol;122.167;729.85999;4.095757583e6;1.986447784;0.999751116;0.492218707
1-iodo-2,6-dimethylbenzene;232.06447;748.0;3.978819853e6;1.223529443;0.997492416;0.717570396
n,n-dimethylhydrazine~|~1,1-dimethylhydrazine;60.1;518.0;5.868997627e6;0.22190042;0.839565858;2.724303981
(e)-4-octene~|~trans-4-octene;112.216;566.3;2.591395081e6;0.147677883;0.821992602;3.066737096
