Clapeyron Database File,,,,,,,,,,,,,,,,,,,
NASAIdeal Coefficients from Modelica.Media.IdealGases.Common.SingleGasesData [csvtype = single],,,,,,,,,,,,,,,,,,,
species,Tmid,a1l,a2l,a3l,a4l,a5l,a6l,a7l,b1l,b2l,a1h,a2h,a3h,a4h,a5h,a6h,a7h,b1h,b2h
SO2FCL,1000.0,36845613,-803.8358949999999,7.52618688,0.01620141782,-1.97059527e-05,1.16625033e-08,-2.759241465e-12,-65035.9819,-12.99745646,-291540.2438,-1107.134423,13.81845158,-0.000325851446,7.184741e-08,-8.230625200000001e-12,3.81292562e-16,-65524.7269,-47.09166446
SO2F2,1000.0,55331.5353,-807.463968,5.28717216,0.02294547775,-2.891025299e-05,1.785631907e-08,-4.4189195e-12,-88994.28820000001,-4.124256607,-340390445,-1309.288764,13.96601541,-0.000384008815,8.45668878e-08,-9.678246870000001e-12,4.48001428e-16,-89019.9414,-51.0927005
SO3,1000.0,-39528.5529,620.857257,-1.437731716,0.02764126467,-3.144958662e-05,1.792798e-08,-4.12638666e-12,-51841.0617,33.91331216,-216692.3781,-1301.022399,10.96287985,-0.000383710002,8.46688904e-08,-9.70539929e-12,4.49839754e-16,-43982.83990000001,-36.55217314
S2,1000.0,35280.9178,-422.215658,4.67743349,0.001724046361,-3.86220821e-06,3.33615634e-09,-9.93066154e-13,16547.67715,-0.7957279032,-15881.28788,631.548088,2.449628069,0.001986240565,-6.50792724e-07,1.002813651e-10,-5.59699005e-15,10855.08427,14.58544515
S2minus,1000.0,10255.58251,-616.6128249999999,8.18205284,-0.00831120358,9.72027416e-06,-5.77547678e-09,1.393690695e-12,-3063.559874,-19.06068041,483020403,-1319.171302,6.03177848,-0.0007965560690000001,2.28224169e-07,-2.504364698e-11,7.28055078e-16,2660.25849,-9.010480319
S2CL2,1000.0,79749.74740000001,-1636.770024,15.83744686,-0.01186906072,1.413008027e-05,-8.48490393e-09,1.981743887e-12,3276.87242,-52.93745205,632881.6,-3442.7058,15.1963735,-0.002960877176,6.88828437e-07,-7.990692529999999e-11,3.69246606e-15,15266.72656,-54.53315445000001
S2F2,1000.0,125290.4041,-1941.243874,13.25382183,-0.001341525124,-2.772465632e-06,3.65816929e-09,-1.299531209e-12,-40672.0825,-45.60828617,-259175.7719,-105.9653069,10.06588551,-2.274618148e-05,5.41234314e-09,-9.91138714e-13,9.62186144e-17,-51476.75180000001,-23.7566614
S2O,1000.0,10927.0331,-95.23099869999999,3.14452543,0.011768542,-1.58026684e-05,1.03764504e-08,-2.70862226e-12,-7500.4719,11.04169896,-144213979,-327.643013,7.24428611,-9.7765383e-05,2.1627127e-08,-2.48278222e-12,1.15177875e-16,-7438.55393,-10.85180744
S3,1000.0,72453.9574,-1162.146759,9.95541368,-0.00415802622,3.24177839e-06,-1.264648239e-09,1.777450535e-13,21462.75475,-25.87525865,-111780.5401,-51.97908390000001,7.03876084,-1.546804022e-05,3.40834041e-09,-3.89686236e-13,1.800860389e-17,15254.06485,-7.610045099
S4,1000.0,119866.4135,-2040.786521,15.10235054,-0.0070411043,5.350405e-06,-2.002348038e-09,2.569940995e-13,24109.09409,-55.03153238,-206833.3537,-96.9615143,10.0724321,-2.895047053e-05,6.38780619e-09,-7.31176743e-13,3.38226529e-17,13211.0953,-23.44872237
S5,1000.0,136137.0439,-2955.476536,26.33358816,-0.0412580653,7.05681403e-05,-5.611095330000001e-08,1.6594572e-11,26753.07046,-106.9711067,-4038495.16,8601.80388,7.4437809,0.001533393812,-2.532718676e-07,2.145210795e-11,-7.213102680000001e-16,-46869.2542,11.04229196
S6,1000.0,97803.0721,-2568.47013,24.67025557,-0.01619983175,1.712334526e-05,-9.74629674e-09,2.486964867e-12,20378.88389,-101.4410309,3686845.06,-7695.0179,18.60721995,0.002290382548,-1.219834021e-06,2.060780798e-10,-1.190354318e-14,60324.8648,-74.90245718
S7,1000.0,123365.5613,-3200.54364,30.15678887,-0.02197472483,2.487892075e-05,-1.506049557e-08,3.76892599e-12,23900.05896,-127.5978171,-272639.6041,-73.7321522,19.05771987,-2.394575885e-05,5.4426713e-09,-6.379663479999999e-13,3.008212993e-17,7308.458830000001,-61.59112428
S8,1000.0,314562.5719,-6116.51016,48.7532754,-0.0624179465,7.42183175e-05,-3.72644931e-08,5.79942988e-12,35738.9084,-228.8701977,-8727921.13,12216.27968,22.09959617,-0.00349406483,1.397604162e-06,-2.169815281e-10,1.212304364e-14,-86581.10819999999,-64.35742508
Sc,1000.0,-3700.80594,169.2506026,1.842242597,0.001364835821,-1.580085847e-06,9.61311115e-10,-2.392381918e-13,43852.1524,10.72781921,8810382.649999999,-27112.32975,34.7658866,-0.01861104581,5.290283900000001e-06,-6.58540806e-10,2.997850429e-14,216246.0097,-222.5618519
Scplus,1000.0,-5884.93016,147.9044408,2.009576456,0.000738956697,-6.61796482e-07,6.84107376e-10,-2.164125532e-13,120843.9139,10.2657062,1973658531,-4954.3841,6.36062735,-0.000716878592,2.464991123e-08,9.63237379e-12,-8.544709642000001e-16,154342.3764,-22.61925782
Scminus,1000.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,41657.4639,8.27042072,0.0,0.0,2.5,0.0,0.0,0.0,0.0,41657.4639,8.27042072
ScO,1000.0,-3136.784613,227.1981685,0.885075732,0.01052430774,-1.431954596e-05,9.65235107e-09,-2.586210633e-12,-8550.79877,20.12706847,1224192443,-3918.91572,8.67984881,-0.001995893306,4.06698985e-07,-1.504459913e-11,-8.4729989e-16,16773.22594,-29.51656272
ScOplus,1000.0,45885.6027,-336.711437,3.5272064,0.0039888503,-5.568985429999999e-06,3.65028119e-09,-9.3564915e-13,68383.5079,4.3398127,-1814357141,5853.42532,-3.65710121,0.00573436451,-2.092878161e-06,3.69564502e-10,-2.214038347e-14,29553.64078,56.6088941
ScO2,1000.0,47947.00960000001,-429.835859,3.4172065,0.01361338544,-2.047465023e-05,1.455906041e-08,-4.03808769e-12,-48610.4953,7.67001333,-190390.2542,-231.558882,7.17210491,-6.85920964e-05,1.510998557e-08,-1.727951588e-12,7.9889805e-17,-51129.74750000001,-10.90764597
Sc2O,1000.0,25500.02615,-307.7608607,4.67121504,0.008696142249999999,-1.283873116e-05,8.988966810000001e-09,-2.461994147e-12,-2614.951944,2.92001718,-135088.0396,-185.4540692,7.13829408,-5.52943214e-05,1.221589315e-08,-1.400490463e-12,6.48885811e-17,-4240.235140000001,-9.37271095
Sc2O2,1000.0,3468.44549,261.7988314,-0.3052099624,0.0307610407,-4.18347836e-05,2.794218425e-08,-7.41267205e-12,-61440.1321,29.15248555,-297734.8677,-580.367792,10.43318377,-0.0001734165462,3.83608979e-08,-4.403078029999999e-12,2.042208922e-16,-59648.6628,-28.55828369
Si,1000.0,98.3614081,154.6544523,1.87643667,0.001320637995,-1.529720059e-06,8.95056277e-10,-1.95287349e-13,52635.1031,9.69828888,-616929885,2240.683927,-0.444861932,0.001710056321,-4.10771416e-07,4.55888478e-11,-1.889515353e-15,39535.5876,26.79668061
Siplus,1000.0,-43297.9188,679.5894490000001,0.2257046144,0.004118600490000001,-4.234881599999999e-06,2.327995626e-09,-5.318388059e-13,145203.9813,19.3465051,59193.9023,-48.5673095,2.556312024,-3.50339716e-05,1.190298787e-08,-2.082923821e-12,1.471452049e-16,149143.1392,5.24426714
Siminus,1000.0,-794.014667,5.56741842,2.499837183,-9.48139446e-05,3.17124693e-07,-4.19132318e-10,2.03592438e-13,36364.4338,5.27011984,-6162070.100000001,18833.10402,-18.9930245,0.01111021657,-2.535790208e-06,2.699962923e-10,-1.105062911e-14,-83140.8931,159.5298253
SiBr,1000.0,7370.283350000001,-505.106296,8.28059104,-0.0100538392,1.35705092e-05,-9.1154499e-09,2.447477685e-12,21844.05475,-16.62032657,1317799.94,-3669.79502,8.51168612,-0.001987602041,5.03541489e-07,-4.49012019e-11,8.23567007e-16,43328.5155,-24.67075472
SiBr2,1000.0,23866.16151,-641.569347,9.34587911,-0.00479290414,5.58253847e-06,-3.45531238e-09,8.80033894e-13,-5014.75702,-17.40767596,-51473.4394,-12.77719997,7.01020224,-4.29633186e-06,9.87765197e-10,-1.168133105e-13,5.54668138e-18,-8319.54225,-3.61182661
SiBr3,1000.0,39728.0686,-1066.475023,13.80836232,-0.00764111472,8.77586583e-06,-5.37243085e-09,1.356453455e-12,-16517.95623,-37.8405537,-88880.24740000001,-22.67879074,10.01791167,-7.48115075e-06,1.70924269e-09,-2.011596627e-13,9.51553415e-18,-22030.26938,-15.37574366
SiBr4,1000.0,68210.8674,-1520.370776,18.1045336,-0.00973468842,1.072367466e-05,-6.34385829e-09,1.5572282e-12,-46165.8521,-59.7612063,-127140.9281,-37.6808795,13.02910642,-1.194958251e-05,2.693843051e-09,-3.137193207e-13,1.471642663e-17,-54089.9883,-29.4038433
SiC,1000.0,-6223.330889999999,314.1790457,0.389313083,0.0118750754,-1.639277197e-05,1.131808223e-08,-3.045324231e-12,86062.2773,23.10166717,-62688.06030000001,720.983692,2.162879732,0.002201299585,-6.569466590000001e-07,9.17711026e-11,-4.96916674e-15,83212.2585,16.01675317
SiC2,1000.0,-41196.2899,686.974718,0.02361343691,0.01532939217,-1.435588838e-05,6.37522874e-09,-1.059204957e-12,71308.9071,28.28850316,7026893.09,-24661.48437,39.15453030000001,-0.02002884068,6.30735369e-06,-8.84838351e-10,4.53054985e-14,226732.5155,-236.6622024
SiCL,1000.0,12485.08319,-204.4170347,4.97707085,-0.0005160756260000001,2.931980374e-07,-3.66661523e-12,-3.39303713e-14,16865.28019,-0.226395724,376729456,-1147.956509,5.73540843,-0.0005784890810000001,1.517304648e-07,-1.291391394e-11,1.55462842e-16,23062.78401,-6.098515228
SiCL2,1000.0,53055.5097,-1015.842786,10.32848185,-0.00621226752,6.7158254e-06,-3.90880164e-09,9.46173215e-13,-16502.18093,-26.49925756,-80508.7157,-26.61025523,7.02041472,-8.335824719999999e-06,1.871092411e-09,-2.171552767e-13,1.015849895e-17,-21812.94885,-6.638764238
SiCL3,1000.0,86917.08459999999,-1677.556857,15.1151906,-0.008937031,9.09735353e-06,-5.01457996e-09,1.155962016e-12,-34774773,-50.87215506,-147718.0114,-53.3520098,10.04043521,-1.63512106e-05,3.64194011e-09,-4.20060059e-13,1.955201587e-17,-43605.7165,-20.06632444
SiCL4,1000.0,117164.6285,-2185.821461,19.08250496,-0.00963633572,8.836847690000002e-06,-4.3600424e-09,8.94023243e-13,-72128.0211,-73.01532221000001,-210033.0761,-84.76107710000001,13.06364027,-2.55402042e-05,5.65381847e-09,-6.48875267e-13,3.008025543e-17,-83722.6813,-35.92584781
SiF,1000.0,14782.23768,13.57998649,2.324182643,0.00713285118,-1.022951215e-05,7.14839647e-09,-1.964689785e-12,-3995.38065,12.31128121,-365363788,872.286004,3.37721827,0.000750815243,-2.308898619e-07,3.7667818e-11,-2.143080403e-15,-10116.97664,8.96813282
SiFCL,1000.0,41769.5464,-592.657538,6.40977071,0.00464168261,-7.978461910000001e-06,6.00872837e-09,-1.720953157e-12,-43982.9607,-6.259737448,-128469.8945,-124.7550173,7.09289385,-3.70731177e-05,8.175173009999999e-09,-9.35643521e-13,4.32854434e-17,-47233.0972,-8.337392708
SiF2,1000.0,40532.3665,-399.763756,4.05530388,0.01153423049,-1.757586754e-05,1.260369111e-08,-3.51710522e-12,-70477.7046,3.87985442,-167520.0202,-184.621209,7.13698635,-5.45076986e-05,1.199012961e-08,-1.369470187e-12,6.32488999e-17,-72874.0102,-11.17933348
SiF3,1000.0,57553.6998,-717.959577,5.37939694,0.01813065142,-2.738373356e-05,1.94651947e-08,-5.39079056e-12,-117763.1169,-3.44290204,-290328.3702,-342.787694,10.25536335,-0.000101979669,2.250326132e-08,-2.577117181e-12,1.192923177e-16,-121808.8967,-27.25261142
SiF4,1000.0,10696.70784,-95.69638640000001,2.513988593,0.0330978103,-4.57304408e-05,3.091834452e-08,-8.26930405e-12,-195625.2529,11.33722022,-384589232,-656.997991,13.4892572,-5.10047136e-05,5.34632958e-08,-4.95959811e-12,2.299314375e-16,-195728.4479,-46.7389465
SiH,1000.0,-6426.676299999999,74.1725121,3.9734916,-0.00414940888,1.022918384e-05,-8.592386360000002e-09,2.567093743e-12,42817.45800000001,2.24693715,404208649,-2364.796524,7.62749914,-0.002496591233,1.10843641e-06,-1.943991955e-10,1.136251507e-14,57047.3768,-24.48054429
SiHplus,1000.0,-43071.5717,388.495824,2.546166863,-0.0006686325980000001,5.186277020000001e-06,-4.81856974e-09,1.44570264e-12,134907.9707,9.02795009,171169.2033,-1045.807287,4.83864824,0.0001277940891,-6.88387245e-08,1.41884348e-11,-7.85531696e-16,143172145,-7.55329914
SiHBr3,1000.0,132281.1122,-2205.365507,17.75084194,-0.01047794569,1.286821723e-05,-7.74312426e-09,1.819060891e-12,-28349.92682,-63.3119954,219997.3526,-2024.458552,14.35781007,-0.000503701584,1.054049755e-07,-1.160828765e-11,5.21725768e-16,-28420.86214,-45.3643717
SiHCL,1000.0,59096.73050000001,-878.006403,7.99968793,-0.00466314127,8.594986e-06,-6.608073550000001e-09,1.868076396e-12,9567.57034,-16.90014311,101215289,-1163.239598,7.37636655,0.0001874151313,-1.661351093e-07,3.96441404e-11,-2.64058008e-15,11410.64087,-15.07678798
SiHCL3,1000.0,165956.5586,-2552.498122,17.50117375,-0.00788572866,8.09256749e-06,-3.9804206e-09,7.05917332e-13,-49513.16600000001,-67.58519052999999,172864.4072,-2116.727327,14.41802307,-0.000525524962,1.098826178e-07,-1.209327059e-11,5.432187049999999e-16,-51303.5194,-50.36360893000001
SiHF,1000.0,21925.98671,-61.7522908,2.127372739,0.01123538312,-1.322503985e-05,8.30730739e-09,-2.010545971e-12,-20169.94845,13.67184876,4049752.24,-9295.52682,10.71754366,0.00186812422,-1.129820372e-06,1.9602501e-10,-1.144682011e-14,41332252,-47.363176
SiHF3,1000.0,83258.7939,-817.8594459999999,4.04171724,0.02726104628,-3.78783148e-05,2.630589305e-08,-7.2895825e-12,-141614.6961,1.382806532,78201008,-2592.742261,14.75104214,-0.00065310472,1.372428937e-07,-1.516371051e-11,6.83249715e-16,-133661.1887,-58.5145095
SiHI3,1000.0,111384.0054,-1974.457175,17.91396249,-0.01219208519,1.613169233e-05,-1.038096942e-08,2.613287761e-12,-2256.377425,-59.9545513,227942.4252,-1898.603142,14.28134804,-0.000477602695,1.003097496e-07,-1.107859145e-11,4.990338200000001e-16,-1614.547674,-41.2294307
SiH2,1000.0,-20638.63564,330.58622,2.099271145,0.00354253937,3.37887667e-06,-5.38384562e-09,2.081191273e-12,30117.84298,12.8233357,4624039.37,-11434.3611,12.6488087,0.00091148995,-8.766611539999999e-07,1.646297357e-10,-9.965090370000001e-15,107247.5101,-66.0607807
SiH2Br2,1000.0,165152.8003,-2468.145554,16.08639427,-0.0094138409,1.407423872e-05,-9.24075145e-09,2.255641666e-12,-12764.82614,-59.4537432,566585144,-3973.91962,15.67387912,-0.0009943802290000002,2.084856022e-07,-2.299521351e-11,1.034736283e-15,-2990.69018,-61.9047652
SiH2CL2,1000.0,189428.1754,-2650.960252,15.49874174,-0.006533130749999999,9.30609826e-06,-5.63969867e-09,1.213664264e-12,-27209.12007,-60.06331649,540020458,-4062.33729,15.73118788,-0.001015038389,2.127060243e-07,-2.345079226e-11,1.054871984e-15,-18230.98225,-65.44540499
SiH2F2,1000.0,127218.8427,-1241.72431,4.89943589,0.02123882008,-2.7257087e-05,1.860857446e-08,-5.22660433e-12,-89804.66919999999,-5.1118155,472653.4080000001,-4388.51769,15.96032597,-0.001102993658,2.315838331e-07,-2.556974559e-11,1.151499711e-15,-73161.8446,-70.9898927
SiH2I2,1000.0,153996.3319,-2414.436989,16.84409354,-0.0121203758,1.808453226e-05,-1.207740133e-08,3.040799276e-12,5073.07325,-60.9872082,594239083,-3924.81448,15.63850289,-0.0009805706340000001,2.054871384e-07,-2.265587199e-11,1.019168663e-15,15136.27352,-59.4081252
SiH3,1000.0,4341.14282,227.7185085,0.650825035,0.01221438558,-4.34760427e-06,-1.774916828e-09,1.184191367e-12,22599.93826,19.68347482,605632122,-4721.254059999999,13.29129523,-0.001256824868,2.68828594e-07,-3.010741582e-11,1.370945857e-15,49744.2064,-61.405031
SiH3Br,1000.0,152106.5525,-1987.744479,11.31460743,-0.001806099407,7.76926247e-06,-6.233478169999999e-09,1.585331846e-12,-924.886888,-38.4646369,927928578,-5917.93579,16.99209298,-0.001487507364,3.123451161e-07,-3.44907147e-11,1.553431675e-15,22415.60128,-79.4861159
SiH3CL,1000.0,163338.8301,-2030.302118,10.68016138,0.0004942370140000001,4.30517476e-06,-3.74832727e-09,8.89350421e-13,-8180.71498,-36.88956824,908778094,-5958.94956,17.02076016,-0.001498450667,3.146813781e-07,-3.47516846e-11,1.565281681e-15,14937.93206,-81.27277864
SiH3F,1000.0,126783629,-1177.593516,4.49918896,0.01658543011,-1.678598921e-05,1.019153931e-08,-2.803920232e-12,-40103.9297,-4.48108092,862431317,-6103.37057,17.12733597,-0.001540724131,3.23962872e-07,-3.58105689e-11,1.61415138e-15,-12614.87616,-83.9922721
SiH3I,1000.0,145938.4799,-1982.982746,11.96516737,-0.00393750595,1.087991733e-05,-8.43313592e-09,2.196078188e-12,8063.20831,-40.6455332,936114918,-5859.72029,16.95376698,-0.00147349713,3.094475885e-07,-3.41746247e-11,1.539334807e-15,31274.99231,-78.0170008
SiH4,1000.0,78729.9329,-552.608705,2.498944303,0.01442118274,-8.46710731e-06,2.726164641e-09,-5.43675437e-13,6269.66906,4.96546183,1290378.74,-7813.39978,18.28851664,-0.001975620946,4.15650215e-07,-4.59674561e-11,2.072777131e-15,47668.8795,-98.0169746
SiI,1000.0,94920.8134,-1573.960062,12.37908109,-0.0159386482,1.692049005e-05,-9.215558319999999e-09,2.046186848e-12,37797.3567,-40.6640785,852940.2790000001,-2442.039471,7.72297752,-0.001985601243,6.542866629999999e-07,-9.49415829e-11,4.89004137e-15,45781.6094,-17.33975081
SiI2,1000.0,11633.52403,-451.448217,8.70797813,-0.00358066493,4.25371443e-06,-2.673478266e-09,6.89155898e-13,11262.47142,-11.55818335,10021.68907,14.33017148,6.70133055,0.00039607699,-2.073866165e-07,4.5534571e-11,-3.01679828e-15,9007.368100000002,0.2887336913
SiN,1000.0,-14646.72152,137.4993497,3.67850858,-0.0061584992,2.309417067e-05,-2.294461481e-08,7.39566568e-12,46732.1299,6.494564115,-2932685132,5853.68859,1.321451677,0.001258329284,-3.77388636e-07,6.88776104e-11,-4.18984259e-15,6527.14881,25.53145732
SiO,1000.0,-47227.7105,806.3137640000001,-1.636976133,0.01454275546,-1.723202046e-05,1.04239734e-08,-2.559365273e-12,-16665.85903,33.557957,-176513.4162,-31.9917709,4.47744193,4.59176471e-06,3.55814315e-08,-1.327012559e-11,1.613253297e-15,-13508.4236,-0.838695733
SiO2,1000.0,-33629.4878,473.407892,0.2309770671,0.01850230806,-2.242786671e-05,1.364981554e-08,-3.35193503e-12,-42264.8749,22.95803206,-146403.1193,-626.144106,7.96456371,-0.0001854119096,4.09521467e-08,-4.69720676e-12,2.17805428e-16,-37918.3477,-20.45285414
SiS,1000.0,35994.4929,-423.9723299999999,4.65401442,0.001588470782,-3.31025436e-06,2.706096479e-09,-8.113517820000001e-13,14115.15571,-1.183201858,-2102323897,6228.83618,-3.004120882,0.004495499930000001,-1.368821364e-06,1.998097253e-10,-9.8820358e-15,-27955.38166,54.05828786
SiS2,1000.0,43977.4566,-743.001312,7.94158836,0.00203808373,-4.6463376e-06,3.84801436e-09,-1.157260149e-12,2801.077853,-17.36888325,-126648.9071,-97.7423522,7.57280368,-2.905413928e-05,6.40558784e-09,-7.329273340000001e-13,3.38981978e-17,-1244.672263,-13.52710463
Si2,1000.0,12375.96221,-102.4904376,4.35484852,0.001281063335,-2.531991623e-06,2.265694244e-09,-7.001290140000001e-13,69069.4285,3.2511252,1370060657,-4207.06004,9.33743289,-0.002749217168,9.58634596e-07,-1.372449748e-10,6.765028100000001e-15,95108.84539999999,-31.6838519
Si2C,1000.0,-4553.3662,131.4796415,2.469106923,0.0127652068,-1.656910776e-05,1.065289663e-08,-2.739192976e-12,64700.4992,14.6883898,-125382.9442,-341.427779,7.25436533,-0.0001017635503,2.250902158e-08,-2.584074852e-12,1.198884876e-16,66080.0938,-11.46216579
Si2F6,1000.0,15807.6745,-297.5292881,7.5125915,0.0455279623,-6.42187684e-05,4.357408730000001e-08,-1.166762282e-11,-288670.7444,-7.72178477,-918630314,157.3948683,21.41256129,-0.0002681898667,7.21228011e-08,-9.18425266e-12,4.53723836e-16,-296617.6753,-78.4902247
Si2N,1000.0,23182.71938,-367.484379,5.4096586,0.0081763894,-1.220312934e-05,8.5806091e-09,-2.354927059e-12,48092.7803,-3.042205654,-280502.6986,250.2366876,7.0924561,0.0002853120795,-9.79210181e-08,1.552154244e-11,-8.03626045e-16,43420.1479,-10.0957091
Si3,1000.0,-11142.08177,157.5785843,2.486135003,0.01631637255,-2.208240021e-05,1.372008287e-08,-3.2623307e-12,73282.53850000001,15.88081347,-1699395561,4697.81538,2.618198124,0.001959082075,-2.581160603e-07,6.10344486e-12,6.08630924e-16,42779.1681,25.86540384
Sn,1000.0,-124869.2263,1618.84119,-4.60239735,0.01045433308,2.99826555e-06,-1.068699386e-08,4.32342131e-12,27483.64008,48.0506723,-5145695.64,11405.75108,-4.17963206,0.002236390679,-3.60321977e-07,2.440237836e-11,-2.937628285e-16,-42150.1357,59.81450930000001
Snplus,1000.0,-5571.29778,122.2323189,1.566361415,0.00339706141,-6.31292229e-06,5.58545208e-09,-1.68902134e-12,120902412,11.62634765,4622916.850000001,-11859.58712,12.37026473,-0.002773624217,3.09851349e-07,-5.362951439999999e-12,-8.663474691e-16,199432.2977,-68.3710828
Snminus,1000.0,272279.6,-3369.9358,17.43906405,-0.02810527618,2.790684767e-05,-1.442400675e-08,3.070159757e-12,37532.2775,-80.0785697,-64477.1322,743.05551,1.921380256,0.0002361623997,-5.28066836e-08,6.10233938e-12,-2.843422486e-16,16457.39414,12.65436865
SnBr,1000.0,25641.93542,-525.912233,7.68741069,-0.00965420542,1.482863248e-05,-9.94223698e-09,2.475051091e-12,10204.83889,-11.26550396,1815578541,-6728.26458,13.32464516,-0.0046081023,1.236439537e-06,-1.528863587e-10,6.971513500000001e-15,49255.8309,-56.4096278
SnBr2,1000.0,-4995.75306,-136.6498896,7.54356385,-0.001181772507,1.442445852e-06,-9.254217260000001e-10,2.423731634e-13,-15755.06969,-3.59558402,-19408.94091,-2.335607932,7.00196926,-8.622241869999999e-07,2.039869794e-10,-2.464780359e-14,1.189850894e-18,-16448.28122,-0.434935475
SnBr3,1000.0,-8050.41647,-289.7962523,11.14443355,-0.002475383807,3.01005135e-06,-1.92569532e-09,5.032605089999999e-13,-20700.66649,-18.95965383,-38930.0453,-4.99084417,10.00418437,-1.82499691e-06,4.30564666e-10,-5.19188793e-14,2.502455595e-18,-22172.99473,-12.29854098
SnBr4,1000.0,-5832.84092,-427.019847,14.67466525,-0.00360426323,4.366686289999999e-06,-2.78587513e-09,7.26508787e-13,-40829.1645,-34.4710436,-51768.1292,-7.42612695,13.00619502,-2.692587978e-06,6.3367598e-10,-7.62708719e-14,3.671112e-18,-43001.6634,-24.71455118
SnCL,1000.0,33515.4973,-683.220862,8.39391773,-0.01164434373,1.812159499e-05,-1.26199917e-08,3.29521347e-12,6051.79089,-16.67834578,774160568,-3602.04848,9.74905982,-0.002596198909,6.36771216e-07,-6.75429557e-11,2.484167602e-15,24424.47662,-32.25454098
SnCL2,1000.0,9524.6659,-432.984564,8.64472028,-0.00345840961,4.11785203e-06,-2.592639269e-09,6.6923636e-13,-24329.21127,-12.99143851,-39035.88490000001,-7.94796268,7.00648762,-2.776594714e-06,6.461341420000002e-10,-7.1190674e-15,3.68813118e-18,-26545.29653,-3.368081174
