Clapeyron Database File,,,,,,,,,,,,,,,,,,,
NASAIdeal Coefficients from Modelica.Media.IdealGases.Common.SingleGasesData [csvtype = single],,,,,,,,,,,,,,,,,,,
species,Tmid,a1l,a2l,a3l,a4l,a5l,a6l,a7l,b1l,b2l,a1h,a2h,a3h,a4h,a5h,a6h,a7h,b1h,b2h
GeCL2,1000.0,18385.36673,-582.720534,9.16140466,-0.00446478603,5.24487355e-06,-3.26806721e-09,8.36757542e-13,-19757.98598,-17.3432163,-48901.28920000001,-11.26210418,7.00906353,-3.83918073e-06,8.86563357e-10,-1.05200054e-13,5.00842222e-18,-22752.54424,-4.656641298
GeCL3,1000.0,19358.59579,-834202,13.1270253,-0.006511390020000001,7.69627748e-06,-4.81854173e-09,1.238399959e-12,-30972.18753,-35.52547183999999,-75744.9982,-15.7921342,10.01278835,-5.44173831e-06,1.260936724e-09,-1.500137106e-13,7.15640081e-18,-35251.3172,-17.19719944
GeCL4,1000.0,65028.7041,-1652.48276,18.81327,-0.0115242681,1.31080998e-05,-7.96195611e-09,1.99750504e-12,-55700.5239,-67.54438135,-137626121,-36.037695,13.0281667,-1.16495696e-05,2.63619338e-09,-3.07292672e-13,1.43980875e-17,-64262.8178,-33.18158305
GeF,1000.0,50170.9782,-439.555252,2.990864513,0.01252766738,-2.337593226e-05,1.841631179e-08,-5.398492260000001e-12,-7093.5164,7.064248931,-515048058,1659.711777,2.999610299,0.0008198511679999999,-2.271982948e-07,3.62418386e-11,-2.133840473e-15,-20515.29487,13.7315423
GeF2,1000.0,75430.9708,-1108.456469,9.07889827,-0.001445630636,-6.57532232e-07,1.475344103e-09,-5.81122027e-13,-65106.8555,-22.00457134,-127532.7716,-71.6259135,7.05300237,-2.101910441e-05,4.6078937e-09,-5.24639467e-13,2.416218951e-17,-71126.3763,-8.483841439
GeF3,1000.0,111412.1569,-1776.90803,13.52166477,-0.002983622949,-3.61274975e-08,1.621528436e-09,-7.19901178e-13,-90382.62960000001,-45.68760023,-206958.0129,-111.0233803,10.08234122,-3.27167626e-05,7.1838967e-09,-8.19038812e-13,3.77632244e-17,-99997.4909,-23.0346594
GeF4,1000.0,111981.8968,-1636.85963,12.31371005,0.01025446325,-1.893783072e-05,1.476849261e-08,-4.32517411e-12,-137426.5128,-41.04202391000001,-325303268,-253.8279448,13.18792173,-7.46005855e-05,1.637384721e-08,-1.866482733e-12,8.605530500000001e-17,-146617.6526,-41.22237561
GeH4,1000.0,-256839.8191,-41.3281145,7.75511628,0.002129640783,7.25505361e-07,-5.09631401e-10,1.431608261e-13,7881.53804,-20.30107999,-3809805.88,10931.67093,-5.14967541,0.009485931369999999,-1.649459859e-06,1.419674126e-10,-5.00463975e-15,-61585.1852,71.68961273
GeI,1000.0,-74383.08219999999,1033.759595,-1.520491112,0.01555125152,-1.683415215e-05,8.383557809999999e-09,-1.550875391e-12,19129.20413,39.59395473,-213314.8437,-295.3079008,6.87660736,-0.002102579132,8.59629938e-07,-1.44769276e-10,8.40104279e-15,24523.26136,-8.549783749
GeO,1000.0,-6781.22563,279.1946972,0.619895286,0.01111378013,-1.501027092e-05,1.006783003e-08,-2.687101932e-12,-6711.84743,21.56441027,-1044508485,2734.866048,1.298071298,0.001832638634,-5.06098635e-07,6.37495802e-11,-2.172371872e-15,-23621.04658,23.50906051
GeO2,1000.0,-3824.17383,156.3451633,1.694198285,0.01756205059,-2.418270032e-05,1.632388154e-08,-4.36895786e-12,-14775.3488,15.56926515,-172734.7526,-296.1154443,7.72072625,-8.82493339e-05,1.949874702e-08,-2.235834829e-12,1.036128507e-16,-13879.83288,-16.69845695
GeS,1000.0,36610.1843,-565.9653500000001,6.15293641,-0.002746908039,2.733435196e-06,-1.460209187e-09,3.27870947e-13,12741.75754,-7.70565946,-2351367441,7211.58186,-4.36252631,0.00545173775,-1.721002774e-06,2.632908084e-10,-1.39437404e-14,-35833.1725,65.05566891
GeS2,1000.0,55436836,-1024.826697,10.57594552,-0.00528788391,5.29580308e-06,-2.87252953e-09,6.51902755e-13,17355.79668,-29.91719536,-89709.8036,-33.64377,7.52543372,-1.026368137e-05,2.282230718e-09,-2.62874877e-13,1.222218614e-17,11952.32103,-11.35170616
Ge2,1000.0,216197.8929,-3079.621733,18.88047728,-0.02604825861,2.27915135e-05,-9.02835127e-09,1.146806387e-12,70324.02549999999,-79.01095968,1969461258,-5248.6871,10.58277303,-0.00333655151,1.052745838e-06,-1.484534793e-10,7.47543176e-15,89256.65990000001,-37.50233948
H,1000.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,25473.70801,-0.446682853,60.78774250000001,-0.1819354417,2.500211817,-1.226512864e-07,3.73287633e-11,-5.68774456e-15,3.410210197e-19,25474.86398,-0.448191777
Hplus,1000.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,184021.4877,-1.140646644,0.0,0.0,2.5,0.0,0.0,0.0,0.0,184021.4877,-1.140646644
Hminus,1000.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,15976.15494,-1.139013868,0.0,0.0,2.5,0.0,0.0,0.0,0.0,15976.15494,-1.139013868
HALO,1000.0,26686.71568,-466.321459,5.38380021,0.002902425002,-2.24367761e-07,-1.516294323e-09,6.95173766e-13,1235.914473,-6.50883752,78474.6705,-1515.62885,8.57277623,-0.0004142611439999999,8.9350817e-08,-1.007036446e-11,4.60801725e-16,6663.24189,-26.72948642
HALO2,1000.0,3544.59891,115.9819104,0.863797069,0.02460875785,-3.42316012e-05,2.373182987e-08,-6.46760883e-12,-44495.06140000001,20.12317065,698570544,-2864.935042,10.86721494,-5.3683127e-05,-2.836877559e-08,6.29164119e-12,-3.88903311e-16,-27643.92495,-37.7588634
HBO,1000.0,63609.7503,-800.1557590000001,6.21881613,-0.000780167998,3.141286759e-06,-2.031853478e-09,3.73855289e-13,-22402.8291,-13.26952393,886186.0229999999,-3913.06805,9.8886448,-0.0008222269139999999,1.621530554e-07,-1.703550237e-11,7.372740020000001e-16,-3161.852029,-40.3681272
HBOplus,1000.0,65244.7147,-704.733736,5.29427187,0.001308494598,2.088343622e-06,-2.564100339e-09,8.198981249999999e-13,143929.3436,-6.81674923,18360.83606,-1212.975446,6.82290196,0.0009142272500000001,-2.665355457e-07,3.29704981e-11,-1.530684082e-15,146361.7504,-16.99646159
HBO2,1000.0,6225.08747,75.6615369,1.253406833,0.01748006535,-1.982688351e-05,1.22965646e-08,-3.153609847e-12,-68785.8878,17.67793507,1049369185,-4479.145479999999,11.97755861,-0.00047357434,6.08020714e-08,-3.64156544e-12,6.15597317e-17,-42211.4947,-49.11366819999999
HBS,1000.0,56499.66209999999,-546.640995,3.63645839,0.00996365767,-1.395090386e-05,1.032834167e-08,-3.047186722e-12,7919.86053,1.182455314,-202183.6183,-505.202662,6.41521828,0.001049432932,-3.68314669e-07,5.34296831e-11,-2.154140451e-15,6485.47562,-13.31379864
HBSplus,1000.0,148950.9163,-1847.661736,11.4745802,-0.009476828369999999,1.110746739e-05,-6.175558610000001e-09,1.336853512e-12,143782.2395,-41.13512498,661065836,-2791.498527,9.13126764,-0.000506379529,7.75121314e-08,-4.19113293e-12,2.687149095e-17,151073.4114,-30.81426166
HCN,1000.0,90982.8693,-1238.657512,8.72130787,-0.00652824294,8.87270083e-06,-4.808886669999999e-09,9.3178985e-13,20989.1545,-27.46678076,1236889278,-4446.732410000001,9.73887485,-0.000585518264,1.07279144e-07,-1.013313244e-11,3.34824798e-16,42215.1377,-40.05774072000001
HCO,1000.0,-11898.51887,215.1536111,2.730224028,0.001806516108,4.98430057e-06,-5.81456792e-09,1.869689894e-12,2905.75564,11.3677254,694960.6120000001,-3656.22338,9.60473117,-0.001117129278,2.875328019e-07,-3.62624774e-11,1.808329595e-15,25437.0444,-35.8247372
HCOplus,1000.0,157344.2506,-1867.692159,10.99235423,-0.01211637888,1.659091514e-05,-1.016592642e-08,2.391234771e-12,108493028,-40.7826162,1219060653,-4714.29489,10.21192493,-0.000885451707,1.667408026e-07,-1.683285548e-11,7.04005178e-16,127798.9027,-43.5115846
HCCN,1000.0,2994.114377,-440.466068,6.94003641,0.00384630496,-1.264728529e-06,-3.63923513e-10,2.748929104e-13,73708.7864,-13.15302591,939562031,-4091.06775,12.72233302,-0.000687440531,1.231169968e-07,-1.186956238e-11,4.76061035e-16,95851.6482,-52.48695794
HCCO,1000.0,69596.12700000001,-1164.594402,9.45661626,-0.002331240632,5.1618736e-06,-3.52616997e-09,8.59914323e-13,25350.03992,-27.26355351,1093922002,-4498.228209999999,12.46446433,-0.00063433174,1.108549019e-07,-1.125488678e-11,5.68915194e-16,46522803,-50.9907043
HCL,1000.0,20625.88287,-309.3368855,5.27541885,-0.00482887422,6.1957946e-06,-3.040023782e-09,4.916790029999999e-13,-10677.82299,-7.309305408,915774951,-2770.550211,5.97353979,-0.000362981006,4.73552919e-08,2.810262054e-12,-6.65610422e-16,5674.95805,-16.42825822
HD,1000.0,25191.20338,-276.1004999,4.64444129,-0.002082376844,1.418070803e-06,2.839893835e-10,-3.20233103e-13,391.361643,-9.39539612,845583.0000000001,-1956.578537,4.40437387,0.000575168109,-2.131983152e-07,4.03612668e-11,-2.727170705e-15,12272.54163,-10.84742878
HDplus,1000.0,-80700.73049999999,879.643258,0.0596893216,0.005418181009999999,-2.021515155e-06,-4.94526165e-10,4.09293565e-13,174499.2497,19.34281193,1340083.03,-5730.069570000001,12.13836576,-0.00524333812,1.976302344e-06,-3.30657353e-10,1.937902763e-14,213534.8051,-61.2875839
HDO,1000.0,-27377.95356,431.0503899999999,1.558479899,0.005764969149999999,-4.85512936e-06,3.38299017e-09,-1.040863879e-12,-32732.2645,14.87751891,1711376798,-5322.8723,9.12435152,-0.000340066415,4.152343519999999e-08,-4.78076857e-14,-1.46803517e-16,3245.22468,-37.7460068
HDO2,1000.0,-32164.7665,749.2334460000001,-1.957676212,0.02412802791,-2.915946684e-05,1.930016324e-08,-5.22698631e-12,-21510.59175,36.7240674,1313180619,-5175.63712,12.16490975,-0.000613669948,1.227560176e-07,-1.079624939e-11,3.87401372e-16,13032.0967,-50.85276870000001
HF,1000.0,-3192.09897,59.8680772,3.055113902,0.001684673783,-3.28739483e-06,3.095923617e-09,-9.76469161e-13,-34184.4316,3.29490412,725708904,-1484.797741,3.85552747,0.000713898985,-2.106757333e-07,3.050092453e-11,-1.639495583e-15,-23554.5666,-3.20385683
HI,1000.0,18728.8173,-343.178884,5.95671243,-0.0085434396,1.454780274e-05,-1.049104164e-08,2.839734003e-12,3682.95072,-8.14975609,472492145,-1923.465741,5.75804897,-0.000406626638,9.474332049999999e-08,-1.033534431e-11,4.61161479e-16,13948.57037,-11.82487652
HNC,1000.0,48706.2064,-989.1456249999999,9.72215389,-0.01113593916,1.668862707e-05,-1.113940941e-08,2.893600868e-12,26646.79758,-31.04826344,1198791.66,-3918.94186,9.11802009,-0.00034177611,3.31480968e-08,-5.70157474e-13,-7.789455389999999e-17,46588103,-34.68575882
HNCO,1000.0,75424.6008,-955.093777,6.72570587,0.0047056875,-4.95947551e-06,3.69425512e-09,-1.164859121e-12,-10681.49742,-13.65584762,1253216926,-5021.091539999999,12.47789314,-0.000689165525,1.097738448e-07,-9.3064038e-12,3.24260695e-16,14531.55559,-53.06419819
HNO,1000.0,-68547.6486,955.16272,-0.600072021,0.00799517675,-6.54707916e-07,-3.6705134e-09,1.783392519e-12,6435.35126,30.48166179,-5795614.98,19454.57427,-21.52568374,0.01797428992,-4.97604067e-06,6.397924169999999e-10,-3.142619368e-14,-110419.2372,181.8650338
HNO2,1000.0,8591.98506,120.3644046,0.9412979119999999,0.01942891839,-2.253174194e-05,1.384587594e-08,-3.47355046e-12,-11063.37202,20.73967331,878790413,-3990.45503,11.87349269,-0.000488190061,7.13363679e-08,-5.37630334e-12,1.581778986e-16,12463.43241,-46.08874688
HNO3,1000.0,9202.86901,109.3774496,-0.452104245,0.02984914503,-3.1906355e-05,1.720931528e-08,-3.78264983e-12,-17640.48507,27.46644879,-94978.0964,-2733.024468,14.49426995,-0.000782186805,1.702693665e-07,-1.930543961e-11,8.870455120000001e-16,-4882.51778,-59.28392985000001
HOCL,1000.0,-9739.30743,354.756952,0.1539514254,0.01617051795,-2.179693631e-05,1.509103049e-08,-4.12538351e-12,-11763.23791,24.73257759,853045781,-2847.760552,7.94832904,-0.0001048782013,-1.482405043e-08,4.59167827e-12,-3.060073987e-16,7250.964950000001,-22.4983169
HOF,1000.0,-36968883,780.900666,-2.077685317,0.02038690173,-2.586919999e-05,1.713797538e-08,-4.55128187e-12,-16317.20064,36.450525,881201823,-3120.013169,8.22371007,-0.0002298036315,1.459115709e-08,1.095883303e-12,-1.404445608e-16,6300.54671,-25.90150427
HO2,1000.0,-75988.8254,1329.383918,-4.67738824,0.02508308202,-3.006551588e-05,1.895600056e-08,-4.82856739e-12,-5873.35096,51.9360214,-1810669724,4963.19203,-1.039498992,0.004560148530000001,-1.061859447e-06,1.144567878e-10,-4.76306416e-15,-32008.1719,40.6685092
HO2minus,1000.0,110383.9835,-1047.963653,6.36001399,0.002942520461,-6.284141339999999e-06,5.43825424e-09,-1.64730582e-12,-7417.74159,-12.51878002,793330.6,-2503.312417,7.54896233,8.308390149999999e-05,-5.96973091e-08,9.955377e-12,-5.60647728e-16,2512.079084,-20.70065846
HPO,1000.0,-38163.1412,792.764187,-1.889940652,0.01800907425,-1.857631793e-05,1.018768867e-08,-2.355583619e-12,-11576.4124,36.9292591,384245945,-2434.951707,8.58217392,-0.000405844857,-1.66948874e-08,2.253640566e-11,-1.943063011e-15,5761.63212,-26.49097544
HSO3F,1000.0,6896.24213,-93.05810749999999,1.570331788,0.0378082075,-4.87272078e-05,3.160796011e-08,-8.18978293e-12,-91802.4082,17.16315977,554404708,-3974.42432,17.78869264,-0.000440932203,5.94441139e-08,-3.92701581e-12,8.891284e-17,-71534.3827,-76.13127849
H2,1000.0,40783.2321,-800.918604,8.21470201,-0.01269714457,1.753605076e-05,-1.20286027e-08,3.36809349e-12,2682.484665,-30.43788844,560812801,-837.150474,2.975364532,0.001252249124,-3.74071619e-07,5.9366252e-11,-3.6069941e-15,5339.82441,-2.202774769
H2plus,1000.0,-31208.8606,230.4622909,3.33556442,-0.002419056763,7.006022340000001e-06,-5.61001066e-09,1.564169746e-12,177410.4638,-0.8278523760000001,1672225964,-6595.18499,12.79321925,-0.00550934526,2.030669412e-06,-3.35102748e-10,1.946089104e-14,218999.9548,-67.9271078
H2minus,1000.0,-97535.6567,1221.166236,-2.264588838,0.01237202227,-1.12710002e-05,5.36723995e-09,-1.04942016e-12,21213.99948,30.50556136,95992.7562,-914.4682879999999,5.14941881,-0.0001016559478,5.446919560000001e-08,-6.155174449999999e-12,2.822451181e-16,32341.0518,-14.4078098
HBOH,1000.0,-61596.4419,1223.483035,-5.46037051,0.0355538868,-4.67502014e-05,3.23600885e-08,-8.98605332e-12,-12636.59051,54.2235229,1534611049,-5753.66643,12.70893665,-0.000705962825,1.027679375e-07,-7.67092674e-12,2.211854768e-16,27793.70419,-56.0886008
HCOOH,1000.0,-29062.79097,765.837888,-3.32841413,0.02817542991,-2.370050804e-05,1.166063663e-08,-2.79137317e-12,-50064.4347,43.8709423,487233645,-7632.238079999999,21.32788153,-0.004402546540000001,1.102001695e-06,-1.364343517e-10,6.64842975e-15,-5781.43191,-111.1790688
H2F2,1000.0,52592.1471,-991.3544890000001,10.43577115,-0.002407796033,-6.376956159999999e-07,2.7357849e-09,-1.10434859e-12,-65724.60829999999,-30.38432132,1464995601,-3335.07492,9.18748704,0.001051127249,-3.27860557e-07,4.45604623e-11,-2.281370136e-15,-48254.42090000001,-26.39128168
H2O,1000.0,-39479.6083,575.573102,0.931782653,0.00722271286,-7.34255737e-06,4.95504349e-09,-1.336933246e-12,-33039.7431,17.24205775,1034972096,-2412.698562,4.64611078,0.002291998307,-6.836830479999999e-07,9.426468930000001e-11,-4.82238053e-15,-13842.86509,-7.97814851
H2Oplus,1000.0,-1753.89272,224.9850054,1.989400675,0.00611789516,-7.09543664e-06,5.54765947e-09,-1.704344789e-12,115958.5952,11.35409642,622871426,-2864.257487,7.71756556,-0.000902780167,6.17743686e-07,-1.201457479e-10,7.40770994e-15,134208.6651,-26.3661792
H2O2,1000.0,-92795.3358,1564.748385,-5.97646014,0.0327074452,-3.93219326e-05,2.509255235e-08,-6.46504529e-12,-24940.04728,58.7717418,1489428027,-5170.82178,11.2820497,-8.04239779e-05,-1.818383769e-08,6.94726559e-12,-4.8278319e-16,14182.51038,-46.50855660000001
H2S,1000.0,9543.80881,-68.7517508,4.05492196,-0.0003014557336,3.76849775e-06,-2.239358925e-09,3.086859108e-13,-3278.45728,1.415194691,1430040.22,-5284.02865,10.16182124,-0.000970384996,2.154003405e-07,-2.1696957e-11,9.318163070000001e-16,29086.96214,-43.49160391
H2SO4,1000.0,-41291.5005,668.158989,-2.632753507,0.0541538248,-7.067502229999999e-05,4.68461142e-08,-1.236791238e-11,-93156.6012,39.61096201,1437877914,-6614.90253,21.57662058,-0.000480625597,3.010775121e-08,2.334842469e-12,-2.946330375e-16,-52590.92950000001,-102.3603724
H2BOH,1000.0,-86867.6678,1820.335089,-10.32373881,0.0492280106,-5.97861991e-05,3.94606273e-08,-1.068442257e-11,-44152.3815,79.86177289999999,2294795193,-9382.92356,17.98228329,-0.001506116214,2.635641095e-07,-2.483163637e-11,9.73675912e-16,20397.38953,-94.4820121
HB_OH_2,1000.0,-20670.44022,953.4459160000001,-8.08895652,0.0597242529,-8.071336320000001e-05,5.61211835e-08,-1.553607566e-11,-82642.70809999999,65.3957164,2122674609,-8615.948939999998,19.6617952,-0.00081484115,8.955082040000001e-08,-3.34483051e-12,-6.919578139999999e-17,-27887.90377,-99.8355961
H3BO3,1000.0,25689.01843,113.8029495,-4.04509658,0.0592452168,-8.148028410000001e-05,5.65859329e-08,-1.54927705e-11,-122170205,41.3222014,2297369132,-8933.57179,21.93496552,-0.000309478349,-5.06405299e-08,1.482296684e-11,-9.7644209e-16,-69702.9847,-112.2292829
H3B3O3,1000.0,-198528.4188,4104.13209,-28.27215617,0.1269639253,-0.0001558505781,9.96630407e-08,-2.60367765e-11,-164849.4375,176.3917407,1286220713,-10932.58784,32.1351867,-0.002595402269,5.35376647e-07,-5.833567379999999e-11,2.600757913e-15,-87528.5689,-177.0847815
H3B3O6,1000.0,-20670.31503,708.339154,-7.12382095,0.1025049979,-0.0001295004602,8.322737589999999e-08,-2.145746724e-11,-277804.9216,60.6359763,1952433352,-11549.32896,38.9267611,-0.00111385228,1.280317726e-07,-5.72846482e-12,-2.214529572e-17,-212092.7136,-207.5566801
H3F3,1000.0,98885.62650000001,-1380.21288,8.98045847,0.01871609057,-3.127862508e-05,2.589436165e-08,-8.04037227e-12,-101366.1491,-25.85302557,2515790373,-8789.42332,20.23933445,-0.001131704646,1.692779921e-07,-1.308662105e-11,3.978322e-16,-54717.1365,-99.07787640000001
H3Oplus,1000.0,-64476.4015,1181.817922,-3.80189306,0.02220628313,-2.445343237e-05,1.573297747e-08,-4.15883641e-12,65306.1332,42.8272313,2955126.2,-9185.669409999999,13.41398696,-0.000559033921,1.138387119e-08,7.25992721e-12,-6.13373436e-16,129053.4257,-70.2182818
H4F4,1000.0,131510.9024,-1840.36156,12.64093152,0.0249540736,-4.17039461e-05,3.45252384e-08,-1.07203436e-11,-136400.3454,-41.2291353,3354037.99,-11719.2204,27.65243565,-0.001508934621,2.257027572e-07,-1.744867255e-11,5.304351740000001e-16,-74202.13160000001,-138.8603332
H5F5,1000.0,164136.1897,-2300.510396,16.30140545,0.03119205422,-5.21292635e-05,4.31561124e-08,-1.340031413e-11,-171434.5408,-56.8215738,4192290.73,-14649.03043,35.0655492,-0.001886170471,2.821289954e-07,-2.181090984e-11,6.63047416e-16,-93687042,-178.8592044
H6F6,1000.0,195688.6618,-2753.90988,19.75625055,0.0380771701,-6.341218879999999e-05,5.21923329e-08,-1.612185649e-11,-207926941,-71.1360798,5024520.319999999,-17428.17868,42.148705,-0.002084564791,2.930051519e-07,-2.052079159e-11,5.2069373e-16,-115449.7653,-216.3947001
H7F7,1000.0,229386.7477,-3220.80786,23.62235212,0.0436680188,-7.29799034e-05,6.04178642e-08,-1.876025627e-11,-241863.7479,-88.38812259999999,5868789.83,-20508.63473,49.8917611,-0.002640634895,3.94979633e-07,-3.053515088e-11,9.28260178e-16,-133017.7809,-259.2385142
He,1000.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,-745375,0.9287239740000001,0.0,0.0,2.5,0.0,0.0,0.0,0.0,-745375,0.9287239740000001
Heplus,1000.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,285323.3739,1.621665557,0.0,0.0,2.5,0.0,0.0,0.0,0.0,285323.3739,1.621665557
Hg,1000.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,6636.90008,6.80020154,51465.7351,-168.1269855,2.718343098,-0.0001445026192,5.15897766e-08,-9.47248501e-12,7.034797406e-16,7688.68493,5.27123609
Hgplus,1000.0,0.000409834494,-4.34358162e-06,2.500000019,-4.389036810000001e-11,5.5639692e-14,-3.63822826e-17,9.607881994999999e-21,128503.7483,7.4933445,-12299.84728,27.32269908,2.48418216,-4.42679761e-06,7.48968586e-09,-2.549887287e-12,2.819873366e-16,128318.8257,7.62524457
HgBr2,1000.0,-1991.826537,-190.2186083,8.24640126,-0.001607089392,1.947654549e-06,-1.242873546e-09,3.24181831e-13,-12307.23096,-8.7166593,-22436.4929,-3.31265227,7.50276517,-1.202360213e-06,2.830526999e-10,-3.4076867e-14,1.640497921e-18,-13274.83366,-4.3685556
I,1000.0,169.8199675,-2.716437233,2.517385557,-5.73069207e-05,1.031716184e-07,-9.67064193e-11,3.706471651e-14,12107.5009,7.40582313,-778586.0569999999,2303.279568,0.002886686091,0.001180878463,-2.264074866e-07,1.963511339e-11,-6.243525940999999e-16,-2616.792742,25.58922997
Iplus,1000.0,-801.496901,8.13905261,2.47017476,4.16139382e-05,7.133397859999999e-09,-7.10595014e-11,4.873766102e-14,134079.4213,7.90342009,-778838.5329999999,2404.962651,-0.1791751142,0.001227311979,-1.80149403e-07,9.923983959999999e-12,-9.775286439e-17,118853.1631,27.10544347
Iminus,1000.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,-24149.70936,6.11346538,0.0,0.0,2.5,0.0,0.0,0.0,0.0,-24149.70936,6.11346538
IF5,1000.0,202618453,-3598.18317,25.30349738,-0.01348602458,1.105687229e-05,-4.70793951e-09,7.86441147e-13,-87001.4725,-111.2719941,-362050626,-163.9236093,16.12272743,-4.91443155e-05,1.086015052e-08,-1.244672691e-12,5.76359362e-17,-106164.2293,-53.9877336
IF7,1000.0,299985.3564,-5501.55413,36.2713398,-0.02095765818,1.76197268e-05,-7.82914233e-09,1.405939372e-12,-93313.0766,-175.421615,-561442264,-264.6288326,22.19879891,-7.984221469999999e-05,1.768835964e-08,-2.031523755e-12,9.423767390000001e-17,-122524.5322,-87.7401073
I2,1000.0,-5087.96877,-12.4958521,4.50421909,0.0001370962533,-1.390523014e-07,1.174813853e-10,-2.337541043e-14,6213.469810000001,5.58383694,-5632594.16,17939.6156,-17.23055169,0.0124421408,-3.33276858e-06,4.12547794e-10,-1.960461713e-14,-106850.5292,160.0531883
In,1000.0,51495.1805,-917.799902,8.93868795,-0.02224112602,3.82388194e-05,-2.890116948e-08,8.047481221e-12,32390.3162,-27.64567028,-1683608899,2210.473186,3.47221937,-0.001082267422,3.47969998e-07,-5.15809241e-11,3.183043089e-15,10959.65206,2.557189088
Inplus,1000.0,0.2150488908,-0.002523854672,2.500011877,-2.869063919e-08,3.7538704e-11,-2.525942419e-14,6.84293266e-18,96.1093017,5.9632544,45369.9514,-144.5142103,2.681812441,-0.000115748006,3.94771481e-08,-6.87924362e-12,4.81920492e-16,1004.26144,4.68375918
InBr,1000.0,-2540.851435,-52.94704710000001,4.71743809,-0.000434466949,6.51351364e-07,-4.40399515e-10,1.234046209e-13,-7607.59428,4.258881,794837442,-2318.183711,7.03288958,-0.001245920568,3.27669335e-07,-3.003771106e-11,5.85319277e-16,6957.627289999999,-12.7350266
InBr2,1000.0,-66.198789,-236.589731,7.92654516,-0.001994547959,2.420414153e-06,-1.548924922e-09,4.05814839e-13,-18953.55588,-5.33886754,-321716203,479.2682100000001,7.10264948,-0.000551401978,3.157862421e-07,-5.51125451e-11,3.17216139e-15,-23709.23659,0.1193263347
InBr3,1000.0,-4990.1153,-280.5930452,11.1035606,-0.002379995808,2.887825281e-06,-1.844500707e-09,4.81439587e-13,-32505.0491,-18.71748987,-35057831,-4.85872132,10.00406131,-1.767620958e-06,4.16401606e-10,-5.01552887e-14,2.415414123e-18,-33931.7924,-12.29069868
InCL,1000.0,6430.71303,-217.8267726,5.4188309,-0.0020480051,2.702295936e-06,-1.795319798e-09,4.84746909e-13,-8959.84107,-1.202999253,-274575.1636,894.0986909999999,3.26811839,0.0009180277780000001,-3.083262431e-07,5.74545881e-11,-3.64527575e-15,-15616.0343,12.66880374
InCL2,1000.0,9935.164869999999,-417.210186,8.58849491,-0.00334838561,3.99786664e-06,-2.525301853e-09,6.54449033e-13,-24264.80269,-11.64521725,-332871984,475.769161,7.10544369,-0.000552578696,3.160567738e-07,-5.51445368e-11,3.17368038e-15,-29950.95917,-2.294555511
InCL3,1000.0,26147.43044,-841.460456,13.1178479,-0.00643528247,7.55487475e-06,-4.70507856e-09,1.204213663e-12,-43264.6958,-35.0008094,-71140.4363,-16.28425068,10.01309622,-5.54452888e-06,1.279877732e-09,-1.518261505e-13,7.22656277e-18,-47589.7417,-16.69761011
InF,1000.0,31901.2332,-529.525426,6.17288626,-0.002986035832,3.23377803e-06,-1.856975575e-09,4.46502497e-13,-21871.76282,-7.59121662,-468900.12,1321.019051,2.881329353,0.001041591078,-3.090754867e-07,4.92664656e-11,-2.699156425e-15,-33083.6981,13.96688303
InF2,1000.0,75224.8021,-1088.616881,9.48170521,-0.002893229367,1.516224649e-06,-7.98951781e-11,-1.466781026e-13,-51243.36150000001,-21.4666609,431896034,-1688.47242,8.92586301,-0.001049188835,2.72393419e-07,-2.882959902e-11,1.073493779e-15,-46736.91940000001,-19.32464363
InF3,1000.0,107160.8336,-1660.071901,13.95972813,-0.00501869326,3.22636753e-06,-7.823385970000001e-10,-3.7269998e-14,-97952.1499,-46.06353470000001,-165685.5506,-79.6588929,10.05913347,-2.350816639e-05,5.16351293e-09,-5.88804881e-13,2.715090697e-17,-106868.2627,-21.32968218
InH,1000.0,-51528.2872,781.379259,-0.8433385339999999,0.01044471274,-9.761074819999998e-06,4.540635199999999e-09,-8.1699069e-13,21100.48908,29.39346222,779740666,-3646.88208,9.54296735,-0.00348128172,1.304805603e-06,-2.182950701e-10,1.274009748e-14,46432.9546,-36.5932923
InI,1000.0,-468.634874,-56.8553099,4.78184969,-0.000661936831,1.027666742e-06,-7.27059207e-10,2.077991102e-13,2095.570254,4.88551513,1529221772,-4690.373680000001,10.04593462,-0.00314043411,9.460834390000001e-07,-1.253862848e-10,5.94980564e-15,31524.78143,-32.9769749
InI2,1000.0,-4513.8906,-118.372687,7.47311008,-0.00103447409,1.271465534e-06,-8.2278203e-10,2.178307019e-13,-6278.53604,-0.66672975,-313067.1665,481.38107,7.10091418,-0.000550655992,3.156120735e-07,-5.50917054e-11,3.17116283e-15,-10430.1275,2.141662307
InI3,1000.0,-8728.397169999998,-126.5914859,10.5065912,-0.001106109314,1.354335766e-06,-8.709453460000001e-10,2.28518635e-13,-15082.69063,-12.11411745,-21967.42567,-2.151167521,10.001822,-8.002214699999999e-07,1.897343164e-10,-2.29625246e-14,1.109838196e-18,-15724.06335,-9.17088869
